Virginia,,Virginia,,Virginia,,Virginia,,Virginia
Out N University,,Out N University,,Out N University,,Out N University,,Out N University
R. State (@ T),,R. State (@ T),,R. State (@ T),,R. State (@ T),,R. State (@ T)
L. Liberty (.48),,L. Liberty (.48),,L. Liberty (.48),,L. Liberty (.48),,L. Liberty (.48)
R. Virginia (1.82),,R. Virginia (1.82),,R. Virginia (1.82),,R. Virginia (1.82),,R. Virginia (1.82)
R. Jackson (@ T),,R. Jackson (@ T),,R. Jackson (@ T),,R. Jackson (@ T),,R. Jackson (@ T)
R. Revena (2.32),,R. Revena (2.32),,R. Revena (2.32),,R. Revena (2.32),,R. Revena (2.32)
L. Washington (2.39),,L. Washington (2.39),,L. Washington (2.39),,L. Washington (2.39),,L. Washington (2.39)
R. State (3.65),,R. State (3.65),,R. State (3.65),,R. State (3.65),,R. State (3.65)
L. N University,,L. N University,,L. N University,,L. N University,,L. N University
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 4.2,,Total: 4.2,,Total: 4.2,,Total: 4.2,,Total: 4.2
,,,,,,,,
Virginia,,Virginia,,Virginia,,Virginia,,Virginia
Out N University,,Out N University,,Out N University,,Out N University,,Out N University
R. State (@ T),,R. State (@ T),,R. State (@ T),,R. State (@ T),,R. State (@ T)
L. Liberty (.48),,L. Liberty (.48),,L. Liberty (.48),,L. Liberty (.48),,L. Liberty (.48)
R. Virginia (1.82),,R. Virginia (1.82),,R. Virginia (1.82),,R. Virginia (1.82),,R. Virginia (1.82)
R. Jackson (@ T),,R. Jackson (@ T),,R. Jackson (@ T),,R. Jackson (@ T),,R. Jackson (@ T)
R. Revena (2.32),,R. Revena (2.32),,R. Revena (2.32),,R. Revena (2.32),,R. Revena (2.32)
L. Washington (2.39),,L. Washington (2.39),,L. Washington (2.39),,L. Washington (2.39),,L. Washington (2.39)
R. State (3.65),,R. State (3.65),,R. State (3.65),,R. State (3.65),,R. State (3.65)
L. N University,,L. N University,,L. N University,,L. N University,,L. N University
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 4.2,,Total: 4.2,,Total: 4.2,,Total: 4.2,,Total: 4.2
,,,,,,,,
Virginia,,Virginia,,Virginia,,Virginia,,Virginia
Out N University,,Out N University,,Out N University,,Out N University,,Out N University
R. State (@ T),,R. State (@ T),,R. State (@ T),,R. State (@ T),,R. State (@ T)
L. Liberty (.48),,L. Liberty (.48),,L. Liberty (.48),,L. Liberty (.48),,L. Liberty (.48)
R. Virginia (1.82),,R. Virginia (1.82),,R. Virginia (1.82),,R. Virginia (1.82),,R. Virginia (1.82)
R. Jackson (@ T),,R. Jackson (@ T),,R. Jackson (@ T),,R. Jackson (@ T),,R. Jackson (@ T)
R. Revena (2.32),,R. Revena (2.32),,R. Revena (2.32),,R. Revena (2.32),,R. Revena (2.32)
L. Washington (2.39),,L. Washington (2.39),,L. Washington (2.39),,L. Washington (2.39),,L. Washington (2.39)
R. State (3.65),,R. State (3.65),,R. State (3.65),,R. State (3.65),,R. State (3.65)
L. N University,,L. N University,,L. N University,,L. N University,,L. N University
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 4.2,,Total: 4.2,,Total: 4.2,,Total: 4.2,,Total: 4.2
,,,,,,,,
Virginia,,Virginia,,Virginia,,Virginia,,Virginia
Out N University,,Out N University,,Out N University,,Out N University,,Out N University
R. State (@ T),,R. State (@ T),,R. State (@ T),,R. State (@ T),,R. State (@ T)
L. Liberty (.48),,L. Liberty (.48),,L. Liberty (.48),,L. Liberty (.48),,L. Liberty (.48)
R. Virginia (1.82),,R. Virginia (1.82),,R. Virginia (1.82),,R. Virginia (1.82),,R. Virginia (1.82)
R. Jackson (@ T),,R. Jackson (@ T),,R. Jackson (@ T),,R. Jackson (@ T),,R. Jackson (@ T)
R. Revena (2.32),,R. Revena (2.32),,R. Revena (2.32),,R. Revena (2.32),,R. Revena (2.32)
L. Washington (2.39),,L. Washington (2.39),,L. Washington (2.39),,L. Washington (2.39),,L. Washington (2.39)
R. State (3.65),,R. State (3.65),,R. State (3.65),,R. State (3.65),,R. State (3.65)
L. N University,,L. N University,,L. N University,,L. N University,,L. N University
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 4.2,,Total: 4.2,,Total: 4.2,,Total: 4.2,,Total: 4.2
