Chapin III,,Chapin III,,Chapin III,,Chapin III,,Chapin III
N. on Washtenaw,,N. on Washtenaw,,N. on Washtenaw,,N. on Washtenaw,,N. on Washtenaw
Sl. R. Zina Pitcher Pl.,,Sl. R. Zina Pitcher Pl.,,Sl. R. Zina Pitcher Pl.,,Sl. R. Zina Pitcher Pl.,,Sl. R. Zina Pitcher Pl.
L. Catherine St. (0.44),,L. Catherine St. (0.44),,L. Catherine St. (0.44),,L. Catherine St. (0.44),,L. Catherine St. (0.44)
(turns in Miller),,(turns in Miller),,(turns in Miller),,(turns in Miller),,(turns in Miller)
L. Chapin St. (1.38),,L. Chapin St. (1.38),,L. Chapin St. (1.38),,L. Chapin St. (1.38),,L. Chapin St. (1.38)
Cross Huron to 3rd. St.,,Cross Huron to 3rd. St.,,Cross Huron to 3rd. St.,,Cross Huron to 3rd. St.,,Cross Huron to 3rd. St.
L. Koch Ave. (2.29),,L. Koch Ave. (2.29),,L. Koch Ave. (2.29),,L. Koch Ave. (2.29),,L. Koch Ave. (2.29)
L. Main St. (2.41),,L. Main St. (2.41),,L. Main St. (2.41),,L. Main St. (2.41),,L. Main St. (2.41)
R. E. Madison St. (2.56),,R. E. Madison St. (2.56),,R. E. Madison St. (2.56),,R. E. Madison St. (2.56),,R. E. Madison St. (2.56)
L. State St.,,L. State St.,,L. State St.,,L. State St.,,L. State St.
Diag to CCRB,,Diag to CCRB,,Diag to CCRB,,Diag to CCRB,,Diag to CCRB
Total: 3.77,,Total: 3.77,,Total: 3.77,,Total: 3.77,,Total: 3.77
,,,,,,,,
Chapin III,,Chapin III,,Chapin III,,Chapin III,,Chapin III
N. on Washtenaw,,N. on Washtenaw,,N. on Washtenaw,,N. on Washtenaw,,N. on Washtenaw
Sl. R. Zina Pitcher Pl.,,Sl. R. Zina Pitcher Pl.,,Sl. R. Zina Pitcher Pl.,,Sl. R. Zina Pitcher Pl.,,Sl. R. Zina Pitcher Pl.
L. Catherine St. (0.44),,L. Catherine St. (0.44),,L. Catherine St. (0.44),,L. Catherine St. (0.44),,L. Catherine St. (0.44)
(turns in Miller),,(turns in Miller),,(turns in Miller),,(turns in Miller),,(turns in Miller)
L. Chapin St. (1.38),,L. Chapin St. (1.38),,L. Chapin St. (1.38),,L. Chapin St. (1.38),,L. Chapin St. (1.38)
Cross Huron to 3rd. St.,,Cross Huron to 3rd. St.,,Cross Huron to 3rd. St.,,Cross Huron to 3rd. St.,,Cross Huron to 3rd. St.
L. Koch Ave. (2.29),,L. Koch Ave. (2.29),,L. Koch Ave. (2.29),,L. Koch Ave. (2.29),,L. Koch Ave. (2.29)
L. Main St. (2.41),,L. Main St. (2.41),,L. Main St. (2.41),,L. Main St. (2.41),,L. Main St. (2.41)
R. E. Madison St. (2.56),,R. E. Madison St. (2.56),,R. E. Madison St. (2.56),,R. E. Madison St. (2.56),,R. E. Madison St. (2.56)
L. State St.,,L. State St.,,L. State St.,,L. State St.,,L. State St.
Diag to CCRB,,Diag to CCRB,,Diag to CCRB,,Diag to CCRB,,Diag to CCRB
Total: 3.77,,Total: 3.77,,Total: 3.77,,Total: 3.77,,Total: 3.77
,,,,,,,,
Chapin III,,Chapin III,,Chapin III,,Chapin III,,Chapin III
N. on Washtenaw,,N. on Washtenaw,,N. on Washtenaw,,N. on Washtenaw,,N. on Washtenaw
Sl. R. Zina Pitcher Pl.,,Sl. R. Zina Pitcher Pl.,,Sl. R. Zina Pitcher Pl.,,Sl. R. Zina Pitcher Pl.,,Sl. R. Zina Pitcher Pl.
L. Catherine St. (0.44),,L. Catherine St. (0.44),,L. Catherine St. (0.44),,L. Catherine St. (0.44),,L. Catherine St. (0.44)
(turns in Miller),,(turns in Miller),,(turns in Miller),,(turns in Miller),,(turns in Miller)
L. Chapin St. (1.38),,L. Chapin St. (1.38),,L. Chapin St. (1.38),,L. Chapin St. (1.38),,L. Chapin St. (1.38)
Cross Huron to 3rd. St.,,Cross Huron to 3rd. St.,,Cross Huron to 3rd. St.,,Cross Huron to 3rd. St.,,Cross Huron to 3rd. St.
L. Koch Ave. (2.29),,L. Koch Ave. (2.29),,L. Koch Ave. (2.29),,L. Koch Ave. (2.29),,L. Koch Ave. (2.29)
L. Main St. (2.41),,L. Main St. (2.41),,L. Main St. (2.41),,L. Main St. (2.41),,L. Main St. (2.41)
R. E. Madison St. (2.56),,R. E. Madison St. (2.56),,R. E. Madison St. (2.56),,R. E. Madison St. (2.56),,R. E. Madison St. (2.56)
L. State St.,,L. State St.,,L. State St.,,L. State St.,,L. State St.
Diag to CCRB,,Diag to CCRB,,Diag to CCRB,,Diag to CCRB,,Diag to CCRB
Total: 3.77,,Total: 3.77,,Total: 3.77,,Total: 3.77,,Total: 3.77
