Max Hock Special,,Max Hock Special,,Max Hock Special,,Max Hock Special,,Max Hock Special
Out S Observatory,,Out S Observatory,,Out S Observatory,,Out S Observatory,,Out S Observatory
L Geddes Ave. (0.17),,L Geddes Ave. (0.17),,L Geddes Ave. (0.17),,L Geddes Ave. (0.17),,L Geddes Ave. (0.17)
R ramp to Huron Pkwy (1.90),,R ramp to Huron Pkwy (1.90),,R ramp to Huron Pkwy (1.90),,R ramp to Huron Pkwy (1.90),,R ramp to Huron Pkwy (1.90)
Cross Huron Pkwy to ,,Cross Huron Pkwy to ,,Cross Huron Pkwy to ,,Cross Huron Pkwy to ,,Cross Huron Pkwy to 
Huron River Dr. (2.15),,Huron River Dr. (2.15),,Huron River Dr. (2.15),,Huron River Dr. (2.15),,Huron River Dr. (2.15)
R Chalmers Dr. (2.84),,R Chalmers Dr. (2.84),,R Chalmers Dr. (2.84),,R Chalmers Dr. (2.84),,R Chalmers Dr. (2.84)
R Washtenaw (3.65),,R Washtenaw (3.65),,R Washtenaw (3.65),,R Washtenaw (3.65),,R Washtenaw (3.65)
R Arlington Blvd (4.25),,R Arlington Blvd (4.25),,R Arlington Blvd (4.25),,R Arlington Blvd (4.25),,R Arlington Blvd (4.25)
L Devonshire Rd (5.16),,L Devonshire Rd (5.16),,L Devonshire Rd (5.16),,L Devonshire Rd (5.16),,L Devonshire Rd (5.16)
R Washtenaw to CCRB (5.85),,R Washtenaw to CCRB (5.85),,R Washtenaw to CCRB (5.85),,R Washtenaw to CCRB (5.85),,R Washtenaw to CCRB (5.85)
Total: 6.93mi.,,Total: 6.93mi.,,Total: 6.93mi.,,Total: 6.93mi.,,Total: 6.93mi.
,,,,,,,,
Max Hock Special,,Max Hock Special,,Max Hock Special,,Max Hock Special,,Max Hock Special
Out S Observatory,,Out S Observatory,,Out S Observatory,,Out S Observatory,,Out S Observatory
L Geddes Ave. (0.17),,L Geddes Ave. (0.17),,L Geddes Ave. (0.17),,L Geddes Ave. (0.17),,L Geddes Ave. (0.17)
R ramp to Huron Pkwy (1.90),,R ramp to Huron Pkwy (1.90),,R ramp to Huron Pkwy (1.90),,R ramp to Huron Pkwy (1.90),,R ramp to Huron Pkwy (1.90)
Cross Huron Pkwy to ,,Cross Huron Pkwy to ,,Cross Huron Pkwy to ,,Cross Huron Pkwy to ,,Cross Huron Pkwy to 
Huron River Dr. (2.15),,Huron River Dr. (2.15),,Huron River Dr. (2.15),,Huron River Dr. (2.15),,Huron River Dr. (2.15)
R Chalmers Dr. (2.84),,R Chalmers Dr. (2.84),,R Chalmers Dr. (2.84),,R Chalmers Dr. (2.84),,R Chalmers Dr. (2.84)
R Washtenaw (3.65),,R Washtenaw (3.65),,R Washtenaw (3.65),,R Washtenaw (3.65),,R Washtenaw (3.65)
R Arlington Blvd (4.25),,R Arlington Blvd (4.25),,R Arlington Blvd (4.25),,R Arlington Blvd (4.25),,R Arlington Blvd (4.25)
L Devonshire Rd (5.16),,L Devonshire Rd (5.16),,L Devonshire Rd (5.16),,L Devonshire Rd (5.16),,L Devonshire Rd (5.16)
R Washtenaw to CCRB (5.85),,R Washtenaw to CCRB (5.85),,R Washtenaw to CCRB (5.85),,R Washtenaw to CCRB (5.85),,R Washtenaw to CCRB (5.85)
Total: 6.93mi.,,Total: 6.93mi.,,Total: 6.93mi.,,Total: 6.93mi.,,Total: 6.93mi.
,,,,,,,,
Max Hock Special,,Max Hock Special,,Max Hock Special,,Max Hock Special,,Max Hock Special
Out S Observatory,,Out S Observatory,,Out S Observatory,,Out S Observatory,,Out S Observatory
L Geddes Ave. (0.17),,L Geddes Ave. (0.17),,L Geddes Ave. (0.17),,L Geddes Ave. (0.17),,L Geddes Ave. (0.17)
R ramp to Huron Pkwy (1.90),,R ramp to Huron Pkwy (1.90),,R ramp to Huron Pkwy (1.90),,R ramp to Huron Pkwy (1.90),,R ramp to Huron Pkwy (1.90)
Cross Huron Pkwy to ,,Cross Huron Pkwy to ,,Cross Huron Pkwy to ,,Cross Huron Pkwy to ,,Cross Huron Pkwy to 
Huron River Dr. (2.15),,Huron River Dr. (2.15),,Huron River Dr. (2.15),,Huron River Dr. (2.15),,Huron River Dr. (2.15)
R Chalmers Dr. (2.84),,R Chalmers Dr. (2.84),,R Chalmers Dr. (2.84),,R Chalmers Dr. (2.84),,R Chalmers Dr. (2.84)
R Washtenaw (3.65),,R Washtenaw (3.65),,R Washtenaw (3.65),,R Washtenaw (3.65),,R Washtenaw (3.65)
R Arlington Blvd (4.25),,R Arlington Blvd (4.25),,R Arlington Blvd (4.25),,R Arlington Blvd (4.25),,R Arlington Blvd (4.25)
L Devonshire Rd (5.16),,L Devonshire Rd (5.16),,L Devonshire Rd (5.16),,L Devonshire Rd (5.16),,L Devonshire Rd (5.16)
R Washtenaw to CCRB (5.85),,R Washtenaw to CCRB (5.85),,R Washtenaw to CCRB (5.85),,R Washtenaw to CCRB (5.85),,R Washtenaw to CCRB (5.85)
Total: 6.93mi.,,Total: 6.93mi.,,Total: 6.93mi.,,Total: 6.93mi.,,Total: 6.93mi.
