Eisenhower,,Eisenhower,,Eisenhower,,Eisenhower,,Eisenhower,,Eisenhower
Through Diag to State,,Through Diag to State,,Through Diag to State,,Through Diag to State,,Through Diag to State,,Through Diag to State
/S. University,,/S. University,,/S. University,,/S. University,,/S. University,,/S. University
R. E Madison (.59),,R. E Madison (.59),,R. E Madison (.59),,R. E Madison (.59),,R. E Madison (.59),,R. E Madison (.59)
L. Main (1.02),,L. Main (1.02),,L. Main (1.02),,L. Main (1.02),,L. Main (1.02),,L. Main (1.02)
L. Main (2.37),,L. Main (2.37),,L. Main (2.37),,L. Main (2.37),,L. Main (2.37),,L. Main (2.37)
L. Eisenhower (3.17),,L. Eisenhower (3.17),,L. Eisenhower (3.17),,L. Eisenhower (3.17),,L. Eisenhower (3.17),,L. Eisenhower (3.17)
L. State (3.69),,L. State (3.69),,L. State (3.69),,L. State (3.69),,L. State (3.69),,L. State (3.69)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Through Diag,,Through Diag,,Through Diag,,Through Diag,,Through Diag,,Through Diag
Total: 6.37,,Total: 6.37,,Total: 6.37,,Total: 6.37,,Total: 6.37,,Total: 6.37
,,,,,,,,,,
Eisenhower,,Eisenhower,,Eisenhower,,Eisenhower,,Eisenhower,,Eisenhower
Through Diag to State,,Through Diag to State,,Through Diag to State,,Through Diag to State,,Through Diag to State,,Through Diag to State
/S. University,,/S. University,,/S. University,,/S. University,,/S. University,,/S. University
R. E Madison (.59),,R. E Madison (.59),,R. E Madison (.59),,R. E Madison (.59),,R. E Madison (.59),,R. E Madison (.59)
L. Main (1.02),,L. Main (1.02),,L. Main (1.02),,L. Main (1.02),,L. Main (1.02),,L. Main (1.02)
L. Main (2.37),,L. Main (2.37),,L. Main (2.37),,L. Main (2.37),,L. Main (2.37),,L. Main (2.37)
L. Eisenhower (3.17),,L. Eisenhower (3.17),,L. Eisenhower (3.17),,L. Eisenhower (3.17),,L. Eisenhower (3.17),,L. Eisenhower (3.17)
L. State (3.69),,L. State (3.69),,L. State (3.69),,L. State (3.69),,L. State (3.69),,L. State (3.69)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Through Diag,,Through Diag,,Through Diag,,Through Diag,,Through Diag,,Through Diag
Total: 6.37,,Total: 6.37,,Total: 6.37,,Total: 6.37,,Total: 6.37,,Total: 6.37
,,,,,,,,,,
Eisenhower,,Eisenhower,,Eisenhower,,Eisenhower,,Eisenhower,,Eisenhower
Through Diag to State,,Through Diag to State,,Through Diag to State,,Through Diag to State,,Through Diag to State,,Through Diag to State
/S. University,,/S. University,,/S. University,,/S. University,,/S. University,,/S. University
R. E Madison (.59),,R. E Madison (.59),,R. E Madison (.59),,R. E Madison (.59),,R. E Madison (.59),,R. E Madison (.59)
L. Main (1.02),,L. Main (1.02),,L. Main (1.02),,L. Main (1.02),,L. Main (1.02),,L. Main (1.02)
L. Main (2.37),,L. Main (2.37),,L. Main (2.37),,L. Main (2.37),,L. Main (2.37),,L. Main (2.37)
L. Eisenhower (3.17),,L. Eisenhower (3.17),,L. Eisenhower (3.17),,L. Eisenhower (3.17),,L. Eisenhower (3.17),,L. Eisenhower (3.17)
L. State (3.69),,L. State (3.69),,L. State (3.69),,L. State (3.69),,L. State (3.69),,L. State (3.69)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Through Diag,,Through Diag,,Through Diag,,Through Diag,,Through Diag,,Through Diag
Total: 6.37,,Total: 6.37,,Total: 6.37,,Total: 6.37,,Total: 6.37,,Total: 6.37
