Willis Trails,,Willis Trails,,Willis Trails,,Willis Trails,,Willis Trails,,Willis Trails
Start N on Observatory,,Start N on Observatory,,Start N on Observatory,,Start N on Observatory,,Start N on Observatory,,Start N on Observatory
R. Washington hts (0.1),,R. Washington hts (0.1),,R. Washington hts (0.1),,R. Washington hts (0.1),,R. Washington hts (0.1),,R. Washington hts (0.1)
R. E Medical ctr (0.52),,R. E Medical ctr (0.52),,R. E Medical ctr (0.52),,R. E Medical ctr (0.52),,R. E Medical ctr (0.52),,R. E Medical ctr (0.52)
Cont. Maiden ln (1.03),,Cont. Maiden ln (1.03),,Cont. Maiden ln (1.03),,Cont. Maiden ln (1.03),,Cont. Maiden ln (1.03),,Cont. Maiden ln (1.03)
L. Wall st (1.12),,L. Wall st (1.12),,L. Wall st (1.12),,L. Wall st (1.12),,L. Wall st (1.12),,L. Wall st (1.12)
Follow Path,,Follow Path,,Follow Path,,Follow Path,,Follow Path,,Follow Path
R. on Argo bridge,,R. on Argo bridge,,R. on Argo bridge,,R. on Argo bridge,,R. on Argo bridge,,R. on Argo bridge
Cont. Skinny trails (1.89),,Cont. Skinny trails (1.89),,Cont. Skinny trails (1.89),,Cont. Skinny trails (1.89),,Cont. Skinny trails (1.89),,Cont. Skinny trails (1.89)
L. boardwalk (2.83),,L. boardwalk (2.83),,L. boardwalk (2.83),,L. boardwalk (2.83),,L. boardwalk (2.83),,L. boardwalk (2.83)
L. Barton dr (2.92),,L. Barton dr (2.92),,L. Barton dr (2.92),,L. Barton dr (2.92),,L. Barton dr (2.92),,L. Barton dr (2.92)
L. to dam over chain (3.77),,L. to dam over chain (3.77),,L. to dam over chain (3.77),,L. to dam over chain (3.77),,L. to dam over chain (3.77),,L. to dam over chain (3.77)
Through trails,,Through trails,,Through trails,,Through trails,,Through trails,,Through trails
L Huron River dr,,L Huron River dr,,L Huron River dr,,L Huron River dr,,L Huron River dr,,L Huron River dr
"L into trail, cross RR",,"L into trail, cross RR",,"L into trail, cross RR",,"L into trail, cross RR",,"L into trail, cross RR",,"L into trail, cross RR"
R through Bandemer,,R through Bandemer,,R through Bandemer,,R through Bandemer,,R through Bandemer,,R through Bandemer
Continue onto Main,,Continue onto Main,,Continue onto Main,,Continue onto Main,,Continue onto Main,,Continue onto Main
L Liberty,,L Liberty,,L Liberty,,L Liberty,,L Liberty,,L Liberty
R State,,R State,,R State,,R State,,R State,,R State
L N University,,L N University,,L N University,,L N University,,L N University,,L N University
Total: 7.24,,Total: 7.24,,Total: 7.24,,Total: 7.24,,Total: 7.24,,Total: 7.24
,,,,,,,,,,
Willis Trails,,Willis Trails,,Willis Trails,,Willis Trails,,Willis Trails,,Willis Trails
Start N on Observatory,,Start N on Observatory,,Start N on Observatory,,Start N on Observatory,,Start N on Observatory,,Start N on Observatory
R. Washington hts (0.1),,R. Washington hts (0.1),,R. Washington hts (0.1),,R. Washington hts (0.1),,R. Washington hts (0.1),,R. Washington hts (0.1)
R. E Medical ctr (0.52),,R. E Medical ctr (0.52),,R. E Medical ctr (0.52),,R. E Medical ctr (0.52),,R. E Medical ctr (0.52),,R. E Medical ctr (0.52)
Cont. Maiden ln (1.03),,Cont. Maiden ln (1.03),,Cont. Maiden ln (1.03),,Cont. Maiden ln (1.03),,Cont. Maiden ln (1.03),,Cont. Maiden ln (1.03)
L. Wall st (1.12),,L. Wall st (1.12),,L. Wall st (1.12),,L. Wall st (1.12),,L. Wall st (1.12),,L. Wall st (1.12)
Follow Path,,Follow Path,,Follow Path,,Follow Path,,Follow Path,,Follow Path
R. on Argo bridge,,R. on Argo bridge,,R. on Argo bridge,,R. on Argo bridge,,R. on Argo bridge,,R. on Argo bridge
Cont. Skinny trails (1.89),,Cont. Skinny trails (1.89),,Cont. Skinny trails (1.89),,Cont. Skinny trails (1.89),,Cont. Skinny trails (1.89),,Cont. Skinny trails (1.89)
L. boardwalk (2.83),,L. boardwalk (2.83),,L. boardwalk (2.83),,L. boardwalk (2.83),,L. boardwalk (2.83),,L. boardwalk (2.83)
L. Barton dr (2.92),,L. Barton dr (2.92),,L. Barton dr (2.92),,L. Barton dr (2.92),,L. Barton dr (2.92),,L. Barton dr (2.92)
L. to dam over chain (3.77),,L. to dam over chain (3.77),,L. to dam over chain (3.77),,L. to dam over chain (3.77),,L. to dam over chain (3.77),,L. to dam over chain (3.77)
Through trails,,Through trails,,Through trails,,Through trails,,Through trails,,Through trails
L Huron River dr,,L Huron River dr,,L Huron River dr,,L Huron River dr,,L Huron River dr,,L Huron River dr
"L into trail, cross RR",,"L into trail, cross RR",,"L into trail, cross RR",,"L into trail, cross RR",,"L into trail, cross RR",,"L into trail, cross RR"
R through Bandemer,,R through Bandemer,,R through Bandemer,,R through Bandemer,,R through Bandemer,,R through Bandemer
Continue onto Main,,Continue onto Main,,Continue onto Main,,Continue onto Main,,Continue onto Main,,Continue onto Main
L Liberty,,L Liberty,,L Liberty,,L Liberty,,L Liberty,,L Liberty
R State,,R State,,R State,,R State,,R State,,R State
L N University,,L N University,,L N University,,L N University,,L N University,,L N University
Total: 7.24,,Total: 7.24,,Total: 7.24,,Total: 7.24,,Total: 7.24,,Total: 7.24
