Broadway Run,,Broadway Run,,Broadway Run,,Broadway Run,,Broadway Run
To Observatory,,To Observatory,,To Observatory,,To Observatory,,To Observatory
Heading North,,Heading North,,Heading North,,Heading North,,Heading North
R. Washington Heights,,R. Washington Heights,,R. Washington Heights,,R. Washington Heights,,R. Washington Heights
(Markley),,(Markley),,(Markley),,(Markley),,(Markley)
R. Medical Center (@ T),,R. Medical Center (@ T),,R. Medical Center (@ T),,R. Medical Center (@ T),,R. Medical Center (@ T)
Cross Fuller (1),,Cross Fuller (1),,Cross Fuller (1),,Cross Fuller (1),,Cross Fuller (1)
"Sharp R. at Plymouth,",,"Sharp R. at Plymouth,",,"Sharp R. at Plymouth,",,"Sharp R. at Plymouth,",,"Sharp R. at Plymouth,"
go up Broadway,,go up Broadway,,go up Broadway,,go up Broadway,,go up Broadway
L. Plymouth (2.43),,L. Plymouth (2.43),,L. Plymouth (2.43),,L. Plymouth (2.43),,L. Plymouth (2.43)
L. Jones (3.08),,L. Jones (3.08),,L. Jones (3.08),,L. Jones (3.08),,L. Jones (3.08)
R. Broadway (3.49),,R. Broadway (3.49),,R. Broadway (3.49),,R. Broadway (3.49),,R. Broadway (3.49)
Continue straight,,Continue straight,,Continue straight,,Continue straight,,Continue straight
L. Maiden (3.74),,L. Maiden (3.74),,L. Maiden (3.74),,L. Maiden (3.74),,L. Maiden (3.74)
Cross Fuller,,Cross Fuller,,Cross Fuller,,Cross Fuller,,Cross Fuller
R. Medical Center (4.14),,R. Medical Center (4.14),,R. Medical Center (4.14),,R. Medical Center (4.14),,R. Medical Center (4.14)
L. Catherine (@ T),,L. Catherine (@ T),,L. Catherine (@ T),,L. Catherine (@ T),,L. Catherine (@ T)
L. Washtenaw (@ T),,L. Washtenaw (@ T),,L. Washtenaw (@ T),,L. Washtenaw (@ T),,L. Washtenaw (@ T)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total:  4.85,,Total:  4.85,,Total:  4.85,,Total:  4.85,,Total:  4.85
,,,,,,,,
Broadway Run,,Broadway Run,,Broadway Run,,Broadway Run,,Broadway Run
To Observatory,,To Observatory,,To Observatory,,To Observatory,,To Observatory
Heading North,,Heading North,,Heading North,,Heading North,,Heading North
R. Washington Heights,,R. Washington Heights,,R. Washington Heights,,R. Washington Heights,,R. Washington Heights
(Markley),,(Markley),,(Markley),,(Markley),,(Markley)
R. Medical Center (@ T),,R. Medical Center (@ T),,R. Medical Center (@ T),,R. Medical Center (@ T),,R. Medical Center (@ T)
Cross Fuller (1),,Cross Fuller (1),,Cross Fuller (1),,Cross Fuller (1),,Cross Fuller (1)
"Sharp R. at Plymouth,",,"Sharp R. at Plymouth,",,"Sharp R. at Plymouth,",,"Sharp R. at Plymouth,",,"Sharp R. at Plymouth,"
go up Broadway,,go up Broadway,,go up Broadway,,go up Broadway,,go up Broadway
L. Plymouth (2.43),,L. Plymouth (2.43),,L. Plymouth (2.43),,L. Plymouth (2.43),,L. Plymouth (2.43)
L. Jones (3.08),,L. Jones (3.08),,L. Jones (3.08),,L. Jones (3.08),,L. Jones (3.08)
R. Broadway (3.49),,R. Broadway (3.49),,R. Broadway (3.49),,R. Broadway (3.49),,R. Broadway (3.49)
Continue straight,,Continue straight,,Continue straight,,Continue straight,,Continue straight
L. Maiden (3.74),,L. Maiden (3.74),,L. Maiden (3.74),,L. Maiden (3.74),,L. Maiden (3.74)
Cross Fuller,,Cross Fuller,,Cross Fuller,,Cross Fuller,,Cross Fuller
R. Medical Center (4.14),,R. Medical Center (4.14),,R. Medical Center (4.14),,R. Medical Center (4.14),,R. Medical Center (4.14)
L. Catherine (@ T),,L. Catherine (@ T),,L. Catherine (@ T),,L. Catherine (@ T),,L. Catherine (@ T)
L. Washtenaw (@ T),,L. Washtenaw (@ T),,L. Washtenaw (@ T),,L. Washtenaw (@ T),,L. Washtenaw (@ T)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total:  4.85,,Total:  4.85,,Total:  4.85,,Total:  4.85,,Total:  4.85
