Arlington - Kenilworth,,Arlington - Kenilworth,,Arlington - Kenilworth,,Arlington - Kenilworth
To Observatory,,To Observatory,,To Observatory,,To Observatory
Heading South,,Heading South,,Heading South,,Heading South
L. Geddes,,L. Geddes,,L. Geddes,,L. Geddes
R. Arlington (1.27),,R. Arlington (1.27),,R. Arlington (1.27),,R. Arlington (1.27)
Sl. R. Heather Way (1.49),,Sl. R. Heather Way (1.49),,Sl. R. Heather Way (1.49),,Sl. R. Heather Way (1.49)
R. Arlington (1.87),,R. Arlington (1.87),,R. Arlington (1.87),,R. Arlington (1.87)
R. Kenilworth (2.32),,R. Kenilworth (2.32),,R. Kenilworth (2.32),,R. Kenilworth (2.32)
R. Sheridan (2.55),,R. Sheridan (2.55),,R. Sheridan (2.55),,R. Sheridan (2.55)
R. Londonberry (2.84),,R. Londonberry (2.84),,R. Londonberry (2.84),,R. Londonberry (2.84)
Sl. L. Melrose (3.05),,Sl. L. Melrose (3.05),,Sl. L. Melrose (3.05),,Sl. L. Melrose (3.05)
L. Devonshire (3.41),,L. Devonshire (3.41),,L. Devonshire (3.41),,L. Devonshire (3.41)
R. Washtenaw (3.53),,R. Washtenaw (3.53),,R. Washtenaw (3.53),,R. Washtenaw (3.53)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 4.59,,Total: 4.59,,Total: 4.59,,Total: 4.59
,,,,,,
Arlington - Kenilworth,,Arlington - Kenilworth,,Arlington - Kenilworth,,Arlington - Kenilworth
To Observatory,,To Observatory,,To Observatory,,To Observatory
Heading South,,Heading South,,Heading South,,Heading South
L. Geddes,,L. Geddes,,L. Geddes,,L. Geddes
R. Arlington (1.27),,R. Arlington (1.27),,R. Arlington (1.27),,R. Arlington (1.27)
Sl. R. Heather Way (1.49),,Sl. R. Heather Way (1.49),,Sl. R. Heather Way (1.49),,Sl. R. Heather Way (1.49)
R. Arlington (1.87),,R. Arlington (1.87),,R. Arlington (1.87),,R. Arlington (1.87)
R. Kenilworth (2.32),,R. Kenilworth (2.32),,R. Kenilworth (2.32),,R. Kenilworth (2.32)
R. Sheridan (2.55),,R. Sheridan (2.55),,R. Sheridan (2.55),,R. Sheridan (2.55)
R. Londonberry (2.84),,R. Londonberry (2.84),,R. Londonberry (2.84),,R. Londonberry (2.84)
Sl. L. Melrose (3.05),,Sl. L. Melrose (3.05),,Sl. L. Melrose (3.05),,Sl. L. Melrose (3.05)
L. Devonshire (3.41),,L. Devonshire (3.41),,L. Devonshire (3.41),,L. Devonshire (3.41)
R. Washtenaw (3.53),,R. Washtenaw (3.53),,R. Washtenaw (3.53),,R. Washtenaw (3.53)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 4.59,,Total: 4.59,,Total: 4.59,,Total: 4.59
,,,,,,
Arlington - Kenilworth,,Arlington - Kenilworth,,Arlington - Kenilworth,,Arlington - Kenilworth
To Observatory,,To Observatory,,To Observatory,,To Observatory
Heading South,,Heading South,,Heading South,,Heading South
L. Geddes,,L. Geddes,,L. Geddes,,L. Geddes
R. Arlington (1.27),,R. Arlington (1.27),,R. Arlington (1.27),,R. Arlington (1.27)
Sl. R. Heather Way (1.49),,Sl. R. Heather Way (1.49),,Sl. R. Heather Way (1.49),,Sl. R. Heather Way (1.49)
R. Arlington (1.87),,R. Arlington (1.87),,R. Arlington (1.87),,R. Arlington (1.87)
R. Kenilworth (2.32),,R. Kenilworth (2.32),,R. Kenilworth (2.32),,R. Kenilworth (2.32)
R. Sheridan (2.55),,R. Sheridan (2.55),,R. Sheridan (2.55),,R. Sheridan (2.55)
R. Londonberry (2.84),,R. Londonberry (2.84),,R. Londonberry (2.84),,R. Londonberry (2.84)
Sl. L. Melrose (3.05),,Sl. L. Melrose (3.05),,Sl. L. Melrose (3.05),,Sl. L. Melrose (3.05)
L. Devonshire (3.41),,L. Devonshire (3.41),,L. Devonshire (3.41),,L. Devonshire (3.41)
R. Washtenaw (3.53),,R. Washtenaw (3.53),,R. Washtenaw (3.53),,R. Washtenaw (3.53)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 4.59,,Total: 4.59,,Total: 4.59,,Total: 4.59
