Hipster Stadium,,Hipster Stadium,,Hipster Stadium,,Hipster Stadium,,Hipster Stadium
Head towards N. University Ave.,,Head towards N. University Ave.,,Head towards N. University Ave.,,Head towards N. University Ave.,,Head towards N. University Ave.
R. State St. (0.41),,R. State St. (0.41),,R. State St. (0.41),,R. State St. (0.41),,R. State St. (0.41)
L. Fuller St. (0.97),,L. Fuller St. (0.97),,L. Fuller St. (0.97),,L. Fuller St. (0.97),,L. Fuller St. (0.97)
L. Main St. (2.34),,L. Main St. (2.34),,L. Main St. (2.34),,L. Main St. (2.34),,L. Main St. (2.34)
L. Liberty St. (2.00),,L. Liberty St. (2.00),,L. Liberty St. (2.00),,L. Liberty St. (2.00),,L. Liberty St. (2.00)
R. State St. (2.40),,R. State St. (2.40),,R. State St. (2.40),,R. State St. (2.40),,R. State St. (2.40)
R. Academic Center (3.16),,R. Academic Center (3.16),,R. Academic Center (3.16),,R. Academic Center (3.16),,R. Academic Center (3.16)
L. Behind indoor track (3.36),,L. Behind indoor track (3.36),,L. Behind indoor track (3.36),,L. Behind indoor track (3.36),,L. Behind indoor track (3.36)
Cross train tracks (3.62),,Cross train tracks (3.62),,Cross train tracks (3.62),,Cross train tracks (3.62),,Cross train tracks (3.62)
Continue onto Stadium Blvd.,,Continue onto Stadium Blvd.,,Continue onto Stadium Blvd.,,Continue onto Stadium Blvd.,,Continue onto Stadium Blvd.
R. 7th St. (4.42),,R. 7th St. (4.42),,R. 7th St. (4.42),,R. 7th St. (4.42),,R. 7th St. (4.42)
R. Liberty St. (5.38),,R. Liberty St. (5.38),,R. Liberty St. (5.38),,R. Liberty St. (5.38),,R. Liberty St. (5.38)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 6.78,,Total: 6.78,,Total: 6.78,,Total: 6.78,,Total: 6.78
,,,,,,,,
Hipster Stadium,,Hipster Stadium,,Hipster Stadium,,Hipster Stadium,,Hipster Stadium
Head towards N. University Ave.,,Head towards N. University Ave.,,Head towards N. University Ave.,,Head towards N. University Ave.,,Head towards N. University Ave.
R. State St. (0.41),,R. State St. (0.41),,R. State St. (0.41),,R. State St. (0.41),,R. State St. (0.41)
L. Fuller St. (0.97),,L. Fuller St. (0.97),,L. Fuller St. (0.97),,L. Fuller St. (0.97),,L. Fuller St. (0.97)
L. Main St. (2.34),,L. Main St. (2.34),,L. Main St. (2.34),,L. Main St. (2.34),,L. Main St. (2.34)
L. Liberty St. (2.00),,L. Liberty St. (2.00),,L. Liberty St. (2.00),,L. Liberty St. (2.00),,L. Liberty St. (2.00)
R. State St. (2.40),,R. State St. (2.40),,R. State St. (2.40),,R. State St. (2.40),,R. State St. (2.40)
R. Academic Center (3.16),,R. Academic Center (3.16),,R. Academic Center (3.16),,R. Academic Center (3.16),,R. Academic Center (3.16)
L. Behind indoor track (3.36),,L. Behind indoor track (3.36),,L. Behind indoor track (3.36),,L. Behind indoor track (3.36),,L. Behind indoor track (3.36)
Cross train tracks (3.62),,Cross train tracks (3.62),,Cross train tracks (3.62),,Cross train tracks (3.62),,Cross train tracks (3.62)
Continue onto Stadium Blvd.,,Continue onto Stadium Blvd.,,Continue onto Stadium Blvd.,,Continue onto Stadium Blvd.,,Continue onto Stadium Blvd.
R. 7th St. (4.42),,R. 7th St. (4.42),,R. 7th St. (4.42),,R. 7th St. (4.42),,R. 7th St. (4.42)
R. Liberty St. (5.38),,R. Liberty St. (5.38),,R. Liberty St. (5.38),,R. Liberty St. (5.38),,R. Liberty St. (5.38)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 6.78,,Total: 6.78,,Total: 6.78,,Total: 6.78,,Total: 6.78
,,,,,,,,
Hipster Stadium,,Hipster Stadium,,Hipster Stadium,,Hipster Stadium,,Hipster Stadium
Head towards N. University Ave.,,Head towards N. University Ave.,,Head towards N. University Ave.,,Head towards N. University Ave.,,Head towards N. University Ave.
R. State St. (0.41),,R. State St. (0.41),,R. State St. (0.41),,R. State St. (0.41),,R. State St. (0.41)
L. Fuller St. (0.97),,L. Fuller St. (0.97),,L. Fuller St. (0.97),,L. Fuller St. (0.97),,L. Fuller St. (0.97)
L. Main St. (2.34),,L. Main St. (2.34),,L. Main St. (2.34),,L. Main St. (2.34),,L. Main St. (2.34)
L. Liberty St. (2.00),,L. Liberty St. (2.00),,L. Liberty St. (2.00),,L. Liberty St. (2.00),,L. Liberty St. (2.00)
R. State St. (2.40),,R. State St. (2.40),,R. State St. (2.40),,R. State St. (2.40),,R. State St. (2.40)
R. Academic Center (3.16),,R. Academic Center (3.16),,R. Academic Center (3.16),,R. Academic Center (3.16),,R. Academic Center (3.16)
L. Behind indoor track (3.36),,L. Behind indoor track (3.36),,L. Behind indoor track (3.36),,L. Behind indoor track (3.36),,L. Behind indoor track (3.36)
Cross train tracks (3.62),,Cross train tracks (3.62),,Cross train tracks (3.62),,Cross train tracks (3.62),,Cross train tracks (3.62)
Continue onto Stadium Blvd.,,Continue onto Stadium Blvd.,,Continue onto Stadium Blvd.,,Continue onto Stadium Blvd.,,Continue onto Stadium Blvd.
R. 7th St. (4.42),,R. 7th St. (4.42),,R. 7th St. (4.42),,R. 7th St. (4.42),,R. 7th St. (4.42)
R. Liberty St. (5.38),,R. Liberty St. (5.38),,R. Liberty St. (5.38),,R. Liberty St. (5.38),,R. Liberty St. (5.38)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 6.78,,Total: 6.78,,Total: 6.78,,Total: 6.78,,Total: 6.78
