"We Should Be Fine, I Think This Goes Somewhere",,"We Should Be Fine, I Think This Goes Somewhere",,"We Should Be Fine, I Think This Goes Somewhere",,"We Should Be Fine, I Think This Goes Somewhere",,"We Should Be Fine, I Think This Goes Somewhere"
Out Markley to Arb,,Out Markley to Arb,,Out Markley to Arb,,Out Markley to Arb,,Out Markley to Arb
Cross into Gallup Park ,,Cross into Gallup Park ,,Cross into Gallup Park ,,Cross into Gallup Park ,,Cross into Gallup Park 
Border-to-Border Trail to ,,Border-to-Border Trail to ,,Border-to-Border Trail to ,,Border-to-Border Trail to ,,Border-to-Border Trail to 
Geddes Rd,,Geddes Rd,,Geddes Rd,,Geddes Rd,,Geddes Rd
E on Geddes Rd (4.5),,E on Geddes Rd (4.5),,E on Geddes Rd (4.5),,E on Geddes Rd (4.5),,E on Geddes Rd (4.5)
Roundabout to Superior (6.48),,Roundabout to Superior (6.48),,Roundabout to Superior (6.48),,Roundabout to Superior (6.48),,Roundabout to Superior (6.48)
R Huron RIver Dr. (7.65),,R Huron RIver Dr. (7.65),,R Huron RIver Dr. (7.65),,R Huron RIver Dr. (7.65),,R Huron RIver Dr. (7.65)
R to stay on Huron River Dr. (8.85),,R to stay on Huron River Dr. (8.85),,R to stay on Huron River Dr. (8.85),,R to stay on Huron River Dr. (8.85),,R to stay on Huron River Dr. (8.85)
L to stay on Huron River Dr. (9.74),,L to stay on Huron River Dr. (9.74),,L to stay on Huron River Dr. (9.74),,L to stay on Huron River Dr. (9.74),,L to stay on Huron River Dr. (9.74)
R to stay on Huron River Dr. (10.32),,R to stay on Huron River Dr. (10.32),,R to stay on Huron River Dr. (10.32),,R to stay on Huron River Dr. (10.32),,R to stay on Huron River Dr. (10.32)
R Huron Pkwy (11.49),,R Huron Pkwy (11.49),,R Huron Pkwy (11.49),,R Huron Pkwy (11.49),,R Huron Pkwy (11.49)
L Fuller Rd (11.98),,L Fuller Rd (11.98),,L Fuller Rd (11.98),,L Fuller Rd (11.98),,L Fuller Rd (11.98)
Glen to Huron to CCRB,,Glen to Huron to CCRB,,Glen to Huron to CCRB,,Glen to Huron to CCRB,,Glen to Huron to CCRB
Total: 14.92,,Total: 14.92,,Total: 14.92,,Total: 14.92,,Total: 14.92
,,,,,,,,
"We Should Be Fine, I Think This Goes Somewhere",,"We Should Be Fine, I Think This Goes Somewhere",,"We Should Be Fine, I Think This Goes Somewhere",,"We Should Be Fine, I Think This Goes Somewhere",,"We Should Be Fine, I Think This Goes Somewhere"
Out Markley to Arb,,Out Markley to Arb,,Out Markley to Arb,,Out Markley to Arb,,Out Markley to Arb
Cross into Gallup Park ,,Cross into Gallup Park ,,Cross into Gallup Park ,,Cross into Gallup Park ,,Cross into Gallup Park 
Border-to-Border Trail to ,,Border-to-Border Trail to ,,Border-to-Border Trail to ,,Border-to-Border Trail to ,,Border-to-Border Trail to 
Geddes Rd,,Geddes Rd,,Geddes Rd,,Geddes Rd,,Geddes Rd
E on Geddes Rd (4.5),,E on Geddes Rd (4.5),,E on Geddes Rd (4.5),,E on Geddes Rd (4.5),,E on Geddes Rd (4.5)
Roundabout to Superior (6.48),,Roundabout to Superior (6.48),,Roundabout to Superior (6.48),,Roundabout to Superior (6.48),,Roundabout to Superior (6.48)
R Huron RIver Dr. (7.65),,R Huron RIver Dr. (7.65),,R Huron RIver Dr. (7.65),,R Huron RIver Dr. (7.65),,R Huron RIver Dr. (7.65)
