Onondaga-Main,,Onondaga-Main,,Onondaga-Main,,Onondaga-Main,,Onondaga-Main,,Onondaga-Main
Out S University,,Out S University,,Out S University,,Out S University,,Out S University,,Out S University
L Geddes Rd (0.19),,L Geddes Rd (0.19),,L Geddes Rd (0.19),,L Geddes Rd (0.19),,L Geddes Rd (0.19),,L Geddes Rd (0.19)
R Onondaga St (0.7),,R Onondaga St (0.7),,R Onondaga St (0.7),,R Onondaga St (0.7),,R Onondaga St (0.7),,R Onondaga St (0.7)
R Hill St (0.82),,R Hill St (0.82),,R Hill St (0.82),,R Hill St (0.82),,R Hill St (0.82),,R Hill St (0.82)
R Main (2.25),,R Main (2.25),,R Main (2.25),,R Main (2.25),,R Main (2.25),,R Main (2.25)
R Madison St (2.43),,R Madison St (2.43),,R Madison St (2.43),,R Madison St (2.43),,R Madison St (2.43),,R Madison St (2.43)
L State St (2.84),,L State St (2.84),,L State St (2.84),,L State St (2.84),,L State St (2.84),,L State St (2.84)
Back Diag to CCRB,,Back Diag to CCRB,,Back Diag to CCRB,,Back Diag to CCRB,,Back Diag to CCRB,,Back Diag to CCRB
Total: 3.46,,Total: 3.46,,Total: 3.46,,Total: 3.46,,Total: 3.46,,Total: 3.46
,,,,,,,,,,
Onondaga-Main,,Onondaga-Main,,Onondaga-Main,,Onondaga-Main,,Onondaga-Main,,Onondaga-Main
Out S University,,Out S University,,Out S University,,Out S University,,Out S University,,Out S University
L Geddes Rd (0.19),,L Geddes Rd (0.19),,L Geddes Rd (0.19),,L Geddes Rd (0.19),,L Geddes Rd (0.19),,L Geddes Rd (0.19)
R Onondaga St (0.7),,R Onondaga St (0.7),,R Onondaga St (0.7),,R Onondaga St (0.7),,R Onondaga St (0.7),,R Onondaga St (0.7)
R Hill St (0.82),,R Hill St (0.82),,R Hill St (0.82),,R Hill St (0.82),,R Hill St (0.82),,R Hill St (0.82)
R Main (2.25),,R Main (2.25),,R Main (2.25),,R Main (2.25),,R Main (2.25),,R Main (2.25)
R Madison St (2.43),,R Madison St (2.43),,R Madison St (2.43),,R Madison St (2.43),,R Madison St (2.43),,R Madison St (2.43)
L State St (2.84),,L State St (2.84),,L State St (2.84),,L State St (2.84),,L State St (2.84),,L State St (2.84)
Back Diag to CCRB,,Back Diag to CCRB,,Back Diag to CCRB,,Back Diag to CCRB,,Back Diag to CCRB,,Back Diag to CCRB
Total: 3.46,,Total: 3.46,,Total: 3.46,,Total: 3.46,,Total: 3.46,,Total: 3.46
,,,,,,,,,,
Onondaga-Main,,Onondaga-Main,,Onondaga-Main,,Onondaga-Main,,Onondaga-Main,,Onondaga-Main
Out S University,,Out S University,,Out S University,,Out S University,,Out S University,,Out S University
L Geddes Rd (0.19),,L Geddes Rd (0.19),,L Geddes Rd (0.19),,L Geddes Rd (0.19),,L Geddes Rd (0.19),,L Geddes Rd (0.19)
R Onondaga St (0.7),,R Onondaga St (0.7),,R Onondaga St (0.7),,R Onondaga St (0.7),,R Onondaga St (0.7),,R Onondaga St (0.7)
R Hill St (0.82),,R Hill St (0.82),,R Hill St (0.82),,R Hill St (0.82),,R Hill St (0.82),,R Hill St (0.82)
R Main (2.25),,R Main (2.25),,R Main (2.25),,R Main (2.25),,R Main (2.25),,R Main (2.25)
R Madison St (2.43),,R Madison St (2.43),,R Madison St (2.43),,R Madison St (2.43),,R Madison St (2.43),,R Madison St (2.43)
L State St (2.84),,L State St (2.84),,L State St (2.84),,L State St (2.84),,L State St (2.84),,L State St (2.84)
Back Diag to CCRB,,Back Diag to CCRB,,Back Diag to CCRB,,Back Diag to CCRB,,Back Diag to CCRB,,Back Diag to CCRB
Total: 3.46,,Total: 3.46,,Total: 3.46,,Total: 3.46,,Total: 3.46,,Total: 3.46
,,,,,,,,,,
Onondaga-Main,,Onondaga-Main,,Onondaga-Main,,Onondaga-Main,,Onondaga-Main,,Onondaga-Main
Out S University,,Out S University,,Out S University,,Out S University,,Out S University,,Out S University
L Geddes Rd (0.19),,L Geddes Rd (0.19),,L Geddes Rd (0.19),,L Geddes Rd (0.19),,L Geddes Rd (0.19),,L Geddes Rd (0.19)
R Onondaga St (0.7),,R Onondaga St (0.7),,R Onondaga St (0.7),,R Onondaga St (0.7),,R Onondaga St (0.7),,R Onondaga St (0.7)
R Hill St (0.82),,R Hill St (0.82),,R Hill St (0.82),,R Hill St (0.82),,R Hill St (0.82),,R Hill St (0.82)
R Main (2.25),,R Main (2.25),,R Main (2.25),,R Main (2.25),,R Main (2.25),,R Main (2.25)
R Madison St (2.43),,R Madison St (2.43),,R Madison St (2.43),,R Madison St (2.43),,R Madison St (2.43),,R Madison St (2.43)
L State St (2.84),,L State St (2.84),,L State St (2.84),,L State St (2.84),,L State St (2.84),,L State St (2.84)
Back Diag to CCRB,,Back Diag to CCRB,,Back Diag to CCRB,,Back Diag to CCRB,,Back Diag to CCRB,,Back Diag to CCRB
Total: 3.46,,Total: 3.46,,Total: 3.46,,Total: 3.46,,Total: 3.46,,Total: 3.46
