Ferdon-Wells-Forest,,Ferdon-Wells-Forest,,Ferdon-Wells-Forest,,Ferdon-Wells-Forest,,Ferdon-Wells-Forest,,Ferdon-Wells-Forest
Start S. on Washtenaw,,Start S. on Washtenaw,,Start S. on Washtenaw,,Start S. on Washtenaw,,Start S. on Washtenaw,,Start S. on Washtenaw
R. Ferdon (.8),,R. Ferdon (.8),,R. Ferdon (.8),,R. Ferdon (.8),,R. Ferdon (.8),,R. Ferdon (.8)
R. Wells (1.02),,R. Wells (1.02),,R. Wells (1.02),,R. Wells (1.02),,R. Wells (1.02),,R. Wells (1.02)
R. S Forest (1.41),,R. S Forest (1.41),,R. S Forest (1.41),,R. S Forest (1.41),,R. S Forest (1.41),,R. S Forest (1.41)
L. Oakland (1.65),,L. Oakland (1.65),,L. Oakland (1.65),,L. Oakland (1.65),,L. Oakland (1.65),,L. Oakland (1.65)
L. Arbor (1.97),,L. Arbor (1.97),,L. Arbor (1.97),,L. Arbor (1.97),,L. Arbor (1.97),,L. Arbor (1.97)
R. State (2.06),,R. State (2.06),,R. State (2.06),,R. State (2.06),,R. State (2.06),,R. State (2.06)
R. N University (2.59),,R. N University (2.59),,R. N University (2.59),,R. N University (2.59),,R. N University (2.59),,R. N University (2.59)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 3.01,,Total: 3.01,,Total: 3.01,,Total: 3.01,,Total: 3.01,,Total: 3.01
,,,,,,,,,,
Ferdon-Wells-Forest,,Ferdon-Wells-Forest,,Ferdon-Wells-Forest,,Ferdon-Wells-Forest,,Ferdon-Wells-Forest,,Ferdon-Wells-Forest
Start S. on Washtenaw,,Start S. on Washtenaw,,Start S. on Washtenaw,,Start S. on Washtenaw,,Start S. on Washtenaw,,Start S. on Washtenaw
R. Ferdon (.8),,R. Ferdon (.8),,R. Ferdon (.8),,R. Ferdon (.8),,R. Ferdon (.8),,R. Ferdon (.8)
R. Wells (1.02),,R. Wells (1.02),,R. Wells (1.02),,R. Wells (1.02),,R. Wells (1.02),,R. Wells (1.02)
R. S Forest (1.41),,R. S Forest (1.41),,R. S Forest (1.41),,R. S Forest (1.41),,R. S Forest (1.41),,R. S Forest (1.41)
L. Oakland (1.65),,L. Oakland (1.65),,L. Oakland (1.65),,L. Oakland (1.65),,L. Oakland (1.65),,L. Oakland (1.65)
L. Arbor (1.97),,L. Arbor (1.97),,L. Arbor (1.97),,L. Arbor (1.97),,L. Arbor (1.97),,L. Arbor (1.97)
R. State (2.06),,R. State (2.06),,R. State (2.06),,R. State (2.06),,R. State (2.06),,R. State (2.06)
R. N University (2.59),,R. N University (2.59),,R. N University (2.59),,R. N University (2.59),,R. N University (2.59),,R. N University (2.59)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 3.01,,Total: 3.01,,Total: 3.01,,Total: 3.01,,Total: 3.01,,Total: 3.01
,,,,,,,,,,
Ferdon-Wells-Forest,,Ferdon-Wells-Forest,,Ferdon-Wells-Forest,,Ferdon-Wells-Forest,,Ferdon-Wells-Forest,,Ferdon-Wells-Forest
Start S. on Washtenaw,,Start S. on Washtenaw,,Start S. on Washtenaw,,Start S. on Washtenaw,,Start S. on Washtenaw,,Start S. on Washtenaw
R. Ferdon (.8),,R. Ferdon (.8),,R. Ferdon (.8),,R. Ferdon (.8),,R. Ferdon (.8),,R. Ferdon (.8)
R. Wells (1.02),,R. Wells (1.02),,R. Wells (1.02),,R. Wells (1.02),,R. Wells (1.02),,R. Wells (1.02)
R. S Forest (1.41),,R. S Forest (1.41),,R. S Forest (1.41),,R. S Forest (1.41),,R. S Forest (1.41),,R. S Forest (1.41)
L. Oakland (1.65),,L. Oakland (1.65),,L. Oakland (1.65),,L. Oakland (1.65),,L. Oakland (1.65),,L. Oakland (1.65)
L. Arbor (1.97),,L. Arbor (1.97),,L. Arbor (1.97),,L. Arbor (1.97),,L. Arbor (1.97),,L. Arbor (1.97)
R. State (2.06),,R. State (2.06),,R. State (2.06),,R. State (2.06),,R. State (2.06),,R. State (2.06)
R. N University (2.59),,R. N University (2.59),,R. N University (2.59),,R. N University (2.59),,R. N University (2.59),,R. N University (2.59)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 3.01,,Total: 3.01,,Total: 3.01,,Total: 3.01,,Total: 3.01,,Total: 3.01
