SE Neighborhoods,,SE Neighborhoods,,SE Neighborhoods,,SE Neighborhoods,,SE Neighborhoods
R. Observatory,,R. Observatory,,R. Observatory,,R. Observatory,,R. Observatory
L. Geddes (0.18),,L. Geddes (0.18),,L. Geddes (0.18),,L. Geddes (0.18),,L. Geddes (0.18)
R. Hill (0.90),,R. Hill (0.90),,R. Hill (0.90),,R. Hill (0.90),,R. Hill (0.90)
1st L. Avon (1.00),,1st L. Avon (1.00),,1st L. Avon (1.00),,1st L. Avon (1.00),,1st L. Avon (1.00)
Becomes Londonderry,,Becomes Londonderry,,Becomes Londonderry,,Becomes Londonderry,,Becomes Londonderry
R. Sheridan (2.06),,R. Sheridan (2.06),,R. Sheridan (2.06),,R. Sheridan (2.06),,R. Sheridan (2.06)
Cross Washtenaw,,Cross Washtenaw,,Cross Washtenaw,,Cross Washtenaw,,Cross Washtenaw
L. Manchester (2.33),,L. Manchester (2.33),,L. Manchester (2.33),,L. Manchester (2.33),,L. Manchester (2.33)
L. Dorchester (2.83),,L. Dorchester (2.83),,L. Dorchester (2.83),,L. Dorchester (2.83),,L. Dorchester (2.83)
Becomes Towner Blvd,,Becomes Towner Blvd,,Becomes Towner Blvd,,Becomes Towner Blvd,,Becomes Towner Blvd
R. Hampshire @ T (3.50),,R. Hampshire @ T (3.50),,R. Hampshire @ T (3.50),,R. Hampshire @ T (3.50),,R. Hampshire @ T (3.50)
L. Chesterfield (3.72),,L. Chesterfield (3.72),,L. Chesterfield (3.72),,L. Chesterfield (3.72),,L. Chesterfield (3.72)
R. Packard @ T (3.80),,R. Packard @ T (3.80),,R. Packard @ T (3.80),,R. Packard @ T (3.80),,R. Packard @ T (3.80)
Stay left @ fork for,,Stay left @ fork for,,Stay left @ fork for,,Stay left @ fork for,,Stay left @ fork for
Eisenhower (4.30),,Eisenhower (4.30),,Eisenhower (4.30),,Eisenhower (4.30),,Eisenhower (4.30)
R. Industrial (5.10),,R. Industrial (5.10),,R. Industrial (5.10),,R. Industrial (5.10),,R. Industrial (5.10)
Cross Stadium and,,Cross Stadium and,,Cross Stadium and,,Cross Stadium and,,Cross Stadium and
continue onto E Park Pl.,,continue onto E Park Pl.,,continue onto E Park Pl.,,continue onto E Park Pl.,,continue onto E Park Pl.
L. Granger @ T (6.54),,L. Granger @ T (6.54),,L. Granger @ T (6.54),,L. Granger @ T (6.54),,L. Granger @ T (6.54)
R. State @ T (6.70),,R. State @ T (6.70),,R. State @ T (6.70),,R. State @ T (6.70),,R. State @ T (6.70)
Back through Diag,,Back through Diag,,Back through Diag,,Back through Diag,,Back through Diag
Total: 8.03,,Total: 8.03,,Total: 8.03,,Total: 8.03,,Total: 8.03
,,,,,,,,
SE Neighborhoods,,SE Neighborhoods,,SE Neighborhoods,,SE Neighborhoods,,SE Neighborhoods
R. Observatory,,R. Observatory,,R. Observatory,,R. Observatory,,R. Observatory
L. Geddes (0.18),,L. Geddes (0.18),,L. Geddes (0.18),,L. Geddes (0.18),,L. Geddes (0.18)
R. Hill (0.90),,R. Hill (0.90),,R. Hill (0.90),,R. Hill (0.90),,R. Hill (0.90)
1st L. Avon (1.00),,1st L. Avon (1.00),,1st L. Avon (1.00),,1st L. Avon (1.00),,1st L. Avon (1.00)
Becomes Londonderry,,Becomes Londonderry,,Becomes Londonderry,,Becomes Londonderry,,Becomes Londonderry
R. Sheridan (2.06),,R. Sheridan (2.06),,R. Sheridan (2.06),,R. Sheridan (2.06),,R. Sheridan (2.06)
Cross Washtenaw,,Cross Washtenaw,,Cross Washtenaw,,Cross Washtenaw,,Cross Washtenaw
L. Manchester (2.33),,L. Manchester (2.33),,L. Manchester (2.33),,L. Manchester (2.33),,L. Manchester (2.33)
L. Dorchester (2.83),,L. Dorchester (2.83),,L. Dorchester (2.83),,L. Dorchester (2.83),,L. Dorchester (2.83)
Becomes Towner Blvd,,Becomes Towner Blvd,,Becomes Towner Blvd,,Becomes Towner Blvd,,Becomes Towner Blvd
R. Hampshire @ T (3.50),,R. Hampshire @ T (3.50),,R. Hampshire @ T (3.50),,R. Hampshire @ T (3.50),,R. Hampshire @ T (3.50)
L. Chesterfield (3.72),,L. Chesterfield (3.72),,L. Chesterfield (3.72),,L. Chesterfield (3.72),,L. Chesterfield (3.72)
R. Packard @ T (3.80),,R. Packard @ T (3.80),,R. Packard @ T (3.80),,R. Packard @ T (3.80),,R. Packard @ T (3.80)
Stay left @ fork for,,Stay left @ fork for,,Stay left @ fork for,,Stay left @ fork for,,Stay left @ fork for
Eisenhower (4.30),,Eisenhower (4.30),,Eisenhower (4.30),,Eisenhower (4.30),,Eisenhower (4.30)
R. Industrial (5.10),,R. Industrial (5.10),,R. Industrial (5.10),,R. Industrial (5.10),,R. Industrial (5.10)
Cross Stadium and,,Cross Stadium and,,Cross Stadium and,,Cross Stadium and,,Cross Stadium and
continue onto E Park Pl.,,continue onto E Park Pl.,,continue onto E Park Pl.,,continue onto E Park Pl.,,continue onto E Park Pl.
L. Granger @ T (6.54),,L. Granger @ T (6.54),,L. Granger @ T (6.54),,L. Granger @ T (6.54),,L. Granger @ T (6.54)
R. State @ T (6.70),,R. State @ T (6.70),,R. State @ T (6.70),,R. State @ T (6.70),,R. State @ T (6.70)
Back through Diag,,Back through Diag,,Back through Diag,,Back through Diag,,Back through Diag
Total: 8.03,,Total: 8.03,,Total: 8.03,,Total: 8.03,,Total: 8.03
