Huron Crossing Ext.,,Huron Crossing Ext.,,Huron Crossing Ext.,,Huron Crossing Ext.
Start N on Washtenaw St.,,Start N on Washtenaw St.,,Start N on Washtenaw St.,,Start N on Washtenaw St.
Bend left onto Huron St. (0.20),,Bend left onto Huron St. (0.20),,Bend left onto Huron St. (0.20),,Bend left onto Huron St. (0.20)
R. Division St. (0.72),,R. Division St. (0.72),,R. Division St. (0.72),,R. Division St. (0.72)
Bend right onto Broadway St. (1.14),,Bend right onto Broadway St. (1.14),,Bend right onto Broadway St. (1.14),,Bend right onto Broadway St. (1.14)
L. Swift St. (1.36),,L. Swift St. (1.36),,L. Swift St. (1.36),,L. Swift St. (1.36)
Sharp left at fork (1.40),,Sharp left at fork (1.40),,Sharp left at fork (1.40),,Sharp left at fork (1.40)
R. onto path (1.43),,R. onto path (1.43),,R. onto path (1.43),,R. onto path (1.43)
R. at fork by dam (1.69),,R. at fork by dam (1.69),,R. at fork by dam (1.69),,R. at fork by dam (1.69)
Continue onto Longshore Dr. (1.78),,Continue onto Longshore Dr. (1.78),,Continue onto Longshore Dr. (1.78),,Continue onto Longshore Dr. (1.78)
L. at fork (2.10),,L. at fork (2.10),,L. at fork (2.10),,L. at fork (2.10)
L. onto boardwalk (2.72),,L. onto boardwalk (2.72),,L. onto boardwalk (2.72),,L. onto boardwalk (2.72)
Follow path along Barton / Barton Shore Dr.,,Follow path along Barton / Barton Shore Dr.,,Follow path along Barton / Barton Shore Dr.,,Follow path along Barton / Barton Shore Dr.
L. Barton Shore Dr. (3.17),,L. Barton Shore Dr. (3.17),,L. Barton Shore Dr. (3.17),,L. Barton Shore Dr. (3.17)
Take the next left (3.52),,Take the next left (3.52),,Take the next left (3.52),,Take the next left (3.52)
R. to cross dam (3.66),,R. to cross dam (3.66),,R. to cross dam (3.66),,R. to cross dam (3.66)
Cross train tracks (4.01),,Cross train tracks (4.01),,Cross train tracks (4.01),,Cross train tracks (4.01)
Continue onto Huron River Dr.,,Continue onto Huron River Dr.,,Continue onto Huron River Dr.,,Continue onto Huron River Dr.
L. Wagner Rd. (6.33),,L. Wagner Rd. (6.33),,L. Wagner Rd. (6.33),,L. Wagner Rd. (6.33)
L. Liberty (9.56),,L. Liberty (9.56),,L. Liberty (9.56),,L. Liberty (9.56)
R. State St. (12.64),,R. State St. (12.64),,R. State St. (12.64),,R. State St. (12.64)
L. N. University to CCRB (12.70),,L. N. University to CCRB (12.70),,L. N. University to CCRB (12.70),,L. N. University to CCRB (12.70)
Total: 13.11,,Total: 13.11,,Total: 13.11,,Total: 13.11
,,,,,,
Huron Crossing Ext.,,Huron Crossing Ext.,,Huron Crossing Ext.,,Huron Crossing Ext.
Start N on Washtenaw St.,,Start N on Washtenaw St.,,Start N on Washtenaw St.,,Start N on Washtenaw St.
Bend left onto Huron St. (0.20),,Bend left onto Huron St. (0.20),,Bend left onto Huron St. (0.20),,Bend left onto Huron St. (0.20)
R. Division St. (0.72),,R. Division St. (0.72),,R. Division St. (0.72),,R. Division St. (0.72)
Bend right onto Broadway St. (1.14),,Bend right onto Broadway St. (1.14),,Bend right onto Broadway St. (1.14),,Bend right onto Broadway St. (1.14)
L. Swift St. (1.36),,L. Swift St. (1.36),,L. Swift St. (1.36),,L. Swift St. (1.36)
Sharp left at fork (1.40),,Sharp left at fork (1.40),,Sharp left at fork (1.40),,Sharp left at fork (1.40)
R. onto path (1.43),,R. onto path (1.43),,R. onto path (1.43),,R. onto path (1.43)
R. at fork by dam (1.69),,R. at fork by dam (1.69),,R. at fork by dam (1.69),,R. at fork by dam (1.69)
Continue onto Longshore Dr. (1.78),,Continue onto Longshore Dr. (1.78),,Continue onto Longshore Dr. (1.78),,Continue onto Longshore Dr. (1.78)
L. at fork (2.10),,L. at fork (2.10),,L. at fork (2.10),,L. at fork (2.10)
L. onto boardwalk (2.72),,L. onto boardwalk (2.72),,L. onto boardwalk (2.72),,L. onto boardwalk (2.72)
Follow path along Barton / Barton Shore Dr.,,Follow path along Barton / Barton Shore Dr.,,Follow path along Barton / Barton Shore Dr.,,Follow path along Barton / Barton Shore Dr.
L. Barton Shore Dr. (3.17),,L. Barton Shore Dr. (3.17),,L. Barton Shore Dr. (3.17),,L. Barton Shore Dr. (3.17)
Take the next left (3.52),,Take the next left (3.52),,Take the next left (3.52),,Take the next left (3.52)
R. to cross dam (3.66),,R. to cross dam (3.66),,R. to cross dam (3.66),,R. to cross dam (3.66)
Cross train tracks (4.01),,Cross train tracks (4.01),,Cross train tracks (4.01),,Cross train tracks (4.01)
Continue onto Huron River Dr.,,Continue onto Huron River Dr.,,Continue onto Huron River Dr.,,Continue onto Huron River Dr.
L. Wagner Rd. (6.33),,L. Wagner Rd. (6.33),,L. Wagner Rd. (6.33),,L. Wagner Rd. (6.33)
L. Liberty (9.56),,L. Liberty (9.56),,L. Liberty (9.56),,L. Liberty (9.56)
R. State St. (12.64),,R. State St. (12.64),,R. State St. (12.64),,R. State St. (12.64)
L. N. University to CCRB (12.70),,L. N. University to CCRB (12.70),,L. N. University to CCRB (12.70),,L. N. University to CCRB (12.70)
Total: 13.11,,Total: 13.11,,Total: 13.11,,Total: 13.11
