Packard Literally Forever,,Packard Literally Forever,,Packard Literally Forever,,Packard Literally Forever,,Packard Literally Forever
Out N University,,Out N University,,Out N University,,Out N University,,Out N University
Cross L to E William (0.44),,Cross L to E William (0.44),,Cross L to E William (0.44),,Cross L to E William (0.44),,Cross L to E William (0.44)
L Main St. (0.83),,L Main St. (0.83),,L Main St. (0.83),,L Main St. (0.83),,L Main St. (0.83)
L Packard (0.9),,L Packard (0.9),,L Packard (0.9),,L Packard (0.9),,L Packard (0.9)
L Berkley Ave (7.5),,L Berkley Ave (7.5),,L Berkley Ave (7.5),,L Berkley Ave (7.5),,L Berkley Ave (7.5)
R to stay on Berkley (7.58),,R to stay on Berkley (7.58),,R to stay on Berkley (7.58),,R to stay on Berkley (7.58),,R to stay on Berkley (7.58)
L Washtenaw (7.69),,L Washtenaw (7.69),,L Washtenaw (7.69),,L Washtenaw (7.69),,L Washtenaw (7.69)
To CCRB,,To CCRB,,To CCRB,,To CCRB,,To CCRB
Total: 13.26,,Total: 13.26,,Total: 13.26,,Total: 13.26,,Total: 13.26
,,,,,,,,
Packard Literally Forever,,Packard Literally Forever,,Packard Literally Forever,,Packard Literally Forever,,Packard Literally Forever
Out N University,,Out N University,,Out N University,,Out N University,,Out N University
Cross L to E William (0.44),,Cross L to E William (0.44),,Cross L to E William (0.44),,Cross L to E William (0.44),,Cross L to E William (0.44)
L Main St. (0.83),,L Main St. (0.83),,L Main St. (0.83),,L Main St. (0.83),,L Main St. (0.83)
L Packard (0.9),,L Packard (0.9),,L Packard (0.9),,L Packard (0.9),,L Packard (0.9)
L Berkley Ave (7.5),,L Berkley Ave (7.5),,L Berkley Ave (7.5),,L Berkley Ave (7.5),,L Berkley Ave (7.5)
R to stay on Berkley (7.58),,R to stay on Berkley (7.58),,R to stay on Berkley (7.58),,R to stay on Berkley (7.58),,R to stay on Berkley (7.58)
L Washtenaw (7.69),,L Washtenaw (7.69),,L Washtenaw (7.69),,L Washtenaw (7.69),,L Washtenaw (7.69)
To CCRB,,To CCRB,,To CCRB,,To CCRB,,To CCRB
Total: 13.26,,Total: 13.26,,Total: 13.26,,Total: 13.26,,Total: 13.26
,,,,,,,,
Packard Literally Forever,,Packard Literally Forever,,Packard Literally Forever,,Packard Literally Forever,,Packard Literally Forever
Out N University,,Out N University,,Out N University,,Out N University,,Out N University
Cross L to E William (0.44),,Cross L to E William (0.44),,Cross L to E William (0.44),,Cross L to E William (0.44),,Cross L to E William (0.44)
L Main St. (0.83),,L Main St. (0.83),,L Main St. (0.83),,L Main St. (0.83),,L Main St. (0.83)
L Packard (0.9),,L Packard (0.9),,L Packard (0.9),,L Packard (0.9),,L Packard (0.9)
L Berkley Ave (7.5),,L Berkley Ave (7.5),,L Berkley Ave (7.5),,L Berkley Ave (7.5),,L Berkley Ave (7.5)
R to stay on Berkley (7.58),,R to stay on Berkley (7.58),,R to stay on Berkley (7.58),,R to stay on Berkley (7.58),,R to stay on Berkley (7.58)
L Washtenaw (7.69),,L Washtenaw (7.69),,L Washtenaw (7.69),,L Washtenaw (7.69),,L Washtenaw (7.69)
To CCRB,,To CCRB,,To CCRB,,To CCRB,,To CCRB
Total: 13.26,,Total: 13.26,,Total: 13.26,,Total: 13.26,,Total: 13.26
,,,,,,,,
Packard Literally Forever,,Packard Literally Forever,,Packard Literally Forever,,Packard Literally Forever,,Packard Literally Forever
Out N University,,Out N University,,Out N University,,Out N University,,Out N University
Cross L to E William (0.44),,Cross L to E William (0.44),,Cross L to E William (0.44),,Cross L to E William (0.44),,Cross L to E William (0.44)
L Main St. (0.83),,L Main St. (0.83),,L Main St. (0.83),,L Main St. (0.83),,L Main St. (0.83)
L Packard (0.9),,L Packard (0.9),,L Packard (0.9),,L Packard (0.9),,L Packard (0.9)
L Berkley Ave (7.5),,L Berkley Ave (7.5),,L Berkley Ave (7.5),,L Berkley Ave (7.5),,L Berkley Ave (7.5)
R to stay on Berkley (7.58),,R to stay on Berkley (7.58),,R to stay on Berkley (7.58),,R to stay on Berkley (7.58),,R to stay on Berkley (7.58)
L Washtenaw (7.69),,L Washtenaw (7.69),,L Washtenaw (7.69),,L Washtenaw (7.69),,L Washtenaw (7.69)
To CCRB,,To CCRB,,To CCRB,,To CCRB,,To CCRB
Total: 13.26,,Total: 13.26,,Total: 13.26,,Total: 13.26,,Total: 13.26
