SUPER ROOT,,SUPER ROOT,,SUPER ROOT,,SUPER ROOT
Out to Observatory,,Out to Observatory,,Out to Observatory,,Out to Observatory
L. onto Observatory 0.1,,L. onto Observatory 0.1,,L. onto Observatory 0.1,,L. onto Observatory 0.1
R. onto Washington Heights,,R. onto Washington Heights,,R. onto Washington Heights,,R. onto Washington Heights
Right onto East Medical Ctr Dr,,Right onto East Medical Ctr Dr,,Right onto East Medical Ctr Dr,,Right onto East Medical Ctr Dr
R. onto Fuller Rd (1.0),,R. onto Fuller Rd (1.0),,R. onto Fuller Rd (1.0),,R. onto Fuller Rd (1.0)
L. onto Glazier Way (2.05),,L. onto Glazier Way (2.05),,L. onto Glazier Way (2.05),,L. onto Glazier Way (2.05)
L. onto Green Rd (3.09),,L. onto Green Rd (3.09),,L. onto Green Rd (3.09),,L. onto Green Rd (3.09)
L. onto Plymouth Rd (4.28),,L. onto Plymouth Rd (4.28),,L. onto Plymouth Rd (4.28),,L. onto Plymouth Rd (4.28)
L. onto Murfin (5.8),,L. onto Murfin (5.8),,L. onto Murfin (5.8),,L. onto Murfin (5.8)
R. onto Fuller Rd (6.67),,R. onto Fuller Rd (6.67),,R. onto Fuller Rd (6.67),,R. onto Fuller Rd (6.67)
L. onto East Medical Ctr Dr (7.26),,L. onto East Medical Ctr Dr (7.26),,L. onto East Medical Ctr Dr (7.26),,L. onto East Medical Ctr Dr (7.26)
L. onto Washington Heights,,L. onto Washington Heights,,L. onto Washington Heights,,L. onto Washington Heights
L. onto Observatory,,L. onto Observatory,,L. onto Observatory,,L. onto Observatory
R. back to CCRB,,R. back to CCRB,,R. back to CCRB,,R. back to CCRB
Total Distance: 8.2,,Total Distance: 8.2,,Total Distance: 8.2,,Total Distance: 8.2
,,,,,,
SUPER ROOT,,SUPER ROOT,,SUPER ROOT,,SUPER ROOT
Out to Observatory,,Out to Observatory,,Out to Observatory,,Out to Observatory
L. onto Observatory 0.1,,L. onto Observatory 0.1,,L. onto Observatory 0.1,,L. onto Observatory 0.1
R. onto Washington Heights,,R. onto Washington Heights,,R. onto Washington Heights,,R. onto Washington Heights
Right onto East Medical Ctr Dr,,Right onto East Medical Ctr Dr,,Right onto East Medical Ctr Dr,,Right onto East Medical Ctr Dr
R. onto Fuller Rd (1.0),,R. onto Fuller Rd (1.0),,R. onto Fuller Rd (1.0),,R. onto Fuller Rd (1.0)
L. onto Glazier Way (2.05),,L. onto Glazier Way (2.05),,L. onto Glazier Way (2.05),,L. onto Glazier Way (2.05)
L. onto Green Rd (3.09),,L. onto Green Rd (3.09),,L. onto Green Rd (3.09),,L. onto Green Rd (3.09)
L. onto Plymouth Rd (4.28),,L. onto Plymouth Rd (4.28),,L. onto Plymouth Rd (4.28),,L. onto Plymouth Rd (4.28)
L. onto Murfin (5.8),,L. onto Murfin (5.8),,L. onto Murfin (5.8),,L. onto Murfin (5.8)
R. onto Fuller Rd (6.67),,R. onto Fuller Rd (6.67),,R. onto Fuller Rd (6.67),,R. onto Fuller Rd (6.67)
L. onto East Medical Ctr Dr (7.26),,L. onto East Medical Ctr Dr (7.26),,L. onto East Medical Ctr Dr (7.26),,L. onto East Medical Ctr Dr (7.26)
L. onto Washington Heights,,L. onto Washington Heights,,L. onto Washington Heights,,L. onto Washington Heights
L. onto Observatory,,L. onto Observatory,,L. onto Observatory,,L. onto Observatory
R. back to CCRB,,R. back to CCRB,,R. back to CCRB,,R. back to CCRB
Total Distance: 8.2,,Total Distance: 8.2,,Total Distance: 8.2,,Total Distance: 8.2
,,,,,,
SUPER ROOT,,SUPER ROOT,,SUPER ROOT,,SUPER ROOT
Out to Observatory,,Out to Observatory,,Out to Observatory,,Out to Observatory
L. onto Observatory 0.1,,L. onto Observatory 0.1,,L. onto Observatory 0.1,,L. onto Observatory 0.1
R. onto Washington Heights,,R. onto Washington Heights,,R. onto Washington Heights,,R. onto Washington Heights
Right onto East Medical Ctr Dr,,Right onto East Medical Ctr Dr,,Right onto East Medical Ctr Dr,,Right onto East Medical Ctr Dr
R. onto Fuller Rd (1.0),,R. onto Fuller Rd (1.0),,R. onto Fuller Rd (1.0),,R. onto Fuller Rd (1.0)
L. onto Glazier Way (2.05),,L. onto Glazier Way (2.05),,L. onto Glazier Way (2.05),,L. onto Glazier Way (2.05)
L. onto Green Rd (3.09),,L. onto Green Rd (3.09),,L. onto Green Rd (3.09),,L. onto Green Rd (3.09)
L. onto Plymouth Rd (4.28),,L. onto Plymouth Rd (4.28),,L. onto Plymouth Rd (4.28),,L. onto Plymouth Rd (4.28)
L. onto Murfin (5.8),,L. onto Murfin (5.8),,L. onto Murfin (5.8),,L. onto Murfin (5.8)
R. onto Fuller Rd (6.67),,R. onto Fuller Rd (6.67),,R. onto Fuller Rd (6.67),,R. onto Fuller Rd (6.67)
L. onto East Medical Ctr Dr (7.26),,L. onto East Medical Ctr Dr (7.26),,L. onto East Medical Ctr Dr (7.26),,L. onto East Medical Ctr Dr (7.26)
L. onto Washington Heights,,L. onto Washington Heights,,L. onto Washington Heights,,L. onto Washington Heights
L. onto Observatory,,L. onto Observatory,,L. onto Observatory,,L. onto Observatory
R. back to CCRB,,R. back to CCRB,,R. back to CCRB,,R. back to CCRB
Total Distance: 8.2,,Total Distance: 8.2,,Total Distance: 8.2,,Total Distance: 8.2
