Dhu Varen Trails,,Dhu Varen Trails,,Dhu Varen Trails,,Dhu Varen Trails,,Dhu Varen Trails
Out Washington,,Out Washington,,Out Washington,,Out Washington,,Out Washington
R E Med Center Dr. (0.45),,R E Med Center Dr. (0.45),,R E Med Center Dr. (0.45),,R E Med Center Dr. (0.45),,R E Med Center Dr. (0.45)
Cont. Maiden Ln. (1.00),,Cont. Maiden Ln. (1.00),,Cont. Maiden Ln. (1.00),,Cont. Maiden Ln. (1.00),,Cont. Maiden Ln. (1.00)
R Plymouth Rd. (1.43),,R Plymouth Rd. (1.43),,R Plymouth Rd. (1.43),,R Plymouth Rd. (1.43),,R Plymouth Rd. (1.43)
L Nixon Rd. (3.49),,L Nixon Rd. (3.49),,L Nixon Rd. (3.49),,L Nixon Rd. (3.49),,L Nixon Rd. (3.49)
L Huron Pkwy (3.69),,L Huron Pkwy (3.69),,L Huron Pkwy (3.69),,L Huron Pkwy (3.69),,L Huron Pkwy (3.69)
Forced R Tuebigen Pkwy (4.25),,Forced R Tuebigen Pkwy (4.25),,Forced R Tuebigen Pkwy (4.25),,Forced R Tuebigen Pkwy (4.25),,Forced R Tuebigen Pkwy (4.25)
Cont. Omlestead Dr. (4.55),,Cont. Omlestead Dr. (4.55),,Cont. Omlestead Dr. (4.55),,Cont. Omlestead Dr. (4.55),,Cont. Omlestead Dr. (4.55)
L Dhu Varen Rd. (4.82),,L Dhu Varen Rd. (4.82),,L Dhu Varen Rd. (4.82),,L Dhu Varen Rd. (4.82),,L Dhu Varen Rd. (4.82)
R into Olsen Park (5.55),,R into Olsen Park (5.55),,R into Olsen Park (5.55),,R into Olsen Park (5.55),,R into Olsen Park (5.55)
Around pond & out R on Dhu Varen,,Around pond & out R on Dhu Varen,,Around pond & out R on Dhu Varen,,Around pond & out R on Dhu Varen,,Around pond & out R on Dhu Varen
L Pontiac Trail (6.34),,L Pontiac Trail (6.34),,L Pontiac Trail (6.34),,L Pontiac Trail (6.34),,L Pontiac Trail (6.34)
R Skydale Dr. (6.89),,R Skydale Dr. (6.89),,R Skydale Dr. (6.89),,R Skydale Dr. (6.89),,R Skydale Dr. (6.89)
"Forced L Hilldale Dr., cont across trail",,"Forced L Hilldale Dr., cont across trail",,"Forced L Hilldale Dr., cont across trail",,"Forced L Hilldale Dr., cont across trail",,"Forced L Hilldale Dr., cont across trail"
R Brede Pl. (7.6),,R Brede Pl. (7.6),,R Brede Pl. (7.6),,R Brede Pl. (7.6),,R Brede Pl. (7.6)
Cross Barton Dr. to Argo skinny trails,,Cross Barton Dr. to Argo skinny trails,,Cross Barton Dr. to Argo skinny trails,,Cross Barton Dr. to Argo skinny trails,,Cross Barton Dr. to Argo skinny trails
L Argo Dam (8.64),,L Argo Dam (8.64),,L Argo Dam (8.64),,L Argo Dam (8.64),,L Argo Dam (8.64)
R Maiden Ln. (9.5),,R Maiden Ln. (9.5),,R Maiden Ln. (9.5),,R Maiden Ln. (9.5),,R Maiden Ln. (9.5)
Cont. E Med Center to CCRB,,Cont. E Med Center to CCRB,,Cont. E Med Center to CCRB,,Cont. E Med Center to CCRB,,Cont. E Med Center to CCRB
Total: 10.6,,Total: 10.6,,Total: 10.6,,Total: 10.6,,Total: 10.6
,,,,,,,,
Dhu Varen Trails,,Dhu Varen Trails,,Dhu Varen Trails,,Dhu Varen Trails,,Dhu Varen Trails
Out Washington,,Out Washington,,Out Washington,,Out Washington,,Out Washington
R E Med Center Dr. (0.45),,R E Med Center Dr. (0.45),,R E Med Center Dr. (0.45),,R E Med Center Dr. (0.45),,R E Med Center Dr. (0.45)
Cont. Maiden Ln. (1.00),,Cont. Maiden Ln. (1.00),,Cont. Maiden Ln. (1.00),,Cont. Maiden Ln. (1.00),,Cont. Maiden Ln. (1.00)
R Plymouth Rd. (1.43),,R Plymouth Rd. (1.43),,R Plymouth Rd. (1.43),,R Plymouth Rd. (1.43),,R Plymouth Rd. (1.43)
L Nixon Rd. (3.49),,L Nixon Rd. (3.49),,L Nixon Rd. (3.49),,L Nixon Rd. (3.49),,L Nixon Rd. (3.49)
L Huron Pkwy (3.69),,L Huron Pkwy (3.69),,L Huron Pkwy (3.69),,L Huron Pkwy (3.69),,L Huron Pkwy (3.69)
Forced R Tuebigen Pkwy (4.25),,Forced R Tuebigen Pkwy (4.25),,Forced R Tuebigen Pkwy (4.25),,Forced R Tuebigen Pkwy (4.25),,Forced R Tuebigen Pkwy (4.25)
Cont. Omlestead Dr. (4.55),,Cont. Omlestead Dr. (4.55),,Cont. Omlestead Dr. (4.55),,Cont. Omlestead Dr. (4.55),,Cont. Omlestead Dr. (4.55)
L Dhu Varen Rd. (4.82),,L Dhu Varen Rd. (4.82),,L Dhu Varen Rd. (4.82),,L Dhu Varen Rd. (4.82),,L Dhu Varen Rd. (4.82)
R into Olsen Park (5.55),,R into Olsen Park (5.55),,R into Olsen Park (5.55),,R into Olsen Park (5.55),,R into Olsen Park (5.55)
Around pond & out R on Dhu Varen,,Around pond & out R on Dhu Varen,,Around pond & out R on Dhu Varen,,Around pond & out R on Dhu Varen,,Around pond & out R on Dhu Varen
L Pontiac Trail (6.34),,L Pontiac Trail (6.34),,L Pontiac Trail (6.34),,L Pontiac Trail (6.34),,L Pontiac Trail (6.34)
R Skydale Dr. (6.89),,R Skydale Dr. (6.89),,R Skydale Dr. (6.89),,R Skydale Dr. (6.89),,R Skydale Dr. (6.89)
"Forced L Hilldale Dr., cont across trail",,"Forced L Hilldale Dr., cont across trail",,"Forced L Hilldale Dr., cont across trail",,"Forced L Hilldale Dr., cont across trail",,"Forced L Hilldale Dr., cont across trail"
R Brede Pl. (7.6),,R Brede Pl. (7.6),,R Brede Pl. (7.6),,R Brede Pl. (7.6),,R Brede Pl. (7.6)
Cross Barton Dr. to Argo skinny trails,,Cross Barton Dr. to Argo skinny trails,,Cross Barton Dr. to Argo skinny trails,,Cross Barton Dr. to Argo skinny trails,,Cross Barton Dr. to Argo skinny trails
L Argo Dam (8.64),,L Argo Dam (8.64),,L Argo Dam (8.64),,L Argo Dam (8.64),,L Argo Dam (8.64)
R Maiden Ln. (9.5),,R Maiden Ln. (9.5),,R Maiden Ln. (9.5),,R Maiden Ln. (9.5),,R Maiden Ln. (9.5)
Cont. E Med Center to CCRB,,Cont. E Med Center to CCRB,,Cont. E Med Center to CCRB,,Cont. E Med Center to CCRB,,Cont. E Med Center to CCRB
