Wash/Stad/Main,,Wash/Stad/Main,,Wash/Stad/Main,,Wash/Stad/Main
South on Washtenaw,,South on Washtenaw,,South on Washtenaw,,South on Washtenaw
Sharp R. Stadium (1.81),,Sharp R. Stadium (1.81),,Sharp R. Stadium (1.81),,Sharp R. Stadium (1.81)
R. Main (3.88),,R. Main (3.88),,R. Main (3.88),,R. Main (3.88)
R. Madison (4.57),,R. Madison (4.57),,R. Madison (4.57),,R. Madison (4.57)
L. State (@ T),,L. State (@ T),,L. State (@ T),,L. State (@ T)
Back through Diag,,Back through Diag,,Back through Diag,,Back through Diag
Total: 5.56,,Total: 5.56,,Total: 5.56,,Total: 5.56
,,,,,,
Wash/Stad/Main,,Wash/Stad/Main,,Wash/Stad/Main,,Wash/Stad/Main
South on Washtenaw,,South on Washtenaw,,South on Washtenaw,,South on Washtenaw
Sharp R. Stadium (1.81),,Sharp R. Stadium (1.81),,Sharp R. Stadium (1.81),,Sharp R. Stadium (1.81)
R. Main (3.88),,R. Main (3.88),,R. Main (3.88),,R. Main (3.88)
R. Madison (4.57),,R. Madison (4.57),,R. Madison (4.57),,R. Madison (4.57)
L. State (@ T),,L. State (@ T),,L. State (@ T),,L. State (@ T)
Back through Diag,,Back through Diag,,Back through Diag,,Back through Diag
Total: 5.56,,Total: 5.56,,Total: 5.56,,Total: 5.56
,,,,,,
Wash/Stad/Main,,Wash/Stad/Main,,Wash/Stad/Main,,Wash/Stad/Main
South on Washtenaw,,South on Washtenaw,,South on Washtenaw,,South on Washtenaw
Sharp R. Stadium (1.81),,Sharp R. Stadium (1.81),,Sharp R. Stadium (1.81),,Sharp R. Stadium (1.81)
R. Main (3.88),,R. Main (3.88),,R. Main (3.88),,R. Main (3.88)
R. Madison (4.57),,R. Madison (4.57),,R. Madison (4.57),,R. Madison (4.57)
L. State (@ T),,L. State (@ T),,L. State (@ T),,L. State (@ T)
Back through Diag,,Back through Diag,,Back through Diag,,Back through Diag
Total: 5.56,,Total: 5.56,,Total: 5.56,,Total: 5.56
,,,,,,
Wash/Stad/Main,,Wash/Stad/Main,,Wash/Stad/Main,,Wash/Stad/Main
South on Washtenaw,,South on Washtenaw,,South on Washtenaw,,South on Washtenaw
Sharp R. Stadium (1.81),,Sharp R. Stadium (1.81),,Sharp R. Stadium (1.81),,Sharp R. Stadium (1.81)
R. Main (3.88),,R. Main (3.88),,R. Main (3.88),,R. Main (3.88)
R. Madison (4.57),,R. Madison (4.57),,R. Madison (4.57),,R. Madison (4.57)
L. State (@ T),,L. State (@ T),,L. State (@ T),,L. State (@ T)
Back through Diag,,Back through Diag,,Back through Diag,,Back through Diag
Total: 5.56,,Total: 5.56,,Total: 5.56,,Total: 5.56
,,,,,,
Wash/Stad/Main,,Wash/Stad/Main,,Wash/Stad/Main,,Wash/Stad/Main
South on Washtenaw,,South on Washtenaw,,South on Washtenaw,,South on Washtenaw
Sharp R. Stadium (1.81),,Sharp R. Stadium (1.81),,Sharp R. Stadium (1.81),,Sharp R. Stadium (1.81)
R. Main (3.88),,R. Main (3.88),,R. Main (3.88),,R. Main (3.88)
R. Madison (4.57),,R. Madison (4.57),,R. Madison (4.57),,R. Madison (4.57)
L. State (@ T),,L. State (@ T),,L. State (@ T),,L. State (@ T)
Back through Diag,,Back through Diag,,Back through Diag,,Back through Diag
Total: 5.56,,Total: 5.56,,Total: 5.56,,Total: 5.56
,,,,,,
Wash/Stad/Main,,Wash/Stad/Main,,Wash/Stad/Main,,Wash/Stad/Main
South on Washtenaw,,South on Washtenaw,,South on Washtenaw,,South on Washtenaw
Sharp R. Stadium (1.81),,Sharp R. Stadium (1.81),,Sharp R. Stadium (1.81),,Sharp R. Stadium (1.81)
R. Main (3.88),,R. Main (3.88),,R. Main (3.88),,R. Main (3.88)
R. Madison (4.57),,R. Madison (4.57),,R. Madison (4.57),,R. Madison (4.57)
L. State (@ T),,L. State (@ T),,L. State (@ T),,L. State (@ T)
Back through Diag,,Back through Diag,,Back through Diag,,Back through Diag
Total: 5.56,,Total: 5.56,,Total: 5.56,,Total: 5.56
