Hippo,,Hippo,,Hippo,,Hippo,,Hippo
Out through Diag,,Out through Diag,,Out through Diag,,Out through Diag,,Out through Diag
L. State Street,,L. State Street,,L. State Street,,L. State Street,,L. State Street
R. East Madison,,R. East Madison,,R. East Madison,,R. East Madison,,R. East Madison
L. South Division (.89),,L. South Division (.89),,L. South Division (.89),,L. South Division (.89),,L. South Division (.89)
L. East Hoover,,L. East Hoover,,L. East Hoover,,L. East Hoover,,L. East Hoover
Cross State to Arch,,Cross State to Arch,,Cross State to Arch,,Cross State to Arch,,Cross State to Arch
Sl. R. Oakland (1.49),,Sl. R. Oakland (1.49),,Sl. R. Oakland (1.49),,Sl. R. Oakland (1.49),,Sl. R. Oakland (1.49)
R. South Forest (1.78),,R. South Forest (1.78),,R. South Forest (1.78),,R. South Forest (1.78),,R. South Forest (1.78)
L. Cambridge (1.85),,L. Cambridge (1.85),,L. Cambridge (1.85),,L. Cambridge (1.85),,L. Cambridge (1.85)
R. Washtenaw with,,R. Washtenaw with,,R. Washtenaw with,,R. Washtenaw with,,R. Washtenaw with
quick L. Vinewood,,quick L. Vinewood,,quick L. Vinewood,,quick L. Vinewood,,quick L. Vinewood
R. Geddes (2.98),,R. Geddes (2.98),,R. Geddes (2.98),,R. Geddes (2.98),,R. Geddes (2.98)
quick L. Huntington,,quick L. Huntington,,quick L. Huntington,,quick L. Huntington,,quick L. Huntington
quick L. Rock Creek Dr.,,quick L. Rock Creek Dr.,,quick L. Rock Creek Dr.,,quick L. Rock Creek Dr.,,quick L. Rock Creek Dr.
Trailhead on R. side (3.41),,Trailhead on R. side (3.41),,Trailhead on R. side (3.41),,Trailhead on R. side (3.41),,Trailhead on R. side (3.41)
onto Pineview Ct.,,onto Pineview Ct.,,onto Pineview Ct.,,onto Pineview Ct.,,onto Pineview Ct.
L. into Arb (3.68),,L. into Arb (3.68),,L. into Arb (3.68),,L. into Arb (3.68),,L. into Arb (3.68)
back to CCRB,,back to CCRB,,back to CCRB,,back to CCRB,,back to CCRB
Total: 5.00,,Total: 5.00,,Total: 5.00,,Total: 5.00,,Total: 5.00
,,,,,,,,
Hippo,,Hippo,,Hippo,,Hippo,,Hippo
Out through Diag,,Out through Diag,,Out through Diag,,Out through Diag,,Out through Diag
L. State Street,,L. State Street,,L. State Street,,L. State Street,,L. State Street
R. East Madison,,R. East Madison,,R. East Madison,,R. East Madison,,R. East Madison
L. South Division (.89),,L. South Division (.89),,L. South Division (.89),,L. South Division (.89),,L. South Division (.89)
L. East Hoover,,L. East Hoover,,L. East Hoover,,L. East Hoover,,L. East Hoover
Cross State to Arch,,Cross State to Arch,,Cross State to Arch,,Cross State to Arch,,Cross State to Arch
Sl. R. Oakland (1.49),,Sl. R. Oakland (1.49),,Sl. R. Oakland (1.49),,Sl. R. Oakland (1.49),,Sl. R. Oakland (1.49)
R. South Forest (1.78),,R. South Forest (1.78),,R. South Forest (1.78),,R. South Forest (1.78),,R. South Forest (1.78)
L. Cambridge (1.85),,L. Cambridge (1.85),,L. Cambridge (1.85),,L. Cambridge (1.85),,L. Cambridge (1.85)
R. Washtenaw with,,R. Washtenaw with,,R. Washtenaw with,,R. Washtenaw with,,R. Washtenaw with
quick L. Vinewood,,quick L. Vinewood,,quick L. Vinewood,,quick L. Vinewood,,quick L. Vinewood
R. Geddes (2.98),,R. Geddes (2.98),,R. Geddes (2.98),,R. Geddes (2.98),,R. Geddes (2.98)
quick L. Huntington,,quick L. Huntington,,quick L. Huntington,,quick L. Huntington,,quick L. Huntington
quick L. Rock Creek Dr.,,quick L. Rock Creek Dr.,,quick L. Rock Creek Dr.,,quick L. Rock Creek Dr.,,quick L. Rock Creek Dr.
Trailhead on R. side (3.41),,Trailhead on R. side (3.41),,Trailhead on R. side (3.41),,Trailhead on R. side (3.41),,Trailhead on R. side (3.41)
onto Pineview Ct.,,onto Pineview Ct.,,onto Pineview Ct.,,onto Pineview Ct.,,onto Pineview Ct.
L. into Arb (3.68),,L. into Arb (3.68),,L. into Arb (3.68),,L. into Arb (3.68),,L. into Arb (3.68)
back to CCRB,,back to CCRB,,back to CCRB,,back to CCRB,,back to CCRB
Total: 5.00,,Total: 5.00,,Total: 5.00,,Total: 5.00,,Total: 5.00
