Geddes-Devon-Wash,,Geddes-Devon-Wash,,Geddes-Devon-Wash,,Geddes-Devon-Wash,,Geddes-Devon-Wash
S. on Washtenaw,,S. on Washtenaw,,S. on Washtenaw,,S. on Washtenaw,,S. on Washtenaw
L. Geddes (.10),,L. Geddes (.10),,L. Geddes (.10),,L. Geddes (.10),,L. Geddes (.10)
R. into Devonshire park (1.86),,R. into Devonshire park (1.86),,R. into Devonshire park (1.86),,R. into Devonshire park (1.86),,R. into Devonshire park (1.86)
R. Devonshire Rd. (1.91),,R. Devonshire Rd. (1.91),,R. Devonshire Rd. (1.91),,R. Devonshire Rd. (1.91),,R. Devonshire Rd. (1.91)
R. Washtenaw Ave. (3.37),,R. Washtenaw Ave. (3.37),,R. Washtenaw Ave. (3.37),,R. Washtenaw Ave. (3.37),,R. Washtenaw Ave. (3.37)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 4.26,,Total: 4.26,,Total: 4.26,,Total: 4.26,,Total: 4.26
,,,,,,,,
Geddes-Devon-Wash,,Geddes-Devon-Wash,,Geddes-Devon-Wash,,Geddes-Devon-Wash,,Geddes-Devon-Wash
S. on Washtenaw,,S. on Washtenaw,,S. on Washtenaw,,S. on Washtenaw,,S. on Washtenaw
L. Geddes (.10),,L. Geddes (.10),,L. Geddes (.10),,L. Geddes (.10),,L. Geddes (.10)
R. into Devonshire park (1.86),,R. into Devonshire park (1.86),,R. into Devonshire park (1.86),,R. into Devonshire park (1.86),,R. into Devonshire park (1.86)
R. Devonshire Rd. (1.91),,R. Devonshire Rd. (1.91),,R. Devonshire Rd. (1.91),,R. Devonshire Rd. (1.91),,R. Devonshire Rd. (1.91)
R. Washtenaw Ave. (3.37),,R. Washtenaw Ave. (3.37),,R. Washtenaw Ave. (3.37),,R. Washtenaw Ave. (3.37),,R. Washtenaw Ave. (3.37)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 4.26,,Total: 4.26,,Total: 4.26,,Total: 4.26,,Total: 4.26
,,,,,,,,
Geddes-Devon-Wash,,Geddes-Devon-Wash,,Geddes-Devon-Wash,,Geddes-Devon-Wash,,Geddes-Devon-Wash
S. on Washtenaw,,S. on Washtenaw,,S. on Washtenaw,,S. on Washtenaw,,S. on Washtenaw
L. Geddes (.10),,L. Geddes (.10),,L. Geddes (.10),,L. Geddes (.10),,L. Geddes (.10)
R. into Devonshire park (1.86),,R. into Devonshire park (1.86),,R. into Devonshire park (1.86),,R. into Devonshire park (1.86),,R. into Devonshire park (1.86)
R. Devonshire Rd. (1.91),,R. Devonshire Rd. (1.91),,R. Devonshire Rd. (1.91),,R. Devonshire Rd. (1.91),,R. Devonshire Rd. (1.91)
R. Washtenaw Ave. (3.37),,R. Washtenaw Ave. (3.37),,R. Washtenaw Ave. (3.37),,R. Washtenaw Ave. (3.37),,R. Washtenaw Ave. (3.37)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 4.26,,Total: 4.26,,Total: 4.26,,Total: 4.26,,Total: 4.26
,,,,,,,,
Geddes-Devon-Wash,,Geddes-Devon-Wash,,Geddes-Devon-Wash,,Geddes-Devon-Wash,,Geddes-Devon-Wash
S. on Washtenaw,,S. on Washtenaw,,S. on Washtenaw,,S. on Washtenaw,,S. on Washtenaw
L. Geddes (.10),,L. Geddes (.10),,L. Geddes (.10),,L. Geddes (.10),,L. Geddes (.10)
R. into Devonshire park (1.86),,R. into Devonshire park (1.86),,R. into Devonshire park (1.86),,R. into Devonshire park (1.86),,R. into Devonshire park (1.86)
R. Devonshire Rd. (1.91),,R. Devonshire Rd. (1.91),,R. Devonshire Rd. (1.91),,R. Devonshire Rd. (1.91),,R. Devonshire Rd. (1.91)
R. Washtenaw Ave. (3.37),,R. Washtenaw Ave. (3.37),,R. Washtenaw Ave. (3.37),,R. Washtenaw Ave. (3.37),,R. Washtenaw Ave. (3.37)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 4.26,,Total: 4.26,,Total: 4.26,,Total: 4.26,,Total: 4.26
,,,,,,,,
Geddes-Devon-Wash,,Geddes-Devon-Wash,,Geddes-Devon-Wash,,Geddes-Devon-Wash,,Geddes-Devon-Wash
S. on Washtenaw,,S. on Washtenaw,,S. on Washtenaw,,S. on Washtenaw,,S. on Washtenaw
L. Geddes (.10),,L. Geddes (.10),,L. Geddes (.10),,L. Geddes (.10),,L. Geddes (.10)
R. into Devonshire park (1.86),,R. into Devonshire park (1.86),,R. into Devonshire park (1.86),,R. into Devonshire park (1.86),,R. into Devonshire park (1.86)
R. Devonshire Rd. (1.91),,R. Devonshire Rd. (1.91),,R. Devonshire Rd. (1.91),,R. Devonshire Rd. (1.91),,R. Devonshire Rd. (1.91)
R. Washtenaw Ave. (3.37),,R. Washtenaw Ave. (3.37),,R. Washtenaw Ave. (3.37),,R. Washtenaw Ave. (3.37),,R. Washtenaw Ave. (3.37)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 4.26,,Total: 4.26,,Total: 4.26,,Total: 4.26,,Total: 4.26
