Hopefully Something That Doesn't Suck,,Hopefully Something That Doesn't Suck,,Hopefully Something That Doesn't Suck,,Hopefully Something That Doesn't Suck,,Hopefully Something That Doesn't Suck,,Hopefully Something That Doesn't Suck
Out through Diag,,Out through Diag,,Out through Diag,,Out through Diag,,Out through Diag,,Out through Diag
L State (0.58),,L State (0.58),,L State (0.58),,L State (0.58),,L State (0.58),,L State (0.58)
R Hoover (0.93),,R Hoover (0.93),,R Hoover (0.93),,R Hoover (0.93),,R Hoover (0.93),,R Hoover (0.93)
L Main (1.43),,L Main (1.43),,L Main (1.43),,L Main (1.43),,L Main (1.43),,L Main (1.43)
R Pauline (1.49),,R Pauline (1.49),,R Pauline (1.49),,R Pauline (1.49),,R Pauline (1.49),,R Pauline (1.49)
R 7th (1.88),,R 7th (1.88),,R 7th (1.88),,R 7th (1.88),,R 7th (1.88),,R 7th (1.88)
L Miller (3.11),,L Miller (3.11),,L Miller (3.11),,L Miller (3.11),,L Miller (3.11),,L Miller (3.11)
L Arborview (3.2),,L Arborview (3.2),,L Arborview (3.2),,L Arborview (3.2),,L Arborview (3.2),,L Arborview (3.2)
L Doty (3.82),,L Doty (3.82),,L Doty (3.82),,L Doty (3.82),,L Doty (3.82),,L Doty (3.82)
R Dexter (3.99),,R Dexter (3.99),,R Dexter (3.99),,R Dexter (3.99),,R Dexter (3.99),,R Dexter (3.99)
L Maple (4.45),,L Maple (4.45),,L Maple (4.45),,L Maple (4.45),,L Maple (4.45),,L Maple (4.45)
Cont. Stadium (4.83),,Cont. Stadium (4.83),,Cont. Stadium (4.83),,Cont. Stadium (4.83),,Cont. Stadium (4.83),,Cont. Stadium (4.83)
L Liberty (5.26),,L Liberty (5.26),,L Liberty (5.26),,L Liberty (5.26),,L Liberty (5.26),,L Liberty (5.26)
To CCRB,,To CCRB,,To CCRB,,To CCRB,,To CCRB,,To CCRB
Total: 7.68,,Total: 7.68,,Total: 7.68,,Total: 7.68,,Total: 7.68,,Total: 7.68
,,,,,,,,,,
Hopefully Something That Doesn't Suck,,Hopefully Something That Doesn't Suck,,Hopefully Something That Doesn't Suck,,Hopefully Something That Doesn't Suck,,Hopefully Something That Doesn't Suck,,Hopefully Something That Doesn't Suck
Out through Diag,,Out through Diag,,Out through Diag,,Out through Diag,,Out through Diag,,Out through Diag
L State (0.58),,L State (0.58),,L State (0.58),,L State (0.58),,L State (0.58),,L State (0.58)
R Hoover (0.93),,R Hoover (0.93),,R Hoover (0.93),,R Hoover (0.93),,R Hoover (0.93),,R Hoover (0.93)
L Main (1.43),,L Main (1.43),,L Main (1.43),,L Main (1.43),,L Main (1.43),,L Main (1.43)
R Pauline (1.49),,R Pauline (1.49),,R Pauline (1.49),,R Pauline (1.49),,R Pauline (1.49),,R Pauline (1.49)
R 7th (1.88),,R 7th (1.88),,R 7th (1.88),,R 7th (1.88),,R 7th (1.88),,R 7th (1.88)
L Miller (3.11),,L Miller (3.11),,L Miller (3.11),,L Miller (3.11),,L Miller (3.11),,L Miller (3.11)
L Arborview (3.2),,L Arborview (3.2),,L Arborview (3.2),,L Arborview (3.2),,L Arborview (3.2),,L Arborview (3.2)
L Doty (3.82),,L Doty (3.82),,L Doty (3.82),,L Doty (3.82),,L Doty (3.82),,L Doty (3.82)
R Dexter (3.99),,R Dexter (3.99),,R Dexter (3.99),,R Dexter (3.99),,R Dexter (3.99),,R Dexter (3.99)
L Maple (4.45),,L Maple (4.45),,L Maple (4.45),,L Maple (4.45),,L Maple (4.45),,L Maple (4.45)
Cont. Stadium (4.83),,Cont. Stadium (4.83),,Cont. Stadium (4.83),,Cont. Stadium (4.83),,Cont. Stadium (4.83),,Cont. Stadium (4.83)
L Liberty (5.26),,L Liberty (5.26),,L Liberty (5.26),,L Liberty (5.26),,L Liberty (5.26),,L Liberty (5.26)
To CCRB,,To CCRB,,To CCRB,,To CCRB,,To CCRB,,To CCRB
Total: 7.68,,Total: 7.68,,Total: 7.68,,Total: 7.68,,Total: 7.68,,Total: 7.68
