Avon Fun,,Avon Fun,,Avon Fun,,Avon Fun
S. on Washtenaw,,S. on Washtenaw,,S. on Washtenaw,,S. on Washtenaw
L. Hill St. (0.61),,L. Hill St. (0.61),,L. Hill St. (0.61),,L. Hill St. (0.61)
R. Avon Rd. (1.08),,R. Avon Rd. (1.08),,R. Avon Rd. (1.08),,R. Avon Rd. (1.08)
(turns into Londonderry),,(turns into Londonderry),,(turns into Londonderry),,(turns into Londonderry)
R. Melrose Rd. (1.72),,R. Melrose Rd. (1.72),,R. Melrose Rd. (1.72),,R. Melrose Rd. (1.72)
L. Devonshire Rd. (2.04),,L. Devonshire Rd. (2.04),,L. Devonshire Rd. (2.04),,L. Devonshire Rd. (2.04)
R. Washtenaw to CCRB,,R. Washtenaw to CCRB,,R. Washtenaw to CCRB,,R. Washtenaw to CCRB
Total: 3.18,,Total: 3.18,,Total: 3.18,,Total: 3.18
,,,,,,
Avon Fun,,Avon Fun,,Avon Fun,,Avon Fun
S. on Washtenaw,,S. on Washtenaw,,S. on Washtenaw,,S. on Washtenaw
L. Hill St. (0.61),,L. Hill St. (0.61),,L. Hill St. (0.61),,L. Hill St. (0.61)
R. Avon Rd. (1.08),,R. Avon Rd. (1.08),,R. Avon Rd. (1.08),,R. Avon Rd. (1.08)
(turns into Londonderry),,(turns into Londonderry),,(turns into Londonderry),,(turns into Londonderry)
R. Melrose Rd. (1.72),,R. Melrose Rd. (1.72),,R. Melrose Rd. (1.72),,R. Melrose Rd. (1.72)
L. Devonshire Rd. (2.04),,L. Devonshire Rd. (2.04),,L. Devonshire Rd. (2.04),,L. Devonshire Rd. (2.04)
R. Washtenaw to CCRB,,R. Washtenaw to CCRB,,R. Washtenaw to CCRB,,R. Washtenaw to CCRB
Total: 3.18,,Total: 3.18,,Total: 3.18,,Total: 3.18
,,,,,,
Avon Fun,,Avon Fun,,Avon Fun,,Avon Fun
S. on Washtenaw,,S. on Washtenaw,,S. on Washtenaw,,S. on Washtenaw
L. Hill St. (0.61),,L. Hill St. (0.61),,L. Hill St. (0.61),,L. Hill St. (0.61)
R. Avon Rd. (1.08),,R. Avon Rd. (1.08),,R. Avon Rd. (1.08),,R. Avon Rd. (1.08)
(turns into Londonderry),,(turns into Londonderry),,(turns into Londonderry),,(turns into Londonderry)
R. Melrose Rd. (1.72),,R. Melrose Rd. (1.72),,R. Melrose Rd. (1.72),,R. Melrose Rd. (1.72)
L. Devonshire Rd. (2.04),,L. Devonshire Rd. (2.04),,L. Devonshire Rd. (2.04),,L. Devonshire Rd. (2.04)
R. Washtenaw to CCRB,,R. Washtenaw to CCRB,,R. Washtenaw to CCRB,,R. Washtenaw to CCRB
Total: 3.18,,Total: 3.18,,Total: 3.18,,Total: 3.18
,,,,,,
Avon Fun,,Avon Fun,,Avon Fun,,Avon Fun
S. on Washtenaw,,S. on Washtenaw,,S. on Washtenaw,,S. on Washtenaw
L. Hill St. (0.61),,L. Hill St. (0.61),,L. Hill St. (0.61),,L. Hill St. (0.61)
R. Avon Rd. (1.08),,R. Avon Rd. (1.08),,R. Avon Rd. (1.08),,R. Avon Rd. (1.08)
(turns into Londonderry),,(turns into Londonderry),,(turns into Londonderry),,(turns into Londonderry)
R. Melrose Rd. (1.72),,R. Melrose Rd. (1.72),,R. Melrose Rd. (1.72),,R. Melrose Rd. (1.72)
L. Devonshire Rd. (2.04),,L. Devonshire Rd. (2.04),,L. Devonshire Rd. (2.04),,L. Devonshire Rd. (2.04)
R. Washtenaw to CCRB,,R. Washtenaw to CCRB,,R. Washtenaw to CCRB,,R. Washtenaw to CCRB
Total: 3.18,,Total: 3.18,,Total: 3.18,,Total: 3.18
,,,,,,
Avon Fun,,Avon Fun,,Avon Fun,,Avon Fun
S. on Washtenaw,,S. on Washtenaw,,S. on Washtenaw,,S. on Washtenaw
L. Hill St. (0.61),,L. Hill St. (0.61),,L. Hill St. (0.61),,L. Hill St. (0.61)
R. Avon Rd. (1.08),,R. Avon Rd. (1.08),,R. Avon Rd. (1.08),,R. Avon Rd. (1.08)
(turns into Londonderry),,(turns into Londonderry),,(turns into Londonderry),,(turns into Londonderry)
R. Melrose Rd. (1.72),,R. Melrose Rd. (1.72),,R. Melrose Rd. (1.72),,R. Melrose Rd. (1.72)
L. Devonshire Rd. (2.04),,L. Devonshire Rd. (2.04),,L. Devonshire Rd. (2.04),,L. Devonshire Rd. (2.04)
R. Washtenaw to CCRB,,R. Washtenaw to CCRB,,R. Washtenaw to CCRB,,R. Washtenaw to CCRB
Total: 3.18,,Total: 3.18,,Total: 3.18,,Total: 3.18
