Geddes Neighborhoods,,Geddes Neighborhoods,,Geddes Neighborhoods,,Geddes Neighborhoods,,Geddes Neighborhoods
S. on Observatory,,S. on Observatory,,S. on Observatory,,S. on Observatory,,S. on Observatory
L. Geddes (.10),,L. Geddes (.10),,L. Geddes (.10),,L. Geddes (.10),,L. Geddes (.10)
R. Oxford (.51),,R. Oxford (.51),,R. Oxford (.51),,R. Oxford (.51),,R. Oxford (.51)
L. Hill (.73),,L. Hill (.73),,L. Hill (.73),,L. Hill (.73),,L. Hill (.73)
R. Avon (1.03),,R. Avon (1.03),,R. Avon (1.03),,R. Avon (1.03),,R. Avon (1.03)
R. Belmont (1.55),,R. Belmont (1.55),,R. Belmont (1.55),,R. Belmont (1.55),,R. Belmont (1.55)
Merge onto Tuomy,,Merge onto Tuomy,,Merge onto Tuomy,,Merge onto Tuomy,,Merge onto Tuomy
R. Washtenaw (1.89),,R. Washtenaw (1.89),,R. Washtenaw (1.89),,R. Washtenaw (1.89),,R. Washtenaw (1.89)
Washtenaw to CCRB,,Washtenaw to CCRB,,Washtenaw to CCRB,,Washtenaw to CCRB,,Washtenaw to CCRB
Total: 3.01,,Total: 3.01,,Total: 3.01,,Total: 3.01,,Total: 3.01
,,,,,,,,
Geddes Neighborhoods,,Geddes Neighborhoods,,Geddes Neighborhoods,,Geddes Neighborhoods,,Geddes Neighborhoods
S. on Observatory,,S. on Observatory,,S. on Observatory,,S. on Observatory,,S. on Observatory
L. Geddes (.10),,L. Geddes (.10),,L. Geddes (.10),,L. Geddes (.10),,L. Geddes (.10)
R. Oxford (.51),,R. Oxford (.51),,R. Oxford (.51),,R. Oxford (.51),,R. Oxford (.51)
L. Hill (.73),,L. Hill (.73),,L. Hill (.73),,L. Hill (.73),,L. Hill (.73)
R. Avon (1.03),,R. Avon (1.03),,R. Avon (1.03),,R. Avon (1.03),,R. Avon (1.03)
R. Belmont (1.55),,R. Belmont (1.55),,R. Belmont (1.55),,R. Belmont (1.55),,R. Belmont (1.55)
Merge onto Tuomy,,Merge onto Tuomy,,Merge onto Tuomy,,Merge onto Tuomy,,Merge onto Tuomy
R. Washtenaw (1.89),,R. Washtenaw (1.89),,R. Washtenaw (1.89),,R. Washtenaw (1.89),,R. Washtenaw (1.89)
Washtenaw to CCRB,,Washtenaw to CCRB,,Washtenaw to CCRB,,Washtenaw to CCRB,,Washtenaw to CCRB
Total: 3.01,,Total: 3.01,,Total: 3.01,,Total: 3.01,,Total: 3.01
,,,,,,,,
Geddes Neighborhoods,,Geddes Neighborhoods,,Geddes Neighborhoods,,Geddes Neighborhoods,,Geddes Neighborhoods
S. on Observatory,,S. on Observatory,,S. on Observatory,,S. on Observatory,,S. on Observatory
L. Geddes (.10),,L. Geddes (.10),,L. Geddes (.10),,L. Geddes (.10),,L. Geddes (.10)
R. Oxford (.51),,R. Oxford (.51),,R. Oxford (.51),,R. Oxford (.51),,R. Oxford (.51)
L. Hill (.73),,L. Hill (.73),,L. Hill (.73),,L. Hill (.73),,L. Hill (.73)
R. Avon (1.03),,R. Avon (1.03),,R. Avon (1.03),,R. Avon (1.03),,R. Avon (1.03)
R. Belmont (1.55),,R. Belmont (1.55),,R. Belmont (1.55),,R. Belmont (1.55),,R. Belmont (1.55)
Merge onto Tuomy,,Merge onto Tuomy,,Merge onto Tuomy,,Merge onto Tuomy,,Merge onto Tuomy
R. Washtenaw (1.89),,R. Washtenaw (1.89),,R. Washtenaw (1.89),,R. Washtenaw (1.89),,R. Washtenaw (1.89)
Washtenaw to CCRB,,Washtenaw to CCRB,,Washtenaw to CCRB,,Washtenaw to CCRB,,Washtenaw to CCRB
Total: 3.01,,Total: 3.01,,Total: 3.01,,Total: 3.01,,Total: 3.01
,,,,,,,,
Geddes Neighborhoods,,Geddes Neighborhoods,,Geddes Neighborhoods,,Geddes Neighborhoods,,Geddes Neighborhoods
S. on Observatory,,S. on Observatory,,S. on Observatory,,S. on Observatory,,S. on Observatory
L. Geddes (.10),,L. Geddes (.10),,L. Geddes (.10),,L. Geddes (.10),,L. Geddes (.10)
R. Oxford (.51),,R. Oxford (.51),,R. Oxford (.51),,R. Oxford (.51),,R. Oxford (.51)
L. Hill (.73),,L. Hill (.73),,L. Hill (.73),,L. Hill (.73),,L. Hill (.73)
R. Avon (1.03),,R. Avon (1.03),,R. Avon (1.03),,R. Avon (1.03),,R. Avon (1.03)
R. Belmont (1.55),,R. Belmont (1.55),,R. Belmont (1.55),,R. Belmont (1.55),,R. Belmont (1.55)
Merge onto Tuomy,,Merge onto Tuomy,,Merge onto Tuomy,,Merge onto Tuomy,,Merge onto Tuomy
R. Washtenaw (1.89),,R. Washtenaw (1.89),,R. Washtenaw (1.89),,R. Washtenaw (1.89),,R. Washtenaw (1.89)
Washtenaw to CCRB,,Washtenaw to CCRB,,Washtenaw to CCRB,,Washtenaw to CCRB,,Washtenaw to CCRB
Total: 3.01,,Total: 3.01,,Total: 3.01,,Total: 3.01,,Total: 3.01
