White - Packard,,White - Packard,,White - Packard,,White - Packard,,White - Packard,,White - Packard
Out N University,,Out N University,,Out N University,,Out N University,,Out N University,,Out N University
L. State (@ T),,L. State (@ T),,L. State (@ T),,L. State (@ T),,L. State (@ T),,L. State (@ T)
R. E Madison (.73),,R. E Madison (.73),,R. E Madison (.73),,R. E Madison (.73),,R. E Madison (.73),,R. E Madison (.73)
L. Main (1.16),,L. Main (1.16),,L. Main (1.16),,L. Main (1.16),,L. Main (1.16),,L. Main (1.16)
L. Stadium (1.85),,L. Stadium (1.85),,L. Stadium (1.85),,L. Stadium (1.85),,L. Stadium (1.85),,L. Stadium (1.85)
L. White (2.43),,L. White (2.43),,L. White (2.43),,L. White (2.43),,L. White (2.43),,L. White (2.43)
R. Arch (@ Fork),,R. Arch (@ Fork),,R. Arch (@ Fork),,R. Arch (@ Fork),,R. Arch (@ Fork),,R. Arch (@ Fork)
L. Packard (2.94),,L. Packard (2.94),,L. Packard (2.94),,L. Packard (2.94),,L. Packard (2.94),,L. Packard (2.94)
R. State (3.07),,R. State (3.07),,R. State (3.07),,R. State (3.07),,R. State (3.07),,R. State (3.07)
R. N University,,R. N University,,R. N University,,R. N University,,R. N University,,R. N University
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 4.02,,Total: 4.02,,Total: 4.02,,Total: 4.02,,Total: 4.02,,Total: 4.02
,,,,,,,,,,
White - Packard,,White - Packard,,White - Packard,,White - Packard,,White - Packard,,White - Packard
Out N University,,Out N University,,Out N University,,Out N University,,Out N University,,Out N University
L. State (@ T),,L. State (@ T),,L. State (@ T),,L. State (@ T),,L. State (@ T),,L. State (@ T)
R. E Madison (.73),,R. E Madison (.73),,R. E Madison (.73),,R. E Madison (.73),,R. E Madison (.73),,R. E Madison (.73)
L. Main (1.16),,L. Main (1.16),,L. Main (1.16),,L. Main (1.16),,L. Main (1.16),,L. Main (1.16)
L. Stadium (1.85),,L. Stadium (1.85),,L. Stadium (1.85),,L. Stadium (1.85),,L. Stadium (1.85),,L. Stadium (1.85)
L. White (2.43),,L. White (2.43),,L. White (2.43),,L. White (2.43),,L. White (2.43),,L. White (2.43)
R. Arch (@ Fork),,R. Arch (@ Fork),,R. Arch (@ Fork),,R. Arch (@ Fork),,R. Arch (@ Fork),,R. Arch (@ Fork)
L. Packard (2.94),,L. Packard (2.94),,L. Packard (2.94),,L. Packard (2.94),,L. Packard (2.94),,L. Packard (2.94)
R. State (3.07),,R. State (3.07),,R. State (3.07),,R. State (3.07),,R. State (3.07),,R. State (3.07)
R. N University,,R. N University,,R. N University,,R. N University,,R. N University,,R. N University
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 4.02,,Total: 4.02,,Total: 4.02,,Total: 4.02,,Total: 4.02,,Total: 4.02
,,,,,,,,,,
White - Packard,,White - Packard,,White - Packard,,White - Packard,,White - Packard,,White - Packard
Out N University,,Out N University,,Out N University,,Out N University,,Out N University,,Out N University
L. State (@ T),,L. State (@ T),,L. State (@ T),,L. State (@ T),,L. State (@ T),,L. State (@ T)
R. E Madison (.73),,R. E Madison (.73),,R. E Madison (.73),,R. E Madison (.73),,R. E Madison (.73),,R. E Madison (.73)
L. Main (1.16),,L. Main (1.16),,L. Main (1.16),,L. Main (1.16),,L. Main (1.16),,L. Main (1.16)
L. Stadium (1.85),,L. Stadium (1.85),,L. Stadium (1.85),,L. Stadium (1.85),,L. Stadium (1.85),,L. Stadium (1.85)
L. White (2.43),,L. White (2.43),,L. White (2.43),,L. White (2.43),,L. White (2.43),,L. White (2.43)
R. Arch (@ Fork),,R. Arch (@ Fork),,R. Arch (@ Fork),,R. Arch (@ Fork),,R. Arch (@ Fork),,R. Arch (@ Fork)
L. Packard (2.94),,L. Packard (2.94),,L. Packard (2.94),,L. Packard (2.94),,L. Packard (2.94),,L. Packard (2.94)
R. State (3.07),,R. State (3.07),,R. State (3.07),,R. State (3.07),,R. State (3.07),,R. State (3.07)
R. N University,,R. N University,,R. N University,,R. N University,,R. N University,,R. N University
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 4.02,,Total: 4.02,,Total: 4.02,,Total: 4.02,,Total: 4.02,,Total: 4.02
