Glazier Way Long Run,,Glazier Way Long Run,,Glazier Way Long Run,,Glazier Way Long Run,,Glazier Way Long Run
To Observatory,,To Observatory,,To Observatory,,To Observatory,,To Observatory
Heading North,,Heading North,,Heading North,,Heading North,,Heading North
R. Washington Heights,,R. Washington Heights,,R. Washington Heights,,R. Washington Heights,,R. Washington Heights
(Markley),,(Markley),,(Markley),,(Markley),,(Markley)
R. Medical Center (@ T),,R. Medical Center (@ T),,R. Medical Center (@ T),,R. Medical Center (@ T),,R. Medical Center (@ T)
R. Fuller (1),,R. Fuller (1),,R. Fuller (1),,R. Fuller (1),,R. Fuller (1)
L. Glazier (2.06),,L. Glazier (2.06),,L. Glazier (2.06),,L. Glazier (2.06),,L. Glazier (2.06)
Cross Huron Pkwy,,Cross Huron Pkwy,,Cross Huron Pkwy,,Cross Huron Pkwy,,Cross Huron Pkwy
L. Green (3.08),,L. Green (3.08),,L. Green (3.08),,L. Green (3.08),,L. Green (3.08)
"Cross Nixon, down",,"Cross Nixon, down",,"Cross Nixon, down",,"Cross Nixon, down",,"Cross Nixon, down"
Dhu Varen (5.87),,Dhu Varen (5.87),,Dhu Varen (5.87),,Dhu Varen (5.87),,Dhu Varen (5.87)
L. Pontiac Trail (7.24),,L. Pontiac Trail (7.24),,L. Pontiac Trail (7.24),,L. Pontiac Trail (7.24),,L. Pontiac Trail (7.24)
L. Moore (turns into,,L. Moore (turns into,,L. Moore (turns into,,L. Moore (turns into,,L. Moore (turns into
Maiden Ln) (9.02),,Maiden Ln) (9.02),,Maiden Ln) (9.02),,Maiden Ln) (9.02),,Maiden Ln) (9.02)
R. Fuller (9.5),,R. Fuller (9.5),,R. Fuller (9.5),,R. Fuller (9.5),,R. Fuller (9.5)
L. Huron (@ T),,L. Huron (@ T),,L. Huron (@ T),,L. Huron (@ T),,L. Huron (@ T)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 10.24,,Total: 10.24,,Total: 10.24,,Total: 10.24,,Total: 10.24
,,,,,,,,
Glazier Way Long Run,,Glazier Way Long Run,,Glazier Way Long Run,,Glazier Way Long Run,,Glazier Way Long Run
To Observatory,,To Observatory,,To Observatory,,To Observatory,,To Observatory
Heading North,,Heading North,,Heading North,,Heading North,,Heading North
R. Washington Heights,,R. Washington Heights,,R. Washington Heights,,R. Washington Heights,,R. Washington Heights
(Markley),,(Markley),,(Markley),,(Markley),,(Markley)
R. Medical Center (@ T),,R. Medical Center (@ T),,R. Medical Center (@ T),,R. Medical Center (@ T),,R. Medical Center (@ T)
R. Fuller (1),,R. Fuller (1),,R. Fuller (1),,R. Fuller (1),,R. Fuller (1)
L. Glazier (2.06),,L. Glazier (2.06),,L. Glazier (2.06),,L. Glazier (2.06),,L. Glazier (2.06)
Cross Huron Pkwy,,Cross Huron Pkwy,,Cross Huron Pkwy,,Cross Huron Pkwy,,Cross Huron Pkwy
L. Green (3.08),,L. Green (3.08),,L. Green (3.08),,L. Green (3.08),,L. Green (3.08)
"Cross Nixon, down",,"Cross Nixon, down",,"Cross Nixon, down",,"Cross Nixon, down",,"Cross Nixon, down"
Dhu Varen (5.87),,Dhu Varen (5.87),,Dhu Varen (5.87),,Dhu Varen (5.87),,Dhu Varen (5.87)
L. Pontiac Trail (7.24),,L. Pontiac Trail (7.24),,L. Pontiac Trail (7.24),,L. Pontiac Trail (7.24),,L. Pontiac Trail (7.24)
L. Moore (turns into,,L. Moore (turns into,,L. Moore (turns into,,L. Moore (turns into,,L. Moore (turns into
Maiden Ln) (9.02),,Maiden Ln) (9.02),,Maiden Ln) (9.02),,Maiden Ln) (9.02),,Maiden Ln) (9.02)
R. Fuller (9.5),,R. Fuller (9.5),,R. Fuller (9.5),,R. Fuller (9.5),,R. Fuller (9.5)
L. Huron (@ T),,L. Huron (@ T),,L. Huron (@ T),,L. Huron (@ T),,L. Huron (@ T)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 10.24,,Total: 10.24,,Total: 10.24,,Total: 10.24,,Total: 10.24
