Dhu Varren,,Dhu Varren,,Dhu Varren,,Dhu Varren,,Dhu Varren
Start N on Observatory,,Start N on Observatory,,Start N on Observatory,,Start N on Observatory,,Start N on Observatory
R. Washington Heights,,R. Washington Heights,,R. Washington Heights,,R. Washington Heights,,R. Washington Heights
(Markley),,(Markley),,(Markley),,(Markley),,(Markley)
R. Med Center (@ T),,R. Med Center (@ T),,R. Med Center (@ T),,R. Med Center (@ T),,R. Med Center (@ T)
R. Fuller (1),,R. Fuller (1),,R. Fuller (1),,R. Fuller (1),,R. Fuller (1)
L. Bonisteel (1.68),,L. Bonisteel (1.68),,L. Bonisteel (1.68),,L. Bonisteel (1.68),,L. Bonisteel (1.68)
L. Murfin (1.94),,L. Murfin (1.94),,L. Murfin (1.94),,L. Murfin (1.94),,L. Murfin (1.94)
R. Plymouth (2.47),,R. Plymouth (2.47),,R. Plymouth (2.47),,R. Plymouth (2.47),,R. Plymouth (2.47)
L. Nixon (3.25),,L. Nixon (3.25),,L. Nixon (3.25),,L. Nixon (3.25),,L. Nixon (3.25)
L. Dhu Varren (4.27),,L. Dhu Varren (4.27),,L. Dhu Varren (4.27),,L. Dhu Varren (4.27),,L. Dhu Varren (4.27)
L. Pontiac Trail (5.63),,L. Pontiac Trail (5.63),,L. Pontiac Trail (5.63),,L. Pontiac Trail (5.63),,L. Pontiac Trail (5.63)
L. Moore St (7.41),,L. Moore St (7.41),,L. Moore St (7.41),,L. Moore St (7.41),,L. Moore St (7.41)
(Longshore is on R),,(Longshore is on R),,(Longshore is on R),,(Longshore is on R),,(Longshore is on R)
Straight to Maiden,,Straight to Maiden,,Straight to Maiden,,Straight to Maiden,,Straight to Maiden
R. Fuller (7.89),,R. Fuller (7.89),,R. Fuller (7.89),,R. Fuller (7.89),,R. Fuller (7.89)
L. Huron (@ T),,L. Huron (@ T),,L. Huron (@ T),,L. Huron (@ T),,L. Huron (@ T)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 8.62,,Total: 8.62,,Total: 8.62,,Total: 8.62,,Total: 8.62
,,,,,,,,
Dhu Varren,,Dhu Varren,,Dhu Varren,,Dhu Varren,,Dhu Varren
Start N on Observatory,,Start N on Observatory,,Start N on Observatory,,Start N on Observatory,,Start N on Observatory
R. Washington Heights,,R. Washington Heights,,R. Washington Heights,,R. Washington Heights,,R. Washington Heights
(Markley),,(Markley),,(Markley),,(Markley),,(Markley)
R. Med Center (@ T),,R. Med Center (@ T),,R. Med Center (@ T),,R. Med Center (@ T),,R. Med Center (@ T)
R. Fuller (1),,R. Fuller (1),,R. Fuller (1),,R. Fuller (1),,R. Fuller (1)
L. Bonisteel (1.68),,L. Bonisteel (1.68),,L. Bonisteel (1.68),,L. Bonisteel (1.68),,L. Bonisteel (1.68)
L. Murfin (1.94),,L. Murfin (1.94),,L. Murfin (1.94),,L. Murfin (1.94),,L. Murfin (1.94)
R. Plymouth (2.47),,R. Plymouth (2.47),,R. Plymouth (2.47),,R. Plymouth (2.47),,R. Plymouth (2.47)
L. Nixon (3.25),,L. Nixon (3.25),,L. Nixon (3.25),,L. Nixon (3.25),,L. Nixon (3.25)
L. Dhu Varren (4.27),,L. Dhu Varren (4.27),,L. Dhu Varren (4.27),,L. Dhu Varren (4.27),,L. Dhu Varren (4.27)
L. Pontiac Trail (5.63),,L. Pontiac Trail (5.63),,L. Pontiac Trail (5.63),,L. Pontiac Trail (5.63),,L. Pontiac Trail (5.63)
L. Moore St (7.41),,L. Moore St (7.41),,L. Moore St (7.41),,L. Moore St (7.41),,L. Moore St (7.41)
(Longshore is on R),,(Longshore is on R),,(Longshore is on R),,(Longshore is on R),,(Longshore is on R)
Straight to Maiden,,Straight to Maiden,,Straight to Maiden,,Straight to Maiden,,Straight to Maiden
R. Fuller (7.89),,R. Fuller (7.89),,R. Fuller (7.89),,R. Fuller (7.89),,R. Fuller (7.89)
L. Huron (@ T),,L. Huron (@ T),,L. Huron (@ T),,L. Huron (@ T),,L. Huron (@ T)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 8.62,,Total: 8.62,,Total: 8.62,,Total: 8.62,,Total: 8.62
