Medical Center - Plymouth,,Medical Center - Plymouth,,Medical Center - Plymouth,,Medical Center - Plymouth
To Observatory,,To Observatory,,To Observatory,,To Observatory
Heading North,,Heading North,,Heading North,,Heading North
R. Washington Heights,,R. Washington Heights,,R. Washington Heights,,R. Washington Heights
(Markley),,(Markley),,(Markley),,(Markley)
R. Medical Center (@ T),,R. Medical Center (@ T),,R. Medical Center (@ T),,R. Medical Center (@ T)
Cross Fuller (1),,Cross Fuller (1),,Cross Fuller (1),,Cross Fuller (1)
R. Plymouth (1.38),,R. Plymouth (1.38),,R. Plymouth (1.38),,R. Plymouth (1.38)
R. Murfin (2.62),,R. Murfin (2.62),,R. Murfin (2.62),,R. Murfin (2.62)
R. Bonisteel (3.16),,R. Bonisteel (3.16),,R. Bonisteel (3.16),,R. Bonisteel (3.16)
R. Fuller (3.41),,R. Fuller (3.41),,R. Fuller (3.41),,R. Fuller (3.41)
L. Medical Center (4.1),,L. Medical Center (4.1),,L. Medical Center (4.1),,L. Medical Center (4.1)
L. Observatory (4.88),,L. Observatory (4.88),,L. Observatory (4.88),,L. Observatory (4.88)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 5.1,,Total: 5.1,,Total: 5.1,,Total: 5.1
,,,,,,
Medical Center - Plymouth,,Medical Center - Plymouth,,Medical Center - Plymouth,,Medical Center - Plymouth
To Observatory,,To Observatory,,To Observatory,,To Observatory
Heading North,,Heading North,,Heading North,,Heading North
R. Washington Heights,,R. Washington Heights,,R. Washington Heights,,R. Washington Heights
(Markley),,(Markley),,(Markley),,(Markley)
R. Medical Center (@ T),,R. Medical Center (@ T),,R. Medical Center (@ T),,R. Medical Center (@ T)
Cross Fuller (1),,Cross Fuller (1),,Cross Fuller (1),,Cross Fuller (1)
R. Plymouth (1.38),,R. Plymouth (1.38),,R. Plymouth (1.38),,R. Plymouth (1.38)
R. Murfin (2.62),,R. Murfin (2.62),,R. Murfin (2.62),,R. Murfin (2.62)
R. Bonisteel (3.16),,R. Bonisteel (3.16),,R. Bonisteel (3.16),,R. Bonisteel (3.16)
R. Fuller (3.41),,R. Fuller (3.41),,R. Fuller (3.41),,R. Fuller (3.41)
L. Medical Center (4.1),,L. Medical Center (4.1),,L. Medical Center (4.1),,L. Medical Center (4.1)
L. Observatory (4.88),,L. Observatory (4.88),,L. Observatory (4.88),,L. Observatory (4.88)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 5.1,,Total: 5.1,,Total: 5.1,,Total: 5.1
,,,,,,
Medical Center - Plymouth,,Medical Center - Plymouth,,Medical Center - Plymouth,,Medical Center - Plymouth
To Observatory,,To Observatory,,To Observatory,,To Observatory
Heading North,,Heading North,,Heading North,,Heading North
R. Washington Heights,,R. Washington Heights,,R. Washington Heights,,R. Washington Heights
(Markley),,(Markley),,(Markley),,(Markley)
R. Medical Center (@ T),,R. Medical Center (@ T),,R. Medical Center (@ T),,R. Medical Center (@ T)
Cross Fuller (1),,Cross Fuller (1),,Cross Fuller (1),,Cross Fuller (1)
R. Plymouth (1.38),,R. Plymouth (1.38),,R. Plymouth (1.38),,R. Plymouth (1.38)
R. Murfin (2.62),,R. Murfin (2.62),,R. Murfin (2.62),,R. Murfin (2.62)
R. Bonisteel (3.16),,R. Bonisteel (3.16),,R. Bonisteel (3.16),,R. Bonisteel (3.16)
R. Fuller (3.41),,R. Fuller (3.41),,R. Fuller (3.41),,R. Fuller (3.41)
L. Medical Center (4.1),,L. Medical Center (4.1),,L. Medical Center (4.1),,L. Medical Center (4.1)
L. Observatory (4.88),,L. Observatory (4.88),,L. Observatory (4.88),,L. Observatory (4.88)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 5.1,,Total: 5.1,,Total: 5.1,,Total: 5.1
