"John Holmes is Alive, Well, and Lives in Dexter",,"John Holmes is Alive, Well, and Lives in Dexter",,"John Holmes is Alive, Well, and Lives in Dexter",,"John Holmes is Alive, Well, and Lives in Dexter",,"John Holmes is Alive, Well, and Lives in Dexter",,"John Holmes is Alive, Well, and Lives in Dexter"
Out N University,,Out N University,,Out N University,,Out N University,,Out N University,,Out N University
R State St. (0.40),,R State St. (0.40),,R State St. (0.40),,R State St. (0.40),,R State St. (0.40),,R State St. (0.40)
L Liberty St. (0.50),,L Liberty St. (0.50),,L Liberty St. (0.50),,L Liberty St. (0.50),,L Liberty St. (0.50),,L Liberty St. (0.50)
R Main St. (0.85),,R Main St. (0.85),,R Main St. (0.85),,R Main St. (0.85),,R Main St. (0.85),,R Main St. (0.85)
L Huron St. (1.00),,L Huron St. (1.00),,L Huron St. (1.00),,L Huron St. (1.00),,L Huron St. (1.00),,L Huron St. (1.00)
R Dexter Ave. (1.82),,R Dexter Ave. (1.82),,R Dexter Ave. (1.82),,R Dexter Ave. (1.82),,R Dexter Ave. (1.82),,R Dexter Ave. (1.82)
L John Holmes Rd. (5.60),,L John Holmes Rd. (5.60),,L John Holmes Rd. (5.60),,L John Holmes Rd. (5.60),,L John Holmes Rd. (5.60),,L John Holmes Rd. (5.60)
R Pratt Rd. (6.03),,R Pratt Rd. (6.03),,R Pratt Rd. (6.03),,R Pratt Rd. (6.03),,R Pratt Rd. (6.03),,R Pratt Rd. (6.03)
L Zeeb Rd. (6.43),,L Zeeb Rd. (6.43),,L Zeeb Rd. (6.43),,L Zeeb Rd. (6.43),,L Zeeb Rd. (6.43),,L Zeeb Rd. (6.43)
L Jackson Ave. (7.08),,L Jackson Ave. (7.08),,L Jackson Ave. (7.08),,L Jackson Ave. (7.08),,L Jackson Ave. (7.08),,L Jackson Ave. (7.08)
Cont. Huron St. (11.00),,Cont. Huron St. (11.00),,Cont. Huron St. (11.00),,Cont. Huron St. (11.00),,Cont. Huron St. (11.00),,Cont. Huron St. (11.00)
R Main St. (11.85),,R Main St. (11.85),,R Main St. (11.85),,R Main St. (11.85),,R Main St. (11.85),,R Main St. (11.85)
L Liberty St. (12.00),,L Liberty St. (12.00),,L Liberty St. (12.00),,L Liberty St. (12.00),,L Liberty St. (12.00),,L Liberty St. (12.00)
R State St. (12.28),,R State St. (12.28),,R State St. (12.28),,R State St. (12.28),,R State St. (12.28),,R State St. (12.28)
L University (12.34),,L University (12.34),,L University (12.34),,L University (12.34),,L University (12.34),,L University (12.34)
To CCRB,,To CCRB,,To CCRB,,To CCRB,,To CCRB,,To CCRB
Total: 12.88,,Total: 12.88,,Total: 12.88,,Total: 12.88,,Total: 12.88,,Total: 12.88
,,,,,,,,,,
"John Holmes is Alive, Well, and Lives in Dexter",,"John Holmes is Alive, Well, and Lives in Dexter",,"John Holmes is Alive, Well, and Lives in Dexter",,"John Holmes is Alive, Well, and Lives in Dexter",,"John Holmes is Alive, Well, and Lives in Dexter",,"John Holmes is Alive, Well, and Lives in Dexter"
Out N University,,Out N University,,Out N University,,Out N University,,Out N University,,Out N University
R State St. (0.40),,R State St. (0.40),,R State St. (0.40),,R State St. (0.40),,R State St. (0.40),,R State St. (0.40)
L Liberty St. (0.50),,L Liberty St. (0.50),,L Liberty St. (0.50),,L Liberty St. (0.50),,L Liberty St. (0.50),,L Liberty St. (0.50)
R Main St. (0.85),,R Main St. (0.85),,R Main St. (0.85),,R Main St. (0.85),,R Main St. (0.85),,R Main St. (0.85)
L Huron St. (1.00),,L Huron St. (1.00),,L Huron St. (1.00),,L Huron St. (1.00),,L Huron St. (1.00),,L Huron St. (1.00)
R Dexter Ave. (1.82),,R Dexter Ave. (1.82),,R Dexter Ave. (1.82),,R Dexter Ave. (1.82),,R Dexter Ave. (1.82),,R Dexter Ave. (1.82)
L John Holmes Rd. (5.60),,L John Holmes Rd. (5.60),,L John Holmes Rd. (5.60),,L John Holmes Rd. (5.60),,L John Holmes Rd. (5.60),,L John Holmes Rd. (5.60)
R Pratt Rd. (6.03),,R Pratt Rd. (6.03),,R Pratt Rd. (6.03),,R Pratt Rd. (6.03),,R Pratt Rd. (6.03),,R Pratt Rd. (6.03)
L Zeeb Rd. (6.43),,L Zeeb Rd. (6.43),,L Zeeb Rd. (6.43),,L Zeeb Rd. (6.43),,L Zeeb Rd. (6.43),,L Zeeb Rd. (6.43)
L Jackson Ave. (7.08),,L Jackson Ave. (7.08),,L Jackson Ave. (7.08),,L Jackson Ave. (7.08),,L Jackson Ave. (7.08),,L Jackson Ave. (7.08)
Cont. Huron St. (11.00),,Cont. Huron St. (11.00),,Cont. Huron St. (11.00),,Cont. Huron St. (11.00),,Cont. Huron St. (11.00),,Cont. Huron St. (11.00)
R Main St. (11.85),,R Main St. (11.85),,R Main St. (11.85),,R Main St. (11.85),,R Main St. (11.85),,R Main St. (11.85)
L Liberty St. (12.00),,L Liberty St. (12.00),,L Liberty St. (12.00),,L Liberty St. (12.00),,L Liberty St. (12.00),,L Liberty St. (12.00)
R State St. (12.28),,R State St. (12.28),,R State St. (12.28),,R State St. (12.28),,R State St. (12.28),,R State St. (12.28)
L University (12.34),,L University (12.34),,L University (12.34),,L University (12.34),,L University (12.34),,L University (12.34)
To CCRB,,To CCRB,,To CCRB,,To CCRB,,To CCRB,,To CCRB
Total: 12.88,,Total: 12.88,,Total: 12.88,,Total: 12.88,,Total: 12.88,,Total: 12.88
