Washtenaw Community College,,Washtenaw Community College,,Washtenaw Community College,,Washtenaw Community College,,Washtenaw Community College
Out past Markley into Arb,,Out past Markley into Arb,,Out past Markley into Arb,,Out past Markley into Arb,,Out past Markley into Arb
Cross RR to Gallup (1.24),,Cross RR to Gallup (1.24),,Cross RR to Gallup (1.24),,Cross RR to Gallup (1.24),,Cross RR to Gallup (1.24)
Keep R around fishing pond (2.55),,Keep R around fishing pond (2.55),,Keep R around fishing pond (2.55),,Keep R around fishing pond (2.55),,Keep R around fishing pond (2.55)
Cont. on Geddes Rd. (4.4),,Cont. on Geddes Rd. (4.4),,Cont. on Geddes Rd. (4.4),,Cont. on Geddes Rd. (4.4),,Cont. on Geddes Rd. (4.4)
L on Dixboro Rd. (4.52),,L on Dixboro Rd. (4.52),,L on Dixboro Rd. (4.52),,L on Dixboro Rd. (4.52),,L on Dixboro Rd. (4.52)
R into Washtenaw CC (5.04),,R into Washtenaw CC (5.04),,R into Washtenaw CC (5.04),,R into Washtenaw CC (5.04),,R into Washtenaw CC (5.04)
Keep R through college,,Keep R through college,,Keep R through college,,Keep R through college,,Keep R through college
R on Clark Rd (5.65),,R on Clark Rd (5.65),,R on Clark Rd (5.65),,R on Clark Rd (5.65),,R on Clark Rd (5.65)
R on Hogback Rd (6.25),,R on Hogback Rd (6.25),,R on Hogback Rd (6.25),,R on Hogback Rd (6.25),,R on Hogback Rd (6.25)
L Huron River Dr (6.60),,L Huron River Dr (6.60),,L Huron River Dr (6.60),,L Huron River Dr (6.60),,L Huron River Dr (6.60)
L Chalmers Dr (7.05),,L Chalmers Dr (7.05),,L Chalmers Dr (7.05),,L Chalmers Dr (7.05),,L Chalmers Dr (7.05)
R Washtenaw (7.88),,R Washtenaw (7.88),,R Washtenaw (7.88),,R Washtenaw (7.88),,R Washtenaw (7.88)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 10.82,,Total: 10.82,,Total: 10.82,,Total: 10.82,,Total: 10.82
,,,,,,,,
Washtenaw Community College,,Washtenaw Community College,,Washtenaw Community College,,Washtenaw Community College,,Washtenaw Community College
Out past Markley into Arb,,Out past Markley into Arb,,Out past Markley into Arb,,Out past Markley into Arb,,Out past Markley into Arb
Cross RR to Gallup (1.24),,Cross RR to Gallup (1.24),,Cross RR to Gallup (1.24),,Cross RR to Gallup (1.24),,Cross RR to Gallup (1.24)
Keep R around fishing pond (2.55),,Keep R around fishing pond (2.55),,Keep R around fishing pond (2.55),,Keep R around fishing pond (2.55),,Keep R around fishing pond (2.55)
Cont. on Geddes Rd. (4.4),,Cont. on Geddes Rd. (4.4),,Cont. on Geddes Rd. (4.4),,Cont. on Geddes Rd. (4.4),,Cont. on Geddes Rd. (4.4)
L on Dixboro Rd. (4.52),,L on Dixboro Rd. (4.52),,L on Dixboro Rd. (4.52),,L on Dixboro Rd. (4.52),,L on Dixboro Rd. (4.52)
R into Washtenaw CC (5.04),,R into Washtenaw CC (5.04),,R into Washtenaw CC (5.04),,R into Washtenaw CC (5.04),,R into Washtenaw CC (5.04)
Keep R through college,,Keep R through college,,Keep R through college,,Keep R through college,,Keep R through college
