Baby Bird,,Baby Bird,,Baby Bird,,Baby Bird,,Baby Bird,,Baby Bird
Start out N University,,Start out N University,,Start out N University,,Start out N University,,Start out N University,,Start out N University
R State St. (0.4),,R State St. (0.4),,R State St. (0.4),,R State St. (0.4),,R State St. (0.4),,R State St. (0.4)
L Liberty St. (0.46),,L Liberty St. (0.46),,L Liberty St. (0.46),,L Liberty St. (0.46),,L Liberty St. (0.46),,L Liberty St. (0.46)
R Main St. (0.92),,R Main St. (0.92),,R Main St. (0.92),,R Main St. (0.92),,R Main St. (0.92),,R Main St. (0.92)
L Miller Ave (1.16),,L Miller Ave (1.16),,L Miller Ave (1.16),,L Miller Ave (1.16),,L Miller Ave (1.16),,L Miller Ave (1.16)
R Newport Rd (2.08),,R Newport Rd (2.08),,R Newport Rd (2.08),,R Newport Rd (2.08),,R Newport Rd (2.08),,R Newport Rd (2.08)
R parking lot into Bird,,R parking lot into Bird,,R parking lot into Bird,,R parking lot into Bird,,R parking lot into Bird,,R parking lot into Bird
Trails (2.83),,Trails (2.83),,Trails (2.83),,Trails (2.83),,Trails (2.83),,Trails (2.83)
Stay R on trails (2.87),,Stay R on trails (2.87),,Stay R on trails (2.87),,Stay R on trails (2.87),,Stay R on trails (2.87),,Stay R on trails (2.87)
R Beechwood Dr (3.4),,R Beechwood Dr (3.4),,R Beechwood Dr (3.4),,R Beechwood Dr (3.4),,R Beechwood Dr (3.4),,R Beechwood Dr (3.4)
L Sunset Rd (3.7),,L Sunset Rd (3.7),,L Sunset Rd (3.7),,L Sunset Rd (3.7),,L Sunset Rd (3.7),,L Sunset Rd (3.7)
Cont. R Wildt St. (4.2),,Cont. R Wildt St. (4.2),,Cont. R Wildt St. (4.2),,Cont. R Wildt St. (4.2),,Cont. R Wildt St. (4.2),,Cont. R Wildt St. (4.2)
L Summit St. (4.32),,L Summit St. (4.32),,L Summit St. (4.32),,L Summit St. (4.32),,L Summit St. (4.32),,L Summit St. (4.32)
L Main St (4.41),,L Main St (4.41),,L Main St (4.41),,L Main St (4.41),,L Main St (4.41),,L Main St (4.41)
R Depot St (4.44),,R Depot St (4.44),,R Depot St (4.44),,R Depot St (4.44),,R Depot St (4.44),,R Depot St (4.44)
R Glen Ave (5.12),,R Glen Ave (5.12),,R Glen Ave (5.12),,R Glen Ave (5.12),,R Glen Ave (5.12),,R Glen Ave (5.12)
To CCRB,,To CCRB,,To CCRB,,To CCRB,,To CCRB,,To CCRB
Total: 5.74,,Total: 5.74,,Total: 5.74,,Total: 5.74,,Total: 5.74,,Total: 5.74
,,,,,,,,,,
Baby Bird,,Baby Bird,,Baby Bird,,Baby Bird,,Baby Bird,,Baby Bird
Start out N University,,Start out N University,,Start out N University,,Start out N University,,Start out N University,,Start out N University
R State St. (0.4),,R State St. (0.4),,R State St. (0.4),,R State St. (0.4),,R State St. (0.4),,R State St. (0.4)
L Liberty St. (0.46),,L Liberty St. (0.46),,L Liberty St. (0.46),,L Liberty St. (0.46),,L Liberty St. (0.46),,L Liberty St. (0.46)
R Main St. (0.92),,R Main St. (0.92),,R Main St. (0.92),,R Main St. (0.92),,R Main St. (0.92),,R Main St. (0.92)
L Miller Ave (1.16),,L Miller Ave (1.16),,L Miller Ave (1.16),,L Miller Ave (1.16),,L Miller Ave (1.16),,L Miller Ave (1.16)
R Newport Rd (2.08),,R Newport Rd (2.08),,R Newport Rd (2.08),,R Newport Rd (2.08),,R Newport Rd (2.08),,R Newport Rd (2.08)
R parking lot into Bird,,R parking lot into Bird,,R parking lot into Bird,,R parking lot into Bird,,R parking lot into Bird,,R parking lot into Bird
Trails (2.83),,Trails (2.83),,Trails (2.83),,Trails (2.83),,Trails (2.83),,Trails (2.83)
Stay R on trails (2.87),,Stay R on trails (2.87),,Stay R on trails (2.87),,Stay R on trails (2.87),,Stay R on trails (2.87),,Stay R on trails (2.87)
R Beechwood Dr (3.4),,R Beechwood Dr (3.4),,R Beechwood Dr (3.4),,R Beechwood Dr (3.4),,R Beechwood Dr (3.4),,R Beechwood Dr (3.4)
L Sunset Rd (3.7),,L Sunset Rd (3.7),,L Sunset Rd (3.7),,L Sunset Rd (3.7),,L Sunset Rd (3.7),,L Sunset Rd (3.7)
Cont. R Wildt St. (4.2),,Cont. R Wildt St. (4.2),,Cont. R Wildt St. (4.2),,Cont. R Wildt St. (4.2),,Cont. R Wildt St. (4.2),,Cont. R Wildt St. (4.2)
L Summit St. (4.32),,L Summit St. (4.32),,L Summit St. (4.32),,L Summit St. (4.32),,L Summit St. (4.32),,L Summit St. (4.32)
L Main St (4.41),,L Main St (4.41),,L Main St (4.41),,L Main St (4.41),,L Main St (4.41),,L Main St (4.41)
R Depot St (4.44),,R Depot St (4.44),,R Depot St (4.44),,R Depot St (4.44),,R Depot St (4.44),,R Depot St (4.44)
R Glen Ave (5.12),,R Glen Ave (5.12),,R Glen Ave (5.12),,R Glen Ave (5.12),,R Glen Ave (5.12),,R Glen Ave (5.12)
To CCRB,,To CCRB,,To CCRB,,To CCRB,,To CCRB,,To CCRB
Total: 5.74,,Total: 5.74,,Total: 5.74,,Total: 5.74,,Total: 5.74,,Total: 5.74
