Pauline,,Pauline,,Pauline,,Pauline
Start Through Diag,,Start Through Diag,,Start Through Diag,,Start Through Diag
L. State (0.53),,L. State (0.53),,L. State (0.53),,L. State (0.53)
R. Hoover (0.94),,R. Hoover (0.94),,R. Hoover (0.94),,R. Hoover (0.94)
L. Main (1.43),,L. Main (1.43),,L. Main (1.43),,L. Main (1.43)
R. Pauline (1.48),,R. Pauline (1.48),,R. Pauline (1.48),,R. Pauline (1.48)
R. Trails (2.23),,R. Trails (2.23),,R. Trails (2.23),,R. Trails (2.23)
R. Liberty (3.12),,R. Liberty (3.12),,R. Liberty (3.12),,R. Liberty (3.12)
R. State (4.28),,R. State (4.28),,R. State (4.28),,R. State (4.28)
L. North U (4.79),,L. North U (4.79),,L. North U (4.79),,L. North U (4.79)
Total: 5.19,,Total: 5.19,,Total: 5.19,,Total: 5.19
,,,,,,
Pauline,,Pauline,,Pauline,,Pauline
Start Through Diag,,Start Through Diag,,Start Through Diag,,Start Through Diag
L. State (0.53),,L. State (0.53),,L. State (0.53),,L. State (0.53)
R. Hoover (0.94),,R. Hoover (0.94),,R. Hoover (0.94),,R. Hoover (0.94)
L. Main (1.43),,L. Main (1.43),,L. Main (1.43),,L. Main (1.43)
R. Pauline (1.48),,R. Pauline (1.48),,R. Pauline (1.48),,R. Pauline (1.48)
R. Trails (2.23),,R. Trails (2.23),,R. Trails (2.23),,R. Trails (2.23)
R. Liberty (3.12),,R. Liberty (3.12),,R. Liberty (3.12),,R. Liberty (3.12)
R. State (4.28),,R. State (4.28),,R. State (4.28),,R. State (4.28)
L. North U (4.79),,L. North U (4.79),,L. North U (4.79),,L. North U (4.79)
Total: 5.19,,Total: 5.19,,Total: 5.19,,Total: 5.19
,,,,,,
Pauline,,Pauline,,Pauline,,Pauline
Start Through Diag,,Start Through Diag,,Start Through Diag,,Start Through Diag
L. State (0.53),,L. State (0.53),,L. State (0.53),,L. State (0.53)
R. Hoover (0.94),,R. Hoover (0.94),,R. Hoover (0.94),,R. Hoover (0.94)
L. Main (1.43),,L. Main (1.43),,L. Main (1.43),,L. Main (1.43)
R. Pauline (1.48),,R. Pauline (1.48),,R. Pauline (1.48),,R. Pauline (1.48)
R. Trails (2.23),,R. Trails (2.23),,R. Trails (2.23),,R. Trails (2.23)
R. Liberty (3.12),,R. Liberty (3.12),,R. Liberty (3.12),,R. Liberty (3.12)
R. State (4.28),,R. State (4.28),,R. State (4.28),,R. State (4.28)
L. North U (4.79),,L. North U (4.79),,L. North U (4.79),,L. North U (4.79)
Total: 5.19,,Total: 5.19,,Total: 5.19,,Total: 5.19
,,,,,,
Pauline,,Pauline,,Pauline,,Pauline
Start Through Diag,,Start Through Diag,,Start Through Diag,,Start Through Diag
L. State (0.53),,L. State (0.53),,L. State (0.53),,L. State (0.53)
R. Hoover (0.94),,R. Hoover (0.94),,R. Hoover (0.94),,R. Hoover (0.94)
L. Main (1.43),,L. Main (1.43),,L. Main (1.43),,L. Main (1.43)
R. Pauline (1.48),,R. Pauline (1.48),,R. Pauline (1.48),,R. Pauline (1.48)
R. Trails (2.23),,R. Trails (2.23),,R. Trails (2.23),,R. Trails (2.23)
R. Liberty (3.12),,R. Liberty (3.12),,R. Liberty (3.12),,R. Liberty (3.12)
R. State (4.28),,R. State (4.28),,R. State (4.28),,R. State (4.28)
L. North U (4.79),,L. North U (4.79),,L. North U (4.79),,L. North U (4.79)
Total: 5.19,,Total: 5.19,,Total: 5.19,,Total: 5.19
