Huron - Seventh,,Huron - Seventh,,Huron - Seventh,,Huron - Seventh,,Huron - Seventh
Washtenaw to Huron,,Washtenaw to Huron,,Washtenaw to Huron,,Washtenaw to Huron,,Washtenaw to Huron
L. Seventh (1.47),,L. Seventh (1.47),,L. Seventh (1.47),,L. Seventh (1.47),,L. Seventh (1.47)
L. Stadium (2.7),,L. Stadium (2.7),,L. Stadium (2.7),,L. Stadium (2.7),,L. Stadium (2.7)
L. Main (3.1),,L. Main (3.1),,L. Main (3.1),,L. Main (3.1),,L. Main (3.1)
R. E Madison (3.79),,R. E Madison (3.79),,R. E Madison (3.79),,R. E Madison (3.79),,R. E Madison (3.79)
L. State (4.22),,L. State (4.22),,L. State (4.22),,L. State (4.22),,L. State (4.22)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
through Diag,,through Diag,,through Diag,,through Diag,,through Diag
Total: 4.82,,Total: 4.82,,Total: 4.82,,Total: 4.82,,Total: 4.82
,,,,,,,,
Huron - Seventh,,Huron - Seventh,,Huron - Seventh,,Huron - Seventh,,Huron - Seventh
Washtenaw to Huron,,Washtenaw to Huron,,Washtenaw to Huron,,Washtenaw to Huron,,Washtenaw to Huron
L. Seventh (1.47),,L. Seventh (1.47),,L. Seventh (1.47),,L. Seventh (1.47),,L. Seventh (1.47)
L. Stadium (2.7),,L. Stadium (2.7),,L. Stadium (2.7),,L. Stadium (2.7),,L. Stadium (2.7)
L. Main (3.1),,L. Main (3.1),,L. Main (3.1),,L. Main (3.1),,L. Main (3.1)
R. E Madison (3.79),,R. E Madison (3.79),,R. E Madison (3.79),,R. E Madison (3.79),,R. E Madison (3.79)
L. State (4.22),,L. State (4.22),,L. State (4.22),,L. State (4.22),,L. State (4.22)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
through Diag,,through Diag,,through Diag,,through Diag,,through Diag
Total: 4.82,,Total: 4.82,,Total: 4.82,,Total: 4.82,,Total: 4.82
,,,,,,,,
Huron - Seventh,,Huron - Seventh,,Huron - Seventh,,Huron - Seventh,,Huron - Seventh
Washtenaw to Huron,,Washtenaw to Huron,,Washtenaw to Huron,,Washtenaw to Huron,,Washtenaw to Huron
L. Seventh (1.47),,L. Seventh (1.47),,L. Seventh (1.47),,L. Seventh (1.47),,L. Seventh (1.47)
L. Stadium (2.7),,L. Stadium (2.7),,L. Stadium (2.7),,L. Stadium (2.7),,L. Stadium (2.7)
L. Main (3.1),,L. Main (3.1),,L. Main (3.1),,L. Main (3.1),,L. Main (3.1)
R. E Madison (3.79),,R. E Madison (3.79),,R. E Madison (3.79),,R. E Madison (3.79),,R. E Madison (3.79)
L. State (4.22),,L. State (4.22),,L. State (4.22),,L. State (4.22),,L. State (4.22)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
through Diag,,through Diag,,through Diag,,through Diag,,through Diag
Total: 4.82,,Total: 4.82,,Total: 4.82,,Total: 4.82,,Total: 4.82
,,,,,,,,
Huron - Seventh,,Huron - Seventh,,Huron - Seventh,,Huron - Seventh,,Huron - Seventh
Washtenaw to Huron,,Washtenaw to Huron,,Washtenaw to Huron,,Washtenaw to Huron,,Washtenaw to Huron
L. Seventh (1.47),,L. Seventh (1.47),,L. Seventh (1.47),,L. Seventh (1.47),,L. Seventh (1.47)
L. Stadium (2.7),,L. Stadium (2.7),,L. Stadium (2.7),,L. Stadium (2.7),,L. Stadium (2.7)
L. Main (3.1),,L. Main (3.1),,L. Main (3.1),,L. Main (3.1),,L. Main (3.1)
R. E Madison (3.79),,R. E Madison (3.79),,R. E Madison (3.79),,R. E Madison (3.79),,R. E Madison (3.79)
L. State (4.22),,L. State (4.22),,L. State (4.22),,L. State (4.22),,L. State (4.22)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
through Diag,,through Diag,,through Diag,,through Diag,,through Diag
Total: 4.82,,Total: 4.82,,Total: 4.82,,Total: 4.82,,Total: 4.82
