Riverside Park,,Riverside Park,,Riverside Park,,Riverside Park,,Riverside Park
Out Washington,,Out Washington,,Out Washington,,Out Washington,,Out Washington
R  E Med Center Dr (0.44),,R  E Med Center Dr (0.44),,R  E Med Center Dr (0.44),,R  E Med Center Dr (0.44),,R  E Med Center Dr (0.44)
Cont. Maiden Ln (1.00),,Cont. Maiden Ln (1.00),,Cont. Maiden Ln (1.00),,Cont. Maiden Ln (1.00),,Cont. Maiden Ln (1.00)
L Wall St. to Riverside Pk (1.08),,L Wall St. to Riverside Pk (1.08),,L Wall St. to Riverside Pk (1.08),,L Wall St. to Riverside Pk (1.08),,L Wall St. to Riverside Pk (1.08)
R at Argo Dam (1.84),,R at Argo Dam (1.84),,R at Argo Dam (1.84),,R at Argo Dam (1.84),,R at Argo Dam (1.84)
R Longshore Dr. (No street sign) (1.95),,R Longshore Dr. (No street sign) (1.95),,R Longshore Dr. (No street sign) (1.95),,R Longshore Dr. (No street sign) (1.95),,R Longshore Dr. (No street sign) (1.95)
Cont. Moore St. (2.18),,Cont. Moore St. (2.18),,Cont. Moore St. (2.18),,Cont. Moore St. (2.18),,Cont. Moore St. (2.18)
Cont. Maiden Ln (2.24),,Cont. Maiden Ln (2.24),,Cont. Maiden Ln (2.24),,Cont. Maiden Ln (2.24),,Cont. Maiden Ln (2.24)
R Fuller Rd. (2.66),,R Fuller Rd. (2.66),,R Fuller Rd. (2.66),,R Fuller Rd. (2.66),,R Fuller Rd. (2.66)
L Huron to CCRB,,L Huron to CCRB,,L Huron to CCRB,,L Huron to CCRB,,L Huron to CCRB
Total: 3.39,,Total: 3.39,,Total: 3.39,,Total: 3.39,,Total: 3.39
,,,,,,,,
Riverside Park,,Riverside Park,,Riverside Park,,Riverside Park,,Riverside Park
Out Washington,,Out Washington,,Out Washington,,Out Washington,,Out Washington
R  E Med Center Dr (0.44),,R  E Med Center Dr (0.44),,R  E Med Center Dr (0.44),,R  E Med Center Dr (0.44),,R  E Med Center Dr (0.44)
Cont. Maiden Ln (1.00),,Cont. Maiden Ln (1.00),,Cont. Maiden Ln (1.00),,Cont. Maiden Ln (1.00),,Cont. Maiden Ln (1.00)
L Wall St. to Riverside Pk (1.08),,L Wall St. to Riverside Pk (1.08),,L Wall St. to Riverside Pk (1.08),,L Wall St. to Riverside Pk (1.08),,L Wall St. to Riverside Pk (1.08)
R at Argo Dam (1.84),,R at Argo Dam (1.84),,R at Argo Dam (1.84),,R at Argo Dam (1.84),,R at Argo Dam (1.84)
R Longshore Dr. (No street sign) (1.95),,R Longshore Dr. (No street sign) (1.95),,R Longshore Dr. (No street sign) (1.95),,R Longshore Dr. (No street sign) (1.95),,R Longshore Dr. (No street sign) (1.95)
Cont. Moore St. (2.18),,Cont. Moore St. (2.18),,Cont. Moore St. (2.18),,Cont. Moore St. (2.18),,Cont. Moore St. (2.18)
Cont. Maiden Ln (2.24),,Cont. Maiden Ln (2.24),,Cont. Maiden Ln (2.24),,Cont. Maiden Ln (2.24),,Cont. Maiden Ln (2.24)
R Fuller Rd. (2.66),,R Fuller Rd. (2.66),,R Fuller Rd. (2.66),,R Fuller Rd. (2.66),,R Fuller Rd. (2.66)
L Huron to CCRB,,L Huron to CCRB,,L Huron to CCRB,,L Huron to CCRB,,L Huron to CCRB
Total: 3.39,,Total: 3.39,,Total: 3.39,,Total: 3.39,,Total: 3.39
,,,,,,,,
Riverside Park,,Riverside Park,,Riverside Park,,Riverside Park,,Riverside Park
Out Washington,,Out Washington,,Out Washington,,Out Washington,,Out Washington
R  E Med Center Dr (0.44),,R  E Med Center Dr (0.44),,R  E Med Center Dr (0.44),,R  E Med Center Dr (0.44),,R  E Med Center Dr (0.44)
Cont. Maiden Ln (1.00),,Cont. Maiden Ln (1.00),,Cont. Maiden Ln (1.00),,Cont. Maiden Ln (1.00),,Cont. Maiden Ln (1.00)
L Wall St. to Riverside Pk (1.08),,L Wall St. to Riverside Pk (1.08),,L Wall St. to Riverside Pk (1.08),,L Wall St. to Riverside Pk (1.08),,L Wall St. to Riverside Pk (1.08)
R at Argo Dam (1.84),,R at Argo Dam (1.84),,R at Argo Dam (1.84),,R at Argo Dam (1.84),,R at Argo Dam (1.84)
R Longshore Dr. (No street sign) (1.95),,R Longshore Dr. (No street sign) (1.95),,R Longshore Dr. (No street sign) (1.95),,R Longshore Dr. (No street sign) (1.95),,R Longshore Dr. (No street sign) (1.95)
Cont. Moore St. (2.18),,Cont. Moore St. (2.18),,Cont. Moore St. (2.18),,Cont. Moore St. (2.18),,Cont. Moore St. (2.18)
Cont. Maiden Ln (2.24),,Cont. Maiden Ln (2.24),,Cont. Maiden Ln (2.24),,Cont. Maiden Ln (2.24),,Cont. Maiden Ln (2.24)
R Fuller Rd. (2.66),,R Fuller Rd. (2.66),,R Fuller Rd. (2.66),,R Fuller Rd. (2.66),,R Fuller Rd. (2.66)
L Huron to CCRB,,L Huron to CCRB,,L Huron to CCRB,,L Huron to CCRB,,L Huron to CCRB
Total: 3.39,,Total: 3.39,,Total: 3.39,,Total: 3.39,,Total: 3.39
