Whitmore Lake - Bandemer Park,,Whitmore Lake - Bandemer Park,,Whitmore Lake - Bandemer Park,,Whitmore Lake - Bandemer Park,,Whitmore Lake - Bandemer Park
Washtenaw to Huron,,Washtenaw to Huron,,Washtenaw to Huron,,Washtenaw to Huron,,Washtenaw to Huron
R. Main,,R. Main,,R. Main,,R. Main,,R. Main
L. Miller (1),,L. Miller (1),,L. Miller (1),,L. Miller (1),,L. Miller (1)
R. Newport (2),,R. Newport (2),,R. Newport (2),,R. Newport (2),,R. Newport (2)
R. Foster (4.23),,R. Foster (4.23),,R. Foster (4.23),,R. Foster (4.23),,R. Foster (4.23)
Sl L. Maple (4.45),,Sl L. Maple (4.45),,Sl L. Maple (4.45),,Sl L. Maple (4.45),,Sl L. Maple (4.45)
R. Stein (5.41),,R. Stein (5.41),,R. Stein (5.41),,R. Stein (5.41),,R. Stein (5.41)
R. Whitmore Lake (7),,R. Whitmore Lake (7),,R. Whitmore Lake (7),,R. Whitmore Lake (7),,R. Whitmore Lake (7)
Sl R. into Bandemer,,Sl R. into Bandemer,,Sl R. into Bandemer,,Sl R. into Bandemer,,Sl R. into Bandemer
Park (8.77),,Park (8.77),,Park (8.77),,Park (8.77),,Park (8.77)
Through Bandemer,,Through Bandemer,,Through Bandemer,,Through Bandemer,,Through Bandemer
L. Main (9.58),,L. Main (9.58),,L. Main (9.58),,L. Main (9.58),,L. Main (9.58)
L. Liberty (10.68),,L. Liberty (10.68),,L. Liberty (10.68),,L. Liberty (10.68),,L. Liberty (10.68)
R. State (@ T),,R. State (@ T),,R. State (@ T),,R. State (@ T),,R. State (@ T)
L. N University,,L. N University,,L. N University,,L. N University,,L. N University
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 11.55,,Total: 11.55,,Total: 11.55,,Total: 11.55,,Total: 11.55
,,,,,,,,
Whitmore Lake - Bandemer Park,,Whitmore Lake - Bandemer Park,,Whitmore Lake - Bandemer Park,,Whitmore Lake - Bandemer Park,,Whitmore Lake - Bandemer Park
Washtenaw to Huron,,Washtenaw to Huron,,Washtenaw to Huron,,Washtenaw to Huron,,Washtenaw to Huron
R. Main,,R. Main,,R. Main,,R. Main,,R. Main
L. Miller (1),,L. Miller (1),,L. Miller (1),,L. Miller (1),,L. Miller (1)
R. Newport (2),,R. Newport (2),,R. Newport (2),,R. Newport (2),,R. Newport (2)
R. Foster (4.23),,R. Foster (4.23),,R. Foster (4.23),,R. Foster (4.23),,R. Foster (4.23)
Sl L. Maple (4.45),,Sl L. Maple (4.45),,Sl L. Maple (4.45),,Sl L. Maple (4.45),,Sl L. Maple (4.45)
R. Stein (5.41),,R. Stein (5.41),,R. Stein (5.41),,R. Stein (5.41),,R. Stein (5.41)
R. Whitmore Lake (7),,R. Whitmore Lake (7),,R. Whitmore Lake (7),,R. Whitmore Lake (7),,R. Whitmore Lake (7)
Sl R. into Bandemer,,Sl R. into Bandemer,,Sl R. into Bandemer,,Sl R. into Bandemer,,Sl R. into Bandemer
Park (8.77),,Park (8.77),,Park (8.77),,Park (8.77),,Park (8.77)
Through Bandemer,,Through Bandemer,,Through Bandemer,,Through Bandemer,,Through Bandemer
L. Main (9.58),,L. Main (9.58),,L. Main (9.58),,L. Main (9.58),,L. Main (9.58)
L. Liberty (10.68),,L. Liberty (10.68),,L. Liberty (10.68),,L. Liberty (10.68),,L. Liberty (10.68)
R. State (@ T),,R. State (@ T),,R. State (@ T),,R. State (@ T),,R. State (@ T)
L. N University,,L. N University,,L. N University,,L. N University,,L. N University
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 11.55,,Total: 11.55,,Total: 11.55,,Total: 11.55,,Total: 11.55
