Botanical Gardens,,Botanical Gardens,,Botanical Gardens,,Botanical Gardens
Start on Observatory,,Start on Observatory,,Start on Observatory,,Start on Observatory
R. Washington Hts.,,R. Washington Hts.,,R. Washington Hts.,,R. Washington Hts.
Straight into Arb,,Straight into Arb,,Straight into Arb,,Straight into Arb
Arb trails across RR,,Arb trails across RR,,Arb trails across RR,,Arb trails across RR
R. onto path along river,,R. onto path along river,,R. onto path along river,,R. onto path along river
Take path through Gallup,,Take path through Gallup,,Take path through Gallup,,Take path through Gallup
L Dixboro (3.78),,L Dixboro (3.78),,L Dixboro (3.78),,L Dixboro (3.78)
R. Botanical Gardens,,R. Botanical Gardens,,R. Botanical Gardens,,R. Botanical Gardens
R. Dixboro,,R. Dixboro,,R. Dixboro,,R. Dixboro
R. Plymouth (7.05),,R. Plymouth (7.05),,R. Plymouth (7.05),,R. Plymouth (7.05)
R Cherry Hill (7.29),,R Cherry Hill (7.29),,R Cherry Hill (7.29),,R Cherry Hill (7.29)
Cont. onto Gale (8.09),,Cont. onto Gale (8.09),,Cont. onto Gale (8.09),,Cont. onto Gale (8.09)
R. Geddes Rd. (9.99),,R. Geddes Rd. (9.99),,R. Geddes Rd. (9.99),,R. Geddes Rd. (9.99)
Geddes becomes Fuller,,Geddes becomes Fuller,,Geddes becomes Fuller,,Geddes becomes Fuller
L East Med (14.08),,L East Med (14.08),,L East Med (14.08),,L East Med (14.08)
L Observatory,,L Observatory,,L Observatory,,L Observatory
Total: 15.15,,Total: 15.15,,Total: 15.15,,Total: 15.15
,,,,,,
Botanical Gardens,,Botanical Gardens,,Botanical Gardens,,Botanical Gardens
Start on Observatory,,Start on Observatory,,Start on Observatory,,Start on Observatory
R. Washington Hts.,,R. Washington Hts.,,R. Washington Hts.,,R. Washington Hts.
Straight into Arb,,Straight into Arb,,Straight into Arb,,Straight into Arb
Arb trails across RR,,Arb trails across RR,,Arb trails across RR,,Arb trails across RR
R. onto path along river,,R. onto path along river,,R. onto path along river,,R. onto path along river
Take path through Gallup,,Take path through Gallup,,Take path through Gallup,,Take path through Gallup
L Dixboro (3.78),,L Dixboro (3.78),,L Dixboro (3.78),,L Dixboro (3.78)
R. Botanical Gardens,,R. Botanical Gardens,,R. Botanical Gardens,,R. Botanical Gardens
R. Dixboro,,R. Dixboro,,R. Dixboro,,R. Dixboro
R. Plymouth (7.05),,R. Plymouth (7.05),,R. Plymouth (7.05),,R. Plymouth (7.05)
R Cherry Hill (7.29),,R Cherry Hill (7.29),,R Cherry Hill (7.29),,R Cherry Hill (7.29)
Cont. onto Gale (8.09),,Cont. onto Gale (8.09),,Cont. onto Gale (8.09),,Cont. onto Gale (8.09)
R. Geddes Rd. (9.99),,R. Geddes Rd. (9.99),,R. Geddes Rd. (9.99),,R. Geddes Rd. (9.99)
Geddes becomes Fuller,,Geddes becomes Fuller,,Geddes becomes Fuller,,Geddes becomes Fuller
L East Med (14.08),,L East Med (14.08),,L East Med (14.08),,L East Med (14.08)
L Observatory,,L Observatory,,L Observatory,,L Observatory
Total: 15.15,,Total: 15.15,,Total: 15.15,,Total: 15.15
,,,,,,
Botanical Gardens,,Botanical Gardens,,Botanical Gardens,,Botanical Gardens
Start on Observatory,,Start on Observatory,,Start on Observatory,,Start on Observatory
R. Washington Hts.,,R. Washington Hts.,,R. Washington Hts.,,R. Washington Hts.
Straight into Arb,,Straight into Arb,,Straight into Arb,,Straight into Arb
Arb trails across RR,,Arb trails across RR,,Arb trails across RR,,Arb trails across RR
R. onto path along river,,R. onto path along river,,R. onto path along river,,R. onto path along river
Take path through Gallup,,Take path through Gallup,,Take path through Gallup,,Take path through Gallup
L Dixboro (3.78),,L Dixboro (3.78),,L Dixboro (3.78),,L Dixboro (3.78)
R. Botanical Gardens,,R. Botanical Gardens,,R. Botanical Gardens,,R. Botanical Gardens
R. Dixboro,,R. Dixboro,,R. Dixboro,,R. Dixboro
R. Plymouth (7.05),,R. Plymouth (7.05),,R. Plymouth (7.05),,R. Plymouth (7.05)
R Cherry Hill (7.29),,R Cherry Hill (7.29),,R Cherry Hill (7.29),,R Cherry Hill (7.29)
Cont. onto Gale (8.09),,Cont. onto Gale (8.09),,Cont. onto Gale (8.09),,Cont. onto Gale (8.09)
R. Geddes Rd. (9.99),,R. Geddes Rd. (9.99),,R. Geddes Rd. (9.99),,R. Geddes Rd. (9.99)
Geddes becomes Fuller,,Geddes becomes Fuller,,Geddes becomes Fuller,,Geddes becomes Fuller
L East Med (14.08),,L East Med (14.08),,L East Med (14.08),,L East Med (14.08)
L Observatory,,L Observatory,,L Observatory,,L Observatory
Total: 15.15,,Total: 15.15,,Total: 15.15,,Total: 15.15
