Huron HS Extended,,Huron HS Extended,,Huron HS Extended,,Huron HS Extended
Start North on,,Start North on,,Start North on,,Start North on
Observatory,,Observatory,,Observatory,,Observatory
R. Washington,,R. Washington,,R. Washington,,R. Washington
Heights (Markley),,Heights (Markley),,Heights (Markley),,Heights (Markley)
Into Arb,,Into Arb,,Into Arb,,Into Arb
"After stairs, L. @ T",,"After stairs, L. @ T",,"After stairs, L. @ T",,"After stairs, L. @ T"
R. @ T (in front of,,R. @ T (in front of,,R. @ T (in front of,,R. @ T (in front of
Huron River),,Huron River),,Huron River),,Huron River)
Continue straight,,Continue straight,,Continue straight,,Continue straight
parallel to RR tracks,,parallel to RR tracks,,parallel to RR tracks,,parallel to RR tracks
L. into Gallup (1.32),,L. into Gallup (1.32),,L. into Gallup (1.32),,L. into Gallup (1.32)
R. on paved trail,,R. on paved trail,,R. on paved trail,,R. on paved trail
L. Gallup Park Rd (1.89),,L. Gallup Park Rd (1.89),,L. Gallup Park Rd (1.89),,L. Gallup Park Rd (1.89)
R. Fuller (@ T),,R. Fuller (@ T),,R. Fuller (@ T),,R. Fuller (@ T)
L. Huron Pkwy (2.16),,L. Huron Pkwy (2.16),,L. Huron Pkwy (2.16),,L. Huron Pkwy (2.16)
L. Hubbard (3.45),,L. Hubbard (3.45),,L. Hubbard (3.45),,L. Hubbard (3.45)
L. Murfin (@ T),,L. Murfin (@ T),,L. Murfin (@ T),,L. Murfin (@ T)
Down Bonisteel,,Down Bonisteel,,Down Bonisteel,,Down Bonisteel
R. Fuller (@ 4.74),,R. Fuller (@ 4.74),,R. Fuller (@ 4.74),,R. Fuller (@ 4.74)
L. Huron (@ T),,L. Huron (@ T),,L. Huron (@ T),,L. Huron (@ T)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 6.13,,Total: 6.13,,Total: 6.13,,Total: 6.13
,,,,,,
Huron HS Extended,,Huron HS Extended,,Huron HS Extended,,Huron HS Extended
Start North on,,Start North on,,Start North on,,Start North on
Observatory,,Observatory,,Observatory,,Observatory
R. Washington,,R. Washington,,R. Washington,,R. Washington
Heights (Markley),,Heights (Markley),,Heights (Markley),,Heights (Markley)
Into Arb,,Into Arb,,Into Arb,,Into Arb
"After stairs, L. @ T",,"After stairs, L. @ T",,"After stairs, L. @ T",,"After stairs, L. @ T"
R. @ T (in front of,,R. @ T (in front of,,R. @ T (in front of,,R. @ T (in front of
Huron River),,Huron River),,Huron River),,Huron River)
Continue straight,,Continue straight,,Continue straight,,Continue straight
parallel to RR tracks,,parallel to RR tracks,,parallel to RR tracks,,parallel to RR tracks
L. into Gallup (1.32),,L. into Gallup (1.32),,L. into Gallup (1.32),,L. into Gallup (1.32)
R. on paved trail,,R. on paved trail,,R. on paved trail,,R. on paved trail
L. Gallup Park Rd (1.89),,L. Gallup Park Rd (1.89),,L. Gallup Park Rd (1.89),,L. Gallup Park Rd (1.89)
R. Fuller (@ T),,R. Fuller (@ T),,R. Fuller (@ T),,R. Fuller (@ T)
L. Huron Pkwy (2.16),,L. Huron Pkwy (2.16),,L. Huron Pkwy (2.16),,L. Huron Pkwy (2.16)
L. Hubbard (3.45),,L. Hubbard (3.45),,L. Hubbard (3.45),,L. Hubbard (3.45)
L. Murfin (@ T),,L. Murfin (@ T),,L. Murfin (@ T),,L. Murfin (@ T)
Down Bonisteel,,Down Bonisteel,,Down Bonisteel,,Down Bonisteel
R. Fuller (@ 4.74),,R. Fuller (@ 4.74),,R. Fuller (@ 4.74),,R. Fuller (@ 4.74)
L. Huron (@ T),,L. Huron (@ T),,L. Huron (@ T),,L. Huron (@ T)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 6.13,,Total: 6.13,,Total: 6.13,,Total: 6.13
