THE ROOT,,THE ROOT,,THE ROOT,,THE ROOT,,THE ROOT,,THE ROOT
To Observatory,,To Observatory,,To Observatory,,To Observatory,,To Observatory,,To Observatory
Heading North,,Heading North,,Heading North,,Heading North,,Heading North,,Heading North
R. Washington Heights,,R. Washington Heights,,R. Washington Heights,,R. Washington Heights,,R. Washington Heights,,R. Washington Heights
(Markley),,(Markley),,(Markley),,(Markley),,(Markley),,(Markley)
R. Medical Center (@ T),,R. Medical Center (@ T),,R. Medical Center (@ T),,R. Medical Center (@ T),,R. Medical Center (@ T),,R. Medical Center (@ T)
R. Fuller (1),,R. Fuller (1),,R. Fuller (1),,R. Fuller (1),,R. Fuller (1),,R. Fuller (1)
L. Bonisteel (1.68),,L. Bonisteel (1.68),,L. Bonisteel (1.68),,L. Bonisteel (1.68),,L. Bonisteel (1.68),,L. Bonisteel (1.68)
L. Murfin (1.93),,L. Murfin (1.93),,L. Murfin (1.93),,L. Murfin (1.93),,L. Murfin (1.93),,L. Murfin (1.93)
R. Plymouth (2.47),,R. Plymouth (2.47),,R. Plymouth (2.47),,R. Plymouth (2.47),,R. Plymouth (2.47),,R. Plymouth (2.47)
R. Huron Pkwy (3.39),,R. Huron Pkwy (3.39),,R. Huron Pkwy (3.39),,R. Huron Pkwy (3.39),,R. Huron Pkwy (3.39),,R. Huron Pkwy (3.39)
R. Glazier (4.44),,R. Glazier (4.44),,R. Glazier (4.44),,R. Glazier (4.44),,R. Glazier (4.44),,R. Glazier (4.44)
R. Fuller (@ T),,R. Fuller (@ T),,R. Fuller (@ T),,R. Fuller (@ T),,R. Fuller (@ T),,R. Fuller (@ T)
L. Medical Center,,L. Medical Center,,L. Medical Center,,L. Medical Center,,L. Medical Center,,L. Medical Center
To CCRB by Markley,,To CCRB by Markley,,To CCRB by Markley,,To CCRB by Markley,,To CCRB by Markley,,To CCRB by Markley
Total: 6.94,,Total: 6.94,,Total: 6.94,,Total: 6.94,,Total: 6.94,,Total: 6.94
,,,,,,,,,,
THE ROOT,,THE ROOT,,THE ROOT,,THE ROOT,,THE ROOT,,THE ROOT
To Observatory,,To Observatory,,To Observatory,,To Observatory,,To Observatory,,To Observatory
Heading North,,Heading North,,Heading North,,Heading North,,Heading North,,Heading North
R. Washington Heights,,R. Washington Heights,,R. Washington Heights,,R. Washington Heights,,R. Washington Heights,,R. Washington Heights
(Markley),,(Markley),,(Markley),,(Markley),,(Markley),,(Markley)
R. Medical Center (@ T),,R. Medical Center (@ T),,R. Medical Center (@ T),,R. Medical Center (@ T),,R. Medical Center (@ T),,R. Medical Center (@ T)
R. Fuller (1),,R. Fuller (1),,R. Fuller (1),,R. Fuller (1),,R. Fuller (1),,R. Fuller (1)
L. Bonisteel (1.68),,L. Bonisteel (1.68),,L. Bonisteel (1.68),,L. Bonisteel (1.68),,L. Bonisteel (1.68),,L. Bonisteel (1.68)
L. Murfin (1.93),,L. Murfin (1.93),,L. Murfin (1.93),,L. Murfin (1.93),,L. Murfin (1.93),,L. Murfin (1.93)
R. Plymouth (2.47),,R. Plymouth (2.47),,R. Plymouth (2.47),,R. Plymouth (2.47),,R. Plymouth (2.47),,R. Plymouth (2.47)
R. Huron Pkwy (3.39),,R. Huron Pkwy (3.39),,R. Huron Pkwy (3.39),,R. Huron Pkwy (3.39),,R. Huron Pkwy (3.39),,R. Huron Pkwy (3.39)
R. Glazier (4.44),,R. Glazier (4.44),,R. Glazier (4.44),,R. Glazier (4.44),,R. Glazier (4.44),,R. Glazier (4.44)
R. Fuller (@ T),,R. Fuller (@ T),,R. Fuller (@ T),,R. Fuller (@ T),,R. Fuller (@ T),,R. Fuller (@ T)
L. Medical Center,,L. Medical Center,,L. Medical Center,,L. Medical Center,,L. Medical Center,,L. Medical Center
To CCRB by Markley,,To CCRB by Markley,,To CCRB by Markley,,To CCRB by Markley,,To CCRB by Markley,,To CCRB by Markley
Total: 6.94,,Total: 6.94,,Total: 6.94,,Total: 6.94,,Total: 6.94,,Total: 6.94
