The Prez,,The Prez,,The Prez,,The Prez
Out N University,,Out N University,,Out N University,,Out N University
R. State (@ T),,R. State (@ T),,R. State (@ T),,R. State (@ T)
L. Washington (.54),,L. Washington (.54),,L. Washington (.54),,L. Washington (.54)
L. Crest (1.69),,L. Crest (1.69),,L. Crest (1.69),,L. Crest (1.69)
Cross Liberty,,Cross Liberty,,Cross Liberty,,Cross Liberty
L. Lutz (@ T),,L. Lutz (@ T),,L. Lutz (@ T),,L. Lutz (@ T)
R. 7th (@ T),,R. 7th (@ T),,R. 7th (@ T),,R. 7th (@ T)
L. Madison (2.43),,L. Madison (2.43),,L. Madison (2.43),,L. Madison (2.43)
L. State (@ T),,L. State (@ T),,L. State (@ T),,L. State (@ T)
Back through Diag,,Back through Diag,,Back through Diag,,Back through Diag
Total: 3.93,,Total: 3.93,,Total: 3.93,,Total: 3.93
,,,,,,
The Prez,,The Prez,,The Prez,,The Prez
Out N University,,Out N University,,Out N University,,Out N University
R. State (@ T),,R. State (@ T),,R. State (@ T),,R. State (@ T)
L. Washington (.54),,L. Washington (.54),,L. Washington (.54),,L. Washington (.54)
L. Crest (1.69),,L. Crest (1.69),,L. Crest (1.69),,L. Crest (1.69)
Cross Liberty,,Cross Liberty,,Cross Liberty,,Cross Liberty
L. Lutz (@ T),,L. Lutz (@ T),,L. Lutz (@ T),,L. Lutz (@ T)
R. 7th (@ T),,R. 7th (@ T),,R. 7th (@ T),,R. 7th (@ T)
L. Madison (2.43),,L. Madison (2.43),,L. Madison (2.43),,L. Madison (2.43)
L. State (@ T),,L. State (@ T),,L. State (@ T),,L. State (@ T)
Back through Diag,,Back through Diag,,Back through Diag,,Back through Diag
Total: 3.93,,Total: 3.93,,Total: 3.93,,Total: 3.93
,,,,,,
The Prez,,The Prez,,The Prez,,The Prez
Out N University,,Out N University,,Out N University,,Out N University
R. State (@ T),,R. State (@ T),,R. State (@ T),,R. State (@ T)
L. Washington (.54),,L. Washington (.54),,L. Washington (.54),,L. Washington (.54)
L. Crest (1.69),,L. Crest (1.69),,L. Crest (1.69),,L. Crest (1.69)
Cross Liberty,,Cross Liberty,,Cross Liberty,,Cross Liberty
L. Lutz (@ T),,L. Lutz (@ T),,L. Lutz (@ T),,L. Lutz (@ T)
R. 7th (@ T),,R. 7th (@ T),,R. 7th (@ T),,R. 7th (@ T)
L. Madison (2.43),,L. Madison (2.43),,L. Madison (2.43),,L. Madison (2.43)
L. State (@ T),,L. State (@ T),,L. State (@ T),,L. State (@ T)
Back through Diag,,Back through Diag,,Back through Diag,,Back through Diag
Total: 3.93,,Total: 3.93,,Total: 3.93,,Total: 3.93
,,,,,,
The Prez,,The Prez,,The Prez,,The Prez
Out N University,,Out N University,,Out N University,,Out N University
R. State (@ T),,R. State (@ T),,R. State (@ T),,R. State (@ T)
L. Washington (.54),,L. Washington (.54),,L. Washington (.54),,L. Washington (.54)
L. Crest (1.69),,L. Crest (1.69),,L. Crest (1.69),,L. Crest (1.69)
Cross Liberty,,Cross Liberty,,Cross Liberty,,Cross Liberty
L. Lutz (@ T),,L. Lutz (@ T),,L. Lutz (@ T),,L. Lutz (@ T)
R. 7th (@ T),,R. 7th (@ T),,R. 7th (@ T),,R. 7th (@ T)
L. Madison (2.43),,L. Madison (2.43),,L. Madison (2.43),,L. Madison (2.43)
L. State (@ T),,L. State (@ T),,L. State (@ T),,L. State (@ T)
Back through Diag,,Back through Diag,,Back through Diag,,Back through Diag
Total: 3.93,,Total: 3.93,,Total: 3.93,,Total: 3.93
