HAMMER!,,HAMMER!,,HAMMER!,,HAMMER!,,HAMMER!
Out N University,,Out N University,,Out N University,,Out N University,,Out N University
R. State St. (0.41),,R. State St. (0.41),,R. State St. (0.41),,R. State St. (0.41),,R. State St. (0.41)
L. Liberty St. (0.47),,L. Liberty St. (0.47),,L. Liberty St. (0.47),,L. Liberty St. (0.47),,L. Liberty St. (0.47)
R. Murray Ave. (1.23),,R. Murray Ave. (1.23),,R. Murray Ave. (1.23),,R. Murray Ave. (1.23),,R. Murray Ave. (1.23)
L. Washington St. (1.38),,L. Washington St. (1.38),,L. Washington St. (1.38),,L. Washington St. (1.38),,L. Washington St. (1.38)
R. Eighth St. (1.59),,R. Eighth St. (1.59),,R. Eighth St. (1.59),,R. Eighth St. (1.59),,R. Eighth St. (1.59)
L. Huron St. (1.66),,L. Huron St. (1.66),,L. Huron St. (1.66),,L. Huron St. (1.66),,L. Huron St. (1.66)
L. at fork (Jackson Ave.) (1.96),,L. at fork (Jackson Ave.) (1.96),,L. at fork (Jackson Ave.) (1.96),,L. at fork (Jackson Ave.) (1.96),,L. at fork (Jackson Ave.) (1.96)
L. Parklake Ave (3.40),,L. Parklake Ave (3.40),,L. Parklake Ave (3.40),,L. Parklake Ave (3.40),,L. Parklake Ave (3.40)
R trail at dog poop sign(3.81),,R trail at dog poop sign(3.81),,R trail at dog poop sign(3.81),,R trail at dog poop sign(3.81),,R trail at dog poop sign(3.81)
Cont. on Lakeview Ave (3.86),,Cont. on Lakeview Ave (3.86),,Cont. on Lakeview Ave (3.86),,Cont. on Lakeview Ave (3.86),,Cont. on Lakeview Ave (3.86)
L. Liberty Rd. (4.22),,L. Liberty Rd. (4.22),,L. Liberty Rd. (4.22),,L. Liberty Rd. (4.22),,L. Liberty Rd. (4.22)
R. Stadium Blvd. (5.18),,R. Stadium Blvd. (5.18),,R. Stadium Blvd. (5.18),,R. Stadium Blvd. (5.18),,R. Stadium Blvd. (5.18)
L. State St. (7.42),,L. State St. (7.42),,L. State St. (7.42),,L. State St. (7.42),,L. State St. (7.42)
R. Through DIag to CCRB (8.32),,R. Through DIag to CCRB (8.32),,R. Through DIag to CCRB (8.32),,R. Through DIag to CCRB (8.32),,R. Through DIag to CCRB (8.32)
Total: 8.86,,Total: 8.86,,Total: 8.86,,Total: 8.86,,Total: 8.86
,,,,,,,,
HAMMER!,,HAMMER!,,HAMMER!,,HAMMER!,,HAMMER!
Out N University,,Out N University,,Out N University,,Out N University,,Out N University
R. State St. (0.41),,R. State St. (0.41),,R. State St. (0.41),,R. State St. (0.41),,R. State St. (0.41)
L. Liberty St. (0.47),,L. Liberty St. (0.47),,L. Liberty St. (0.47),,L. Liberty St. (0.47),,L. Liberty St. (0.47)
R. Murray Ave. (1.23),,R. Murray Ave. (1.23),,R. Murray Ave. (1.23),,R. Murray Ave. (1.23),,R. Murray Ave. (1.23)
L. Washington St. (1.38),,L. Washington St. (1.38),,L. Washington St. (1.38),,L. Washington St. (1.38),,L. Washington St. (1.38)
R. Eighth St. (1.59),,R. Eighth St. (1.59),,R. Eighth St. (1.59),,R. Eighth St. (1.59),,R. Eighth St. (1.59)
L. Huron St. (1.66),,L. Huron St. (1.66),,L. Huron St. (1.66),,L. Huron St. (1.66),,L. Huron St. (1.66)
L. at fork (Jackson Ave.) (1.96),,L. at fork (Jackson Ave.) (1.96),,L. at fork (Jackson Ave.) (1.96),,L. at fork (Jackson Ave.) (1.96),,L. at fork (Jackson Ave.) (1.96)
L. Parklake Ave (3.40),,L. Parklake Ave (3.40),,L. Parklake Ave (3.40),,L. Parklake Ave (3.40),,L. Parklake Ave (3.40)
R trail at dog poop sign(3.81),,R trail at dog poop sign(3.81),,R trail at dog poop sign(3.81),,R trail at dog poop sign(3.81),,R trail at dog poop sign(3.81)
Cont. on Lakeview Ave (3.86),,Cont. on Lakeview Ave (3.86),,Cont. on Lakeview Ave (3.86),,Cont. on Lakeview Ave (3.86),,Cont. on Lakeview Ave (3.86)
L. Liberty Rd. (4.22),,L. Liberty Rd. (4.22),,L. Liberty Rd. (4.22),,L. Liberty Rd. (4.22),,L. Liberty Rd. (4.22)
R. Stadium Blvd. (5.18),,R. Stadium Blvd. (5.18),,R. Stadium Blvd. (5.18),,R. Stadium Blvd. (5.18),,R. Stadium Blvd. (5.18)
L. State St. (7.42),,L. State St. (7.42),,L. State St. (7.42),,L. State St. (7.42),,L. State St. (7.42)
R. Through DIag to CCRB (8.32),,R. Through DIag to CCRB (8.32),,R. Through DIag to CCRB (8.32),,R. Through DIag to CCRB (8.32),,R. Through DIag to CCRB (8.32)
Total: 8.86,,Total: 8.86,,Total: 8.86,,Total: 8.86,,Total: 8.86
