All Stadium,,All Stadium,,All Stadium,,All Stadium
To Observatory,,To Observatory,,To Observatory,,To Observatory
Heading South,,Heading South,,Heading South,,Heading South
L. Washtenaw,,L. Washtenaw,,L. Washtenaw,,L. Washtenaw
R. Stadium (1.89),,R. Stadium (1.89),,R. Stadium (1.89),,R. Stadium (1.89)
R. Liberty (5.67),,R. Liberty (5.67),,R. Liberty (5.67),,R. Liberty (5.67)
R. State (7.56),,R. State (7.56),,R. State (7.56),,R. State (7.56)
L. N University (7.61),,L. N University (7.61),,L. N University (7.61),,L. N University (7.61)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 8.04,,Total: 8.04,,Total: 8.04,,Total: 8.04
,,,,,,
All Stadium,,All Stadium,,All Stadium,,All Stadium
To Observatory,,To Observatory,,To Observatory,,To Observatory
Heading South,,Heading South,,Heading South,,Heading South
L. Washtenaw,,L. Washtenaw,,L. Washtenaw,,L. Washtenaw
R. Stadium (1.89),,R. Stadium (1.89),,R. Stadium (1.89),,R. Stadium (1.89)
R. Liberty (5.67),,R. Liberty (5.67),,R. Liberty (5.67),,R. Liberty (5.67)
R. State (7.56),,R. State (7.56),,R. State (7.56),,R. State (7.56)
L. N University (7.61),,L. N University (7.61),,L. N University (7.61),,L. N University (7.61)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 8.04,,Total: 8.04,,Total: 8.04,,Total: 8.04
,,,,,,
All Stadium,,All Stadium,,All Stadium,,All Stadium
To Observatory,,To Observatory,,To Observatory,,To Observatory
Heading South,,Heading South,,Heading South,,Heading South
L. Washtenaw,,L. Washtenaw,,L. Washtenaw,,L. Washtenaw
R. Stadium (1.89),,R. Stadium (1.89),,R. Stadium (1.89),,R. Stadium (1.89)
R. Liberty (5.67),,R. Liberty (5.67),,R. Liberty (5.67),,R. Liberty (5.67)
R. State (7.56),,R. State (7.56),,R. State (7.56),,R. State (7.56)
L. N University (7.61),,L. N University (7.61),,L. N University (7.61),,L. N University (7.61)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 8.04,,Total: 8.04,,Total: 8.04,,Total: 8.04
,,,,,,
All Stadium,,All Stadium,,All Stadium,,All Stadium
To Observatory,,To Observatory,,To Observatory,,To Observatory
Heading South,,Heading South,,Heading South,,Heading South
L. Washtenaw,,L. Washtenaw,,L. Washtenaw,,L. Washtenaw
R. Stadium (1.89),,R. Stadium (1.89),,R. Stadium (1.89),,R. Stadium (1.89)
R. Liberty (5.67),,R. Liberty (5.67),,R. Liberty (5.67),,R. Liberty (5.67)
R. State (7.56),,R. State (7.56),,R. State (7.56),,R. State (7.56)
L. N University (7.61),,L. N University (7.61),,L. N University (7.61),,L. N University (7.61)
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 8.04,,Total: 8.04,,Total: 8.04,,Total: 8.04
