Bockman,,Bockman,,Bockman,,Bockman,,Bockman,,Bockman
Start S. on Washtenaw,,Start S. on Washtenaw,,Start S. on Washtenaw,,Start S. on Washtenaw,,Start S. on Washtenaw,,Start S. on Washtenaw
R. Bockman (1.21),,R. Bockman (1.21),,R. Bockman (1.21),,R. Bockman (1.21),,R. Bockman (1.21),,R. Bockman (1.21)
Cross Stadium,,Cross Stadium,,Cross Stadium,,Cross Stadium,,Cross Stadium,,Cross Stadium
R. Packard (2.13),,R. Packard (2.13),,R. Packard (2.13),,R. Packard (2.13),,R. Packard (2.13),,R. Packard (2.13)
R. Baldwin,,R. Baldwin,,R. Baldwin,,R. Baldwin,,R. Baldwin,,R. Baldwin
Cross Stadium,,Cross Stadium,,Cross Stadium,,Cross Stadium,,Cross Stadium,,Cross Stadium
L. Granger (@ T),,L. Granger (@ T),,L. Granger (@ T),,L. Granger (@ T),,L. Granger (@ T),,L. Granger (@ T)
R. S Forest (2.91),,R. S Forest (2.91),,R. S Forest (2.91),,R. S Forest (2.91),,R. S Forest (2.91),,R. S Forest (2.91)
"L. Wells, R. S Forest",,"L. Wells, R. S Forest",,"L. Wells, R. S Forest",,"L. Wells, R. S Forest",,"L. Wells, R. S Forest",,"L. Wells, R. S Forest"
Cross Hill,,Cross Hill,,Cross Hill,,Cross Hill,,Cross Hill,,Cross Hill
L. Washtenaw,,L. Washtenaw,,L. Washtenaw,,L. Washtenaw,,L. Washtenaw,,L. Washtenaw
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 3.99,,Total: 3.99,,Total: 3.99,,Total: 3.99,,Total: 3.99,,Total: 3.99
,,,,,,,,,,
Bockman,,Bockman,,Bockman,,Bockman,,Bockman,,Bockman
Start S. on Washtenaw,,Start S. on Washtenaw,,Start S. on Washtenaw,,Start S. on Washtenaw,,Start S. on Washtenaw,,Start S. on Washtenaw
R. Bockman (1.21),,R. Bockman (1.21),,R. Bockman (1.21),,R. Bockman (1.21),,R. Bockman (1.21),,R. Bockman (1.21)
Cross Stadium,,Cross Stadium,,Cross Stadium,,Cross Stadium,,Cross Stadium,,Cross Stadium
R. Packard (2.13),,R. Packard (2.13),,R. Packard (2.13),,R. Packard (2.13),,R. Packard (2.13),,R. Packard (2.13)
R. Baldwin,,R. Baldwin,,R. Baldwin,,R. Baldwin,,R. Baldwin,,R. Baldwin
Cross Stadium,,Cross Stadium,,Cross Stadium,,Cross Stadium,,Cross Stadium,,Cross Stadium
L. Granger (@ T),,L. Granger (@ T),,L. Granger (@ T),,L. Granger (@ T),,L. Granger (@ T),,L. Granger (@ T)
R. S Forest (2.91),,R. S Forest (2.91),,R. S Forest (2.91),,R. S Forest (2.91),,R. S Forest (2.91),,R. S Forest (2.91)
"L. Wells, R. S Forest",,"L. Wells, R. S Forest",,"L. Wells, R. S Forest",,"L. Wells, R. S Forest",,"L. Wells, R. S Forest",,"L. Wells, R. S Forest"
Cross Hill,,Cross Hill,,Cross Hill,,Cross Hill,,Cross Hill,,Cross Hill
L. Washtenaw,,L. Washtenaw,,L. Washtenaw,,L. Washtenaw,,L. Washtenaw,,L. Washtenaw
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 3.99,,Total: 3.99,,Total: 3.99,,Total: 3.99,,Total: 3.99,,Total: 3.99
,,,,,,,,,,
Bockman,,Bockman,,Bockman,,Bockman,,Bockman,,Bockman
Start S. on Washtenaw,,Start S. on Washtenaw,,Start S. on Washtenaw,,Start S. on Washtenaw,,Start S. on Washtenaw,,Start S. on Washtenaw
R. Bockman (1.21),,R. Bockman (1.21),,R. Bockman (1.21),,R. Bockman (1.21),,R. Bockman (1.21),,R. Bockman (1.21)
Cross Stadium,,Cross Stadium,,Cross Stadium,,Cross Stadium,,Cross Stadium,,Cross Stadium
R. Packard (2.13),,R. Packard (2.13),,R. Packard (2.13),,R. Packard (2.13),,R. Packard (2.13),,R. Packard (2.13)
R. Baldwin,,R. Baldwin,,R. Baldwin,,R. Baldwin,,R. Baldwin,,R. Baldwin
Cross Stadium,,Cross Stadium,,Cross Stadium,,Cross Stadium,,Cross Stadium,,Cross Stadium
L. Granger (@ T),,L. Granger (@ T),,L. Granger (@ T),,L. Granger (@ T),,L. Granger (@ T),,L. Granger (@ T)
R. S Forest (2.91),,R. S Forest (2.91),,R. S Forest (2.91),,R. S Forest (2.91),,R. S Forest (2.91),,R. S Forest (2.91)
"L. Wells, R. S Forest",,"L. Wells, R. S Forest",,"L. Wells, R. S Forest",,"L. Wells, R. S Forest",,"L. Wells, R. S Forest",,"L. Wells, R. S Forest"
Cross Hill,,Cross Hill,,Cross Hill,,Cross Hill,,Cross Hill,,Cross Hill
L. Washtenaw,,L. Washtenaw,,L. Washtenaw,,L. Washtenaw,,L. Washtenaw,,L. Washtenaw
Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB,,Back to CCRB
Total: 3.99,,Total: 3.99,,Total: 3.99,,Total: 3.99,,Total: 3.99,,Total: 3.99
