Nord Campus,,Nord Campus,,Nord Campus,,Nord Campus
Out Glen Ave.,,Out Glen Ave.,,Out Glen Ave.,,Out Glen Ave.
L path before Bonisteel (1.49),,L path before Bonisteel (1.49),,L path before Bonisteel (1.49),,L path before Bonisteel (1.49)
L Murfin (1.71),,L Murfin (1.71),,L Murfin (1.71),,L Murfin (1.71)
R Hubbard (2.00),,R Hubbard (2.00),,R Hubbard (2.00),,R Hubbard (2.00)
L McIntyre (2.55),,L McIntyre (2.55),,L McIntyre (2.55),,L McIntyre (2.55)
Cont. Beal (3.2),,Cont. Beal (3.2),,Cont. Beal (3.2),,Cont. Beal (3.2)
Cross Hubbard and cont. path (3.5),,Cross Hubbard and cont. path (3.5),,Cross Hubbard and cont. path (3.5),,Cross Hubbard and cont. path (3.5)
Cross Hayward & cont. Beal (3.65),,Cross Hayward & cont. Beal (3.65),,Cross Hayward & cont. Beal (3.65),,Cross Hayward & cont. Beal (3.65)
Forced R Bonisteel (3.92),,Forced R Bonisteel (3.92),,Forced R Bonisteel (3.92),,Forced R Bonisteel (3.92)
R Fuller (4.51),,R Fuller (4.51),,R Fuller (4.51),,R Fuller (4.51)
Cont. Glen to CCRB,,Cont. Glen to CCRB,,Cont. Glen to CCRB,,Cont. Glen to CCRB
Total: 5.94,,Total: 5.94,,Total: 5.94,,Total: 5.94
,,,,,,
Nord Campus,,Nord Campus,,Nord Campus,,Nord Campus
Out Glen Ave.,,Out Glen Ave.,,Out Glen Ave.,,Out Glen Ave.
L path before Bonisteel (1.49),,L path before Bonisteel (1.49),,L path before Bonisteel (1.49),,L path before Bonisteel (1.49)
L Murfin (1.71),,L Murfin (1.71),,L Murfin (1.71),,L Murfin (1.71)
R Hubbard (2.00),,R Hubbard (2.00),,R Hubbard (2.00),,R Hubbard (2.00)
L McIntyre (2.55),,L McIntyre (2.55),,L McIntyre (2.55),,L McIntyre (2.55)
Cont. Beal (3.2),,Cont. Beal (3.2),,Cont. Beal (3.2),,Cont. Beal (3.2)
Cross Hubbard and cont. path (3.5),,Cross Hubbard and cont. path (3.5),,Cross Hubbard and cont. path (3.5),,Cross Hubbard and cont. path (3.5)
Cross Hayward & cont. Beal (3.65),,Cross Hayward & cont. Beal (3.65),,Cross Hayward & cont. Beal (3.65),,Cross Hayward & cont. Beal (3.65)
Forced R Bonisteel (3.92),,Forced R Bonisteel (3.92),,Forced R Bonisteel (3.92),,Forced R Bonisteel (3.92)
R Fuller (4.51),,R Fuller (4.51),,R Fuller (4.51),,R Fuller (4.51)
Cont. Glen to CCRB,,Cont. Glen to CCRB,,Cont. Glen to CCRB,,Cont. Glen to CCRB
Total: 5.94,,Total: 5.94,,Total: 5.94,,Total: 5.94
,,,,,,
Nord Campus,,Nord Campus,,Nord Campus,,Nord Campus
Out Glen Ave.,,Out Glen Ave.,,Out Glen Ave.,,Out Glen Ave.
L path before Bonisteel (1.49),,L path before Bonisteel (1.49),,L path before Bonisteel (1.49),,L path before Bonisteel (1.49)
L Murfin (1.71),,L Murfin (1.71),,L Murfin (1.71),,L Murfin (1.71)
R Hubbard (2.00),,R Hubbard (2.00),,R Hubbard (2.00),,R Hubbard (2.00)
L McIntyre (2.55),,L McIntyre (2.55),,L McIntyre (2.55),,L McIntyre (2.55)
Cont. Beal (3.2),,Cont. Beal (3.2),,Cont. Beal (3.2),,Cont. Beal (3.2)
Cross Hubbard and cont. path (3.5),,Cross Hubbard and cont. path (3.5),,Cross Hubbard and cont. path (3.5),,Cross Hubbard and cont. path (3.5)
Cross Hayward & cont. Beal (3.65),,Cross Hayward & cont. Beal (3.65),,Cross Hayward & cont. Beal (3.65),,Cross Hayward & cont. Beal (3.65)
Forced R Bonisteel (3.92),,Forced R Bonisteel (3.92),,Forced R Bonisteel (3.92),,Forced R Bonisteel (3.92)
R Fuller (4.51),,R Fuller (4.51),,R Fuller (4.51),,R Fuller (4.51)
Cont. Glen to CCRB,,Cont. Glen to CCRB,,Cont. Glen to CCRB,,Cont. Glen to CCRB
Total: 5.94,,Total: 5.94,,Total: 5.94,,Total: 5.94
